CustomerID,CustomerName,Gender,Age,City,State,Region,Country,Segment,SignupDate,LoyaltyTier,PreferredChannel,NewsletterOptIn,PostalCode,CustomerStatus
C0227,Customer 227,Male,47,Bengaluru,Karnataka,South,India,Small Business,2025-07-20,Bronze,Referral,Yes,898868,Active
C0228,Customer 228,Male,54,Bhubaneswar,Odisha,East,India,Small Business,2023-06-17,Silver,Email,Yes,164759,Active
C0229,Customer 229,Female,31,Bhubaneswar,Odisha,East,India,Corporate,2026-01-04,Bronze,Referral,Yes,813342,Active
C0230,Customer 230,Female,53,Bhubaneswar,Odisha,East,India,Corporate,2025-09-28,Gold,Referral,Yes,638180,Inactive
C0231,Customer 231,Female,56,Jaipur,Rajasthan,North,India,Corporate,2026-02-28,Bronze,Web,Yes,515183,Active
C0232,Customer 232,Female,23,Chennai,Tamil Nadu,South,India,Corporate,2024-03-22,Silver,Email,Yes,172372,Inactive
C0233,Customer 233,Male,32,Chennai,Tamil Nadu,South,India,Consumer,2024-08-10,Bronze,Referral,No,501059,Inactive
C0234,Customer 234,Female,64,Delhi,Delhi,North,India,Small Business,2025-02-08,Bronze,Phone,No,224396,Active
C0235,Customer 235,Female,35,Kolkata,West Bengal,East,India,Consumer,2025-03-15,Gold,Web,No,806216,Inactive
C0236,Customer 236,Female,36,Kolkata,West Bengal,East,India,Corporate,2025-02-15,Silver,Phone,No,297637,Active
C0237,Customer 237,Female,36,Chennai,Tamil Nadu,South,India,Consumer,2025-05-08,Gold,Email,Yes,568128,Active
C0238,Customer 238,Male,49,Hyderabad,Telangana,South,India,Consumer,2023-04-01,Bronze,Phone,Yes,246943,Active
C0239,Customer 239,Male,57,Hyderabad,Telangana,South,India,Small Business,2026-03-25,Bronze,Web,Yes,416423,Active
C0240,Customer 240,Male,40,Kolkata,West Bengal,East,India,Corporate,2024-03-28,Gold,Phone,No,682852,Inactive
C0241,Customer 241,Male,54,Chennai,Tamil Nadu,South,India,Corporate,2024-12-06,Bronze,Referral,No,256467,Active
C0242,Customer 242,Male,36,Delhi,Delhi,North,India,Consumer,2024-01-12,Silver,Phone,No,160424,Inactive
C0243,Customer 243,Female,45,Delhi,Delhi,North,India,Consumer,2026-02-15,Silver,Phone,No,778121,Active
C0244,Customer 244,Female,55,Jaipur,Rajasthan,North,India,Small Business,2025-01-29,Gold,Email,No,495490,Active
C0245,Customer 245,Female,51,Coimbatore,Tamil Nadu,South,India,Consumer,2024-01-21,Silver,Web,Yes,322097,Active
C0246,Customer 246,Female,65,Coimbatore,Tamil Nadu,South,India,Small Business,2025-09-07,Bronze,Phone,No,350957,Active
C0247,Customer 247,Male,55,Mumbai,Maharashtra,West,India,Small Business,2025-02-18,Silver,Web,No,477115,Inactive
C0248,Customer 248,Male,41,Jaipur,Rajasthan,North,India,Consumer,2023-07-21,Silver,Web,No,147937,Active
C0249,Customer 249,Male,56,Bengaluru,Karnataka,South,India,Small Business,2023-02-03,Bronze,Referral,No,259815,Active
C0250,Customer 250,Male,57,Pune,Maharashtra,West,India,Consumer,2024-04-16,Silver,Web,No,900442,Inactive
C0251,Customer 251,Female,43,Jaipur,Rajasthan,North,India,Consumer,2025-08-01,Gold,Referral,Yes,668472,Active
C0252,Customer 252,Female,63,Kolkata,West Bengal,East,India,Consumer,2023-03-11,Gold,Referral,Yes,983473,Active
C0253,Customer 253,Female,34,Coimbatore,Tamil Nadu,South,India,Small Business,2023-11-06,Silver,Web,Yes,747848,Inactive
C0254,Customer 254,Female,55,Jaipur,Rajasthan,North,India,Small Business,2023-02-02,Silver,Email,Yes,655135,Active
C0255,Customer 255,Female,53,Kolkata,West Bengal,East,India,Small Business,2024-08-10,Bronze,Referral,Yes,212215,Active
C0256,Customer 256,Female,33,Kolkata,West Bengal,East,India,Small Business,2023-11-01,Bronze,Web,No,380311,Inactive
C0257,Customer 257,Male,50,Coimbatore,Tamil Nadu,South,India,Small Business,2025-02-03,Gold,Phone,No,817270,Active
C0258,Customer 258,Male,45,Chennai,Tamil Nadu,South,India,Corporate,2023-07-11,Bronze,Referral,Yes,767679,Active
C0259,Customer 259,Male,48,Bengaluru,Karnataka,South,India,Small Business,2023-06-19,Silver,Email,Yes,340928,Active
C0260,Customer 260,Male,23,Bhubaneswar,Odisha,East,India,Consumer,2025-08-31,Bronze,Web,Yes,288067,Active
C0261,Customer 261,Female,46,Chennai,Tamil Nadu,South,India,Consumer,2024-02-29,Silver,Phone,Yes,694224,Inactive
C0262,Customer 262,Male,29,Kolkata,West Bengal,East,India,Small Business,2024-11-10,Bronze,Email,No,156305,Active
C0263,Customer 263,Female,42,Delhi,Delhi,North,India,Small Business,2024-04-20,Bronze,Referral,No,131065,Active
C0264,Customer 264,Female,43,Jaipur,Rajasthan,North,India,Small Business,2025-10-01,Silver,Referral,Yes,812712,Inactive
C0265,Customer 265,Female,25,Coimbatore,Tamil Nadu,South,India,Consumer,2024-08-27,Silver,Phone,No,846248,Active
C0266,Customer 266,Male,27,Delhi,Delhi,North,India,Consumer,2024-10-10,Gold,Web,No,477401,Active
C0267,Customer 267,Female,32,Coimbatore,Tamil Nadu,South,India,Corporate,2023-09-29,Silver,Referral,Yes,127538,Active
C0268,Customer 268,Female,59,Pune,Maharashtra,West,India,Small Business,2026-02-09,Silver,Referral,Yes,406025,Inactive
C0269,Customer 269,Female,57,Delhi,Delhi,North,India,Small Business,2023-06-23,Gold,Referral,Yes,245585,Active
C0270,Customer 270,Male,30,Mumbai,Maharashtra,West,India,Consumer,2024-07-03,Gold,Referral,No,541558,Active
C0271,Customer 271,Male,37,Jaipur,Rajasthan,North,India,Consumer,2023-06-07,Bronze,Referral,Yes,580103,Active
C0272,Customer 272,Female,46,Bengaluru,Karnataka,South,India,Corporate,2024-09-15,Bronze,Referral,No,561608,Active
C0273,Customer 273,Male,41,Delhi,Delhi,North,India,Small Business,2023-10-06,Bronze,Phone,No,429446,Active
C0274,Customer 274,Male,65,Delhi,Delhi,North,India,Small Business,2024-10-15,Silver,Phone,No,494323,Active
C0275,Customer 275,Female,57,Delhi,Delhi,North,India,Consumer,2025-01-17,Bronze,Phone,Yes,862539,Inactive
C0276,Customer 276,Male,65,Hyderabad,Telangana,South,India,Consumer,2025-06-16,Silver,Referral,Yes,764101,Active
C0277,Customer 277,Female,48,Hyderabad,Telangana,South,India,Corporate,2024-06-01,Gold,Referral,No,710528,Inactive
C0278,Customer 278,Male,55,Kolkata,West Bengal,East,India,Consumer,2025-11-03,Silver,Email,Yes,906307,Active
C0279,Customer 279,Female,57,Pune,Maharashtra,West,India,Small Business,2023-12-07,Bronze,Referral,No,934909,Inactive
C0280,Customer 280,Female,37,Coimbatore,Tamil Nadu,South,India,Consumer,2023-01-22,Bronze,Phone,No,492293,Inactive
C0281,Customer 281,Female,43,Jaipur,Rajasthan,North,India,Consumer,2025-10-21,Silver,Email,No,536182,Active
C0282,Customer 282,Male,40,Coimbatore,Tamil Nadu,South,India,Corporate,2023-10-18,Silver,Phone,No,465220,Inactive
C0283,Customer 283,Male,41,Coimbatore,Tamil Nadu,South,India,Consumer,2025-06-16,Silver,Email,Yes,123683,Active
C0284,Customer 284,Female,54,Coimbatore,Tamil Nadu,South,India,Consumer,2023-12-03,Bronze,Phone,No,687045,Inactive
C0285,Customer 285,Male,61,Jaipur,Rajasthan,North,India,Consumer,2024-04-19,Gold,Referral,No,130611,Active
C0286,Customer 286,Male,21,Jaipur,Rajasthan,North,India,Small Business,2025-05-29,Gold,Phone,No,888871,Active
C0287,Customer 287,Female,44,Bhubaneswar,Odisha,East,India,Corporate,2023-07-28,Gold,Referral,Yes,375098,Inactive
C0288,Customer 288,Male,60,Kolkata,West Bengal,East,India,Corporate,2024-10-03,Bronze,Email,No,469083,Inactive
C0289,Customer 289,Male,60,Bhubaneswar,Odisha,East,India,Small Business,2023-12-20,Gold,Phone,No,223587,Active
C0290,Customer 290,Female,44,Mumbai,Maharashtra,West,India,Small Business,2023-08-28,Gold,Referral,No,725398,Active
C0291,Customer 291,Male,32,Bhubaneswar,Odisha,East,India,Corporate,2025-02-24,Bronze,Phone,Yes,613427,Active
C0292,Customer 292,Male,49,Bengaluru,Karnataka,South,India,Small Business,2024-01-19,Gold,Web,Yes,608150,Active
C0293,Customer 293,Male,47,Hyderabad,Telangana,South,India,Small Business,2025-02-25,Silver,Referral,No,612439,Active
C0294,Customer 294,Female,35,Coimbatore,Tamil Nadu,South,India,Corporate,2026-03-03,Gold,Web,Yes,663724,Active
C0295,Customer 295,Male,56,Bengaluru,Karnataka,South,India,Small Business,2025-07-25,Gold,Email,No,912765,Active
C0296,Customer 296,Male,55,Kolkata,West Bengal,East,India,Consumer,2023-03-27,Silver,Email,Yes,412171,Active
C0297,Customer 297,Male,26,Jaipur,Rajasthan,North,India,Corporate,2024-06-22,Gold,Phone,Yes,950084,Active
C0298,Customer 298,Female,60,Bhubaneswar,Odisha,East,India,Consumer,2025-05-26,Gold,Phone,Yes,697767,Active
C0299,Customer 299,Female,41,Kolkata,West Bengal,East,India,Small Business,2024-07-29,Silver,Web,No,999696,Active
C0300,Customer 300,Female,38,Bengaluru,Karnataka,South,India,Small Business,2025-04-22,Gold,Phone,Yes,253348,Active
C0301,Customer 301,Male,30,Hyderabad,Telangana,South,India,Small Business,2025-03-15,Bronze,Web,No,493397,Inactive
C0302,Customer 302,Male,53,Coimbatore,Tamil Nadu,South,India,Small Business,2023-07-10,Silver,Web,No,611752,Active
C0303,Customer 303,Female,50,Bhubaneswar,Odisha,East,India,Small Business,2023-01-06,Bronze,Web,Yes,934329,Inactive
C0304,Customer 304,Female,52,Hyderabad,Telangana,South,India,Corporate,2025-05-29,Silver,Web,No,673897,Active
C0305,Customer 305,Male,64,Bhubaneswar,Odisha,East,India,Consumer,2025-09-20,Gold,Email,No,117073,Active
C0306,Customer 306,Male,21,Bengaluru,Karnataka,South,India,Corporate,2025-06-22,Gold,Phone,No,266700,Active
C0307,Customer 307,Male,26,Coimbatore,Tamil Nadu,South,India,Corporate,2025-01-08,Bronze,Phone,Yes,515595,Active
C0308,Customer 308,Female,27,Hyderabad,Telangana,South,India,Consumer,2025-05-29,Gold,Referral,Yes,239146,Active
C0309,Customer 309,Female,21,Kolkata,West Bengal,East,India,Small Business,2025-06-30,Silver,Email,No,827745,Active
C0310,Customer 310,Female,45,Jaipur,Rajasthan,North,India,Consumer,2023-05-26,Bronze,Email,Yes,428573,Active
C0311,Customer 311,Male,29,Mumbai,Maharashtra,West,India,Small Business,2023-10-08,Bronze,Phone,Yes,656279,Active
C0312,Customer 312,Male,43,Bhubaneswar,Odisha,East,India,Small Business,2023-12-03,Gold,Phone,No,746003,Inactive
C0313,Customer 313,Female,29,Hyderabad,Telangana,South,India,Consumer,2023-06-27,Bronze,Referral,No,550247,Active
C0314,Customer 314,Male,62,Bengaluru,Karnataka,South,India,Consumer,2024-05-22,Gold,Web,Yes,989080,Active
C0315,Customer 315,Female,46,Hyderabad,Telangana,South,India,Corporate,2025-11-26,Bronze,Email,Yes,618928,Inactive
C0316,Customer 316,Male,61,Coimbatore,Tamil Nadu,South,India,Small Business,2024-05-08,Gold,Email,No,431846,Active
C0317,Customer 317,Male,44,Delhi,Delhi,North,India,Small Business,2026-03-10,Bronze,Phone,No,907789,Active
C0318,Customer 318,Female,37,Chennai,Tamil Nadu,South,India,Consumer,2023-05-19,Gold,Email,No,631220,Active
C0319,Customer 319,Male,65,Kolkata,West Bengal,East,India,Corporate,2025-04-30,Gold,Phone,No,187658,Active
C0320,Customer 320,Female,30,Coimbatore,Tamil Nadu,South,India,Small Business,2025-11-13,Silver,Referral,Yes,425237,Inactive
C0321,Customer 321,Female,26,Hyderabad,Telangana,South,India,Corporate,2023-04-29,Gold,Referral,Yes,424315,Active
C0322,Customer 322,Female,65,Coimbatore,Tamil Nadu,South,India,Consumer,2023-01-26,Gold,Referral,No,648411,Active
C0323,Customer 323,Female,38,Bengaluru,Karnataka,South,India,Small Business,2025-01-31,Gold,Email,No,946314,Inactive
C0324,Customer 324,Female,37,Mumbai,Maharashtra,West,India,Small Business,2025-12-08,Bronze,Email,No,577310,Active
C0325,Customer 325,Female,44,Chennai,Tamil Nadu,South,India,Consumer,2025-10-20,Silver,Email,Yes,339500,Active
C0326,Customer 326,Female,23,Chennai,Tamil Nadu,South,India,Corporate,2023-01-26,Silver,Referral,Yes,287655,Active
C0327,Customer 327,Female,41,Kolkata,West Bengal,East,India,Consumer,2025-05-08,Silver,Web,No,966121,Active
C0328,Customer 328,Female,53,Bhubaneswar,Odisha,East,India,Small Business,2025-02-02,Gold,Phone,Yes,943410,Active
C0329,Customer 329,Male,39,Delhi,Delhi,North,India,Corporate,2023-05-22,Silver,Email,No,108357,Active
C0330,Customer 330,Male,60,Hyderabad,Telangana,South,India,Consumer,2024-08-20,Silver,Web,No,910144,Active
C0331,Customer 331,Female,21,Kolkata,West Bengal,East,India,Corporate,2024-05-17,Gold,Phone,No,766834,Active
C0332,Customer 332,Male,40,Pune,Maharashtra,West,India,Consumer,2023-01-03,Gold,Phone,No,615930,Active
C0333,Customer 333,Female,23,Bengaluru,Karnataka,South,India,Consumer,2024-07-27,Bronze,Referral,No,580729,Active
C0334,Customer 334,Female,61,Bhubaneswar,Odisha,East,India,Corporate,2023-07-15,Gold,Email,No,794623,Active
C0335,Customer 335,Male,41,Hyderabad,Telangana,South,India,Corporate,2024-08-20,Bronze,Web,No,574752,Active
C0336,Customer 336,Female,29,Hyderabad,Telangana,South,India,Small Business,2023-06-02,Gold,Phone,Yes,272360,Inactive
C0337,Customer 337,Male,28,Jaipur,Rajasthan,North,India,Small Business,2024-10-05,Silver,Phone,No,423285,Inactive
C0338,Customer 338,Female,31,Mumbai,Maharashtra,West,India,Small Business,2023-09-03,Silver,Email,Yes,976531,Active
C0339,Customer 339,Female,43,Bengaluru,Karnataka,South,India,Corporate,2023-07-06,Bronze,Email,No,372805,Active
C0340,Customer 340,Male,56,Chennai,Tamil Nadu,South,India,Small Business,2025-04-08,Bronze,Phone,Yes,584488,Active
C0341,Customer 341,Female,24,Bengaluru,Karnataka,South,India,Consumer,2023-09-06,Gold,Phone,No,490322,Active
C0342,Customer 342,Male,25,Bhubaneswar,Odisha,East,India,Consumer,2026-04-15,Gold,Phone,No,948612,Active
C0343,Customer 343,Female,23,Coimbatore,Tamil Nadu,South,India,Corporate,2024-11-10,Gold,Phone,No,961600,Inactive
C0344,Customer 344,Male,64,Jaipur,Rajasthan,North,India,Corporate,2023-03-02,Gold,Web,Yes,296243,Active
C0345,Customer 345,Female,23,Mumbai,Maharashtra,West,India,Small Business,2025-07-02,Bronze,Phone,No,623126,Inactive
C0346,Customer 346,Female,26,Kolkata,West Bengal,East,India,Corporate,2025-09-08,Silver,Phone,No,309147,Active
C0347,Customer 347,Male,43,Kolkata,West Bengal,East,India,Corporate,2023-02-09,Bronze,Referral,No,693129,Active
C0348,Customer 348,Female,22,Delhi,Delhi,North,India,Corporate,2024-07-07,Bronze,Phone,Yes,950070,Active
C0349,Customer 349,Male,58,Chennai,Tamil Nadu,South,India,Consumer,2025-08-24,Gold,Email,Yes,788773,Active
C0350,Customer 350,Female,35,Mumbai,Maharashtra,West,India,Small Business,2025-12-28,Silver,Web,Yes,284655,Active
C0351,Customer 351,Male,58,Bhubaneswar,Odisha,East,India,Consumer,2024-10-13,Bronze,Web,Yes,690463,Active
C0352,Customer 352,Male,32,Jaipur,Rajasthan,North,India,Corporate,2026-01-15,Gold,Email,Yes,343924,Active
C0353,Customer 353,Male,21,Chennai,Tamil Nadu,South,India,Corporate,2025-12-14,Bronze,Phone,Yes,457312,Active
C0354,Customer 354,Female,30,Pune,Maharashtra,West,India,Small Business,2023-05-02,Bronze,Phone,Yes,987600,Active
C0355,Customer 355,Male,58,Coimbatore,Tamil Nadu,South,India,Consumer,2025-02-04,Silver,Web,No,243080,Active
C0356,Customer 356,Male,32,Delhi,Delhi,North,India,Small Business,2025-09-24,Bronze,Web,Yes,797861,Active
C0357,Customer 357,Male,29,Delhi,Delhi,North,India,Consumer,2024-09-20,Bronze,Email,No,992084,Active
C0358,Customer 358,Female,61,Bengaluru,Karnataka,South,India,Small Business,2024-10-13,Gold,Referral,Yes,447256,Active
C0359,Customer 359,Male,31,Hyderabad,Telangana,South,India,Small Business,2024-12-11,Gold,Web,No,111950,Active
C0360,Customer 360,Female,43,Hyderabad,Telangana,South,India,Corporate,2024-05-26,Gold,Email,Yes,504685,Inactive
C0361,Customer 361,Male,52,Delhi,Delhi,North,India,Corporate,2023-12-07,Silver,Referral,Yes,969068,Inactive
C0362,Customer 362,Female,49,Bhubaneswar,Odisha,East,India,Consumer,2024-04-06,Gold,Web,Yes,434199,Active
C0363,Customer 363,Male,31,Coimbatore,Tamil Nadu,South,India,Corporate,2023-06-01,Gold,Email,Yes,454367,Inactive
C0364,Customer 364,Female,59,Chennai,Tamil Nadu,South,India,Corporate,2025-06-02,Gold,Email,Yes,447178,Active
C0365,Customer 365,Male,63,Hyderabad,Telangana,South,India,Corporate,2025-04-18,Silver,Phone,Yes,152047,Inactive
C0366,Customer 366,Male,30,Bhubaneswar,Odisha,East,India,Consumer,2026-01-30,Silver,Email,No,191885,Active
C0367,Customer 367,Female,27,Bhubaneswar,Odisha,East,India,Consumer,2025-09-10,Gold,Phone,No,185917,Inactive
C0368,Customer 368,Male,51,Coimbatore,Tamil Nadu,South,India,Corporate,2024-09-23,Bronze,Web,Yes,773046,Inactive
C0369,Customer 369,Male,44,Bengaluru,Karnataka,South,India,Consumer,2025-01-29,Silver,Email,No,561102,Inactive
C0370,Customer 370,Male,57,Mumbai,Maharashtra,West,India,Consumer,2024-04-08,Gold,Email,Yes,800597,Active
C0371,Customer 371,Female,56,Kolkata,West Bengal,East,India,Consumer,2025-04-27,Silver,Referral,No,700535,Active
C0372,Customer 372,Female,46,Jaipur,Rajasthan,North,India,Small Business,2024-09-04,Gold,Phone,Yes,893970,Inactive
C0373,Customer 373,Female,33,Bengaluru,Karnataka,South,India,Consumer,2023-12-09,Gold,Referral,Yes,816309,Inactive
C0374,Customer 374,Male,41,Hyderabad,Telangana,South,India,Small Business,2023-10-30,Gold,Email,No,683391,Inactive
C0375,Customer 375,Male,54,Kolkata,West Bengal,East,India,Corporate,2024-10-29,Gold,Referral,Yes,534575,Active
C0376,Customer 376,Female,27,Bengaluru,Karnataka,South,India,Small Business,2026-03-06,Gold,Web,No,530850,Active
C0377,Customer 377,Male,23,Delhi,Delhi,North,India,Consumer,2025-09-21,Silver,Referral,Yes,748277,Inactive
C0378,Customer 378,Male,65,Chennai,Tamil Nadu,South,India,Consumer,2025-03-21,Gold,Referral,No,490533,Active
C0379,Customer 379,Male,38,Pune,Maharashtra,West,India,Corporate,2024-09-12,Bronze,Email,Yes,240914,Active
C0380,Customer 380,Male,47,Jaipur,Rajasthan,North,India,Small Business,2024-10-19,Bronze,Email,Yes,563174,Active
C0381,Customer 381,Male,24,Delhi,Delhi,North,India,Small Business,2025-09-19,Gold,Email,No,844038,Inactive
C0382,Customer 382,Female,32,Bengaluru,Karnataka,South,India,Consumer,2025-12-09,Gold,Email,Yes,134678,Inactive
C0383,Customer 383,Female,38,Chennai,Tamil Nadu,South,India,Corporate,2025-01-08,Silver,Referral,Yes,814264,Active
C0384,Customer 384,Male,59,Hyderabad,Telangana,South,India,Corporate,2025-02-01,Gold,Referral,No,460972,Active
C0385,Customer 385,Male,22,Mumbai,Maharashtra,West,India,Corporate,2023-07-05,Gold,Phone,Yes,998747,Active
C0386,Customer 386,Male,62,Hyderabad,Telangana,South,India,Corporate,2024-02-28,Bronze,Email,Yes,597127,Active
C0387,Customer 387,Female,37,Bengaluru,Karnataka,South,India,Small Business,2023-01-18,Silver,Web,No,494764,Active
C0388,Customer 388,Female,50,Jaipur,Rajasthan,North,India,Corporate,2024-05-31,Bronze,Referral,Yes,107705,Active
C0389,Customer 389,Male,64,Kolkata,West Bengal,East,India,Consumer,2024-08-01,Silver,Email,No,389914,Active
C0390,Customer 390,Male,33,Mumbai,Maharashtra,West,India,Consumer,2024-06-18,Bronze,Phone,Yes,944555,Inactive
C0391,Customer 391,Female,62,Pune,Maharashtra,West,India,Corporate,2023-10-14,Silver,Web,No,524253,Inactive
C0392,Customer 392,Female,42,Chennai,Tamil Nadu,South,India,Small Business,2026-04-09,Bronze,Phone,No,804506,Active
C0393,Customer 393,Female,63,Kolkata,West Bengal,East,India,Small Business,2024-09-06,Gold,Web,Yes,593650,Active
C0394,Customer 394,Female,64,Mumbai,Maharashtra,West,India,Corporate,2026-02-18,Bronze,Email,Yes,472542,Active
C0395,Customer 395,Male,44,Mumbai,Maharashtra,West,India,Corporate,2025-05-11,Bronze,Web,No,992563,Active
C0396,Customer 396,Female,51,Jaipur,Rajasthan,North,India,Consumer,2023-04-20,Bronze,Email,No,655576,Active
C0397,Customer 397,Female,29,Delhi,Delhi,North,India,Consumer,2023-04-21,Silver,Referral,No,250182,Active
C0398,Customer 398,Male,42,Bengaluru,Karnataka,South,India,Small Business,2023-06-15,Gold,Web,Yes,104943,Inactive
C0399,Customer 399,Female,57,Mumbai,Maharashtra,West,India,Consumer,2024-03-04,Silver,Email,Yes,744329,Inactive
C0400,Customer 400,Male,51,Delhi,Delhi,North,India,Corporate,2025-04-06,Gold,Email,Yes,866152,Active
C0401,Customer 401,Female,22,Chennai,Tamil Nadu,South,India,Small Business,2024-10-21,Gold,Phone,Yes,827214,Active
C0402,Customer 402,Female,45,Mumbai,Maharashtra,West,India,Small Business,2023-09-22,Bronze,Web,Yes,168459,Active
C0403,Customer 403,Male,54,Mumbai,Maharashtra,West,India,Small Business,2024-08-18,Bronze,Web,No,820142,Active
C0404,Customer 404,Male,33,Pune,Maharashtra,West,India,Consumer,2025-09-30,Silver,Email,Yes,335218,Active
C0405,Customer 405,Female,28,Hyderabad,Telangana,South,India,Corporate,2023-02-14,Bronze,Email,No,771426,Active
C0406,Customer 406,Female,63,Kolkata,West Bengal,East,India,Consumer,2023-04-10,Bronze,Email,Yes,823256,Active
C0407,Customer 407,Male,28,Delhi,Delhi,North,India,Small Business,2025-06-28,Silver,Referral,Yes,315478,Active
C0408,Customer 408,Female,63,Mumbai,Maharashtra,West,India,Small Business,2025-05-11,Silver,Phone,No,971003,Active
C0409,Customer 409,Male,28,Kolkata,West Bengal,East,India,Consumer,2023-08-30,Silver,Phone,Yes,915750,Active
C0410,Customer 410,Male,47,Kolkata,West Bengal,East,India,Corporate,2024-02-18,Gold,Email,No,317783,Inactive
C0411,Customer 411,Female,21,Pune,Maharashtra,West,India,Small Business,2024-04-25,Gold,Email,No,256390,Active
C0412,Customer 412,Female,37,Kolkata,West Bengal,East,India,Small Business,2023-06-03,Gold,Referral,No,376956,Inactive
C0413,Customer 413,Female,23,Chennai,Tamil Nadu,South,India,Corporate,2023-07-24,Silver,Web,No,874416,Active
C0414,Customer 414,Female,29,Coimbatore,Tamil Nadu,South,India,Small Business,2023-04-04,Bronze,Phone,No,474895,Inactive
C0415,Customer 415,Female,44,Bhubaneswar,Odisha,East,India,Corporate,2024-07-03,Gold,Email,No,519693,Inactive
C0416,Customer 416,Male,47,Mumbai,Maharashtra,West,India,Small Business,2025-02-28,Gold,Email,Yes,829988,Active
C0417,Customer 417,Male,58,Bengaluru,Karnataka,South,India,Corporate,2023-08-01,Bronze,Referral,Yes,741019,Inactive
C0418,Customer 418,Female,51,Pune,Maharashtra,West,India,Corporate,2023-03-01,Gold,Referral,No,148206,Active
C0419,Customer 419,Female,64,Mumbai,Maharashtra,West,India,Small Business,2024-10-05,Bronze,Phone,No,644316,Active
C0420,Customer 420,Male,43,Delhi,Delhi,North,India,Small Business,2024-05-24,Bronze,Referral,Yes,979790,Active
C0421,Customer 421,Male,52,Chennai,Tamil Nadu,South,India,Consumer,2023-11-18,Gold,Referral,No,352594,Active
C0422,Customer 422,Female,56,Mumbai,Maharashtra,West,India,Small Business,2023-04-14,Silver,Referral,Yes,182660,Inactive
C0423,Customer 423,Male,26,Jaipur,Rajasthan,North,India,Corporate,2026-03-19,Silver,Web,Yes,621534,Active
C0424,Customer 424,Male,23,Coimbatore,Tamil Nadu,South,India,Small Business,2025-04-06,Bronze,Email,Yes,930245,Active
C0425,Customer 425,Female,62,Kolkata,West Bengal,East,India,Small Business,2026-02-25,Silver,Web,No,965402,Active
C0426,Customer 426,Male,56,Hyderabad,Telangana,South,India,Small Business,2025-07-19,Bronze,Referral,No,850690,Inactive
C0427,Customer 427,Female,21,Coimbatore,Tamil Nadu,South,India,Corporate,2023-07-19,Silver,Web,No,836202,Active
C0428,Customer 428,Male,29,Chennai,Tamil Nadu,South,India,Small Business,2023-12-03,Bronze,Referral,Yes,366642,Active
C0429,Customer 429,Male,34,Hyderabad,Telangana,South,India,Corporate,2023-09-05,Gold,Web,Yes,893929,Inactive
C0430,Customer 430,Male,50,Chennai,Tamil Nadu,South,India,Small Business,2023-09-10,Bronze,Phone,No,104549,Active
C0431,Customer 431,Male,53,Kolkata,West Bengal,East,India,Consumer,2025-06-05,Bronze,Phone,Yes,208585,Inactive
C0432,Customer 432,Male,47,Bhubaneswar,Odisha,East,India,Small Business,2024-10-21,Bronze,Phone,No,517197,Active
C0433,Customer 433,Female,29,Mumbai,Maharashtra,West,India,Corporate,2025-07-16,Bronze,Web,No,846455,Active
C0434,Customer 434,Male,64,Hyderabad,Telangana,South,India,Corporate,2024-03-05,Bronze,Phone,Yes,628371,Active
C0435,Customer 435,Male,58,Coimbatore,Tamil Nadu,South,India,Small Business,2024-12-22,Bronze,Referral,No,988460,Inactive
C0436,Customer 436,Female,22,Chennai,Tamil Nadu,South,India,Corporate,2025-12-06,Gold,Email,Yes,309613,Active
C0437,Customer 437,Male,30,Bengaluru,Karnataka,South,India,Consumer,2024-08-09,Bronze,Web,Yes,890201,Active
C0438,Customer 438,Female,60,Pune,Maharashtra,West,India,Small Business,2025-07-15,Bronze,Phone,No,349137,Active
C0439,Customer 439,Male,47,Chennai,Tamil Nadu,South,India,Small Business,2025-02-20,Silver,Email,Yes,879795,Active
C0440,Customer 440,Female,61,Hyderabad,Telangana,South,India,Small Business,2025-06-26,Bronze,Web,Yes,913849,Active
C0441,Customer 441,Female,64,Mumbai,Maharashtra,West,India,Consumer,2025-07-08,Gold,Phone,Yes,495522,Active
C0442,Customer 442,Male,29,Delhi,Delhi,North,India,Consumer,2024-07-25,Bronze,Web,Yes,446621,Inactive
C0443,Customer 443,Female,41,Bengaluru,Karnataka,South,India,Small Business,2023-03-23,Gold,Web,No,928279,Active
C0444,Customer 444,Female,32,Coimbatore,Tamil Nadu,South,India,Small Business,2024-10-12,Gold,Phone,No,669461,Inactive
C0445,Customer 445,Female,34,Coimbatore,Tamil Nadu,South,India,Small Business,2024-12-16,Silver,Web,No,407836,Active
C0446,Customer 446,Male,56,Bhubaneswar,Odisha,East,India,Small Business,2025-12-22,Gold,Email,No,567316,Active
C0447,Customer 447,Female,64,Bhubaneswar,Odisha,East,India,Corporate,2024-05-14,Silver,Email,No,369055,Active
C0448,Customer 448,Male,53,Chennai,Tamil Nadu,South,India,Small Business,2025-11-24,Silver,Referral,Yes,410834,Active
C0449,Customer 449,Female,27,Pune,Maharashtra,West,India,Consumer,2025-11-18,Bronze,Email,Yes,321021,Active
C0450,Customer 450,Female,55,Delhi,Delhi,North,India,Small Business,2023-08-01,Bronze,Referral,Yes,883172,Active
C0451,Customer 451,Male,23,Chennai,Tamil Nadu,South,India,Consumer,2025-07-29,Gold,Email,Yes,932795,Active
C0452,Customer 452,Female,37,Kolkata,West Bengal,East,India,Corporate,2023-05-25,Silver,Referral,No,554060,Active
C0453,Customer 453,Female,55,Chennai,Tamil Nadu,South,India,Consumer,2025-03-08,Bronze,Email,Yes,834929,Active
