ProductID,ProductName,Category,SubCategory,Brand,UnitPrice,UnitCost,ProductClass,Supplier,StockQty,ReorderLevel,OnlineOnly,PackageSize,WarrantyMonths,ProductStatus
P0210,Zenith Sofa 210,Furniture,Sofa,Apex,25209.52,19504.95,Premium,Supplier D,210,13,No,Large,11,Active
P0211,Nimbus Headphones 211,Electronics,Headphones,Pulse,17930.75,12855.32,Premium,Supplier D,28,24,No,Medium,14,Discontinued
P0212,Pulse Mixer 212,Appliances,Mixer,Orbit,1436.74,1087.72,Economy,Supplier B,243,15,Yes,Medium,32,Discontinued
P0213,Prime Monitor 213,Electronics,Monitor,Orbit,12423.75,7565.8,Economy,Supplier D,80,18,Yes,Large,7,Active
P0214,Pulse Shoes 214,Sports,Shoes,Prime,17370.7,12805.44,Premium,Supplier C,154,2,Yes,Small,32,Active
P0215,Prime Sofa 215,Furniture,Sofa,Vertex,1640.41,1207.85,Economy,Supplier D,198,21,No,Large,19,Active
P0216,Prime Desk 216,Furniture,Desk,Apex,7148.91,4692.38,Premium,Supplier A,6,12,Yes,Small,13,Discontinued
P0217,Pulse Kettle 217,Appliances,Kettle,Prime,35482.97,21730.01,Economy,Supplier C,181,21,No,Medium,8,Active
P0218,Orbit Chair 218,Furniture,Chair,Nova,7532.53,4834.79,Standard,Supplier D,171,4,Yes,Medium,15,Active
P0219,Apex Stapler 219,Office Supplies,Stapler,Zenith,5133.86,3772.29,Standard,Supplier D,129,15,Yes,Medium,18,Active
P0220,Vertex Folder 220,Office Supplies,Folder,Nova,27926.61,20749.91,Standard,Supplier D,111,27,No,Large,21,Active
P0221,Pulse Kettle 221,Appliances,Kettle,Orbit,17626.15,12193.64,Economy,Supplier A,140,0,No,Large,23,Active
P0222,Vertex Stapler 222,Office Supplies,Stapler,Pulse,26873.21,22237.38,Economy,Supplier D,10,5,No,Large,15,Discontinued
P0223,Vertex Stapler 223,Office Supplies,Stapler,Pulse,7387.78,5864.01,Standard,Supplier C,190,22,No,Medium,26,Discontinued
P0224,Apex Cabinet 224,Furniture,Cabinet,Pulse,7841.07,5243.64,Standard,Supplier B,56,5,No,Small,29,Discontinued
P0225,Nova Pen 225,Office Supplies,Pen,Vertex,6218.59,5299.07,Premium,Supplier C,178,5,Yes,Large,5,Active
P0226,Orbit Stapler 226,Office Supplies,Stapler,Pulse,3689.11,2920.11,Premium,Supplier C,205,11,Yes,Large,20,Active
P0227,Pulse Bottle 227,Sports,Bottle,Pulse,25199.07,16763.59,Standard,Supplier A,205,19,Yes,Large,5,Active
P0228,Zenith Chair 228,Furniture,Chair,Prime,34970.96,21782.07,Economy,Supplier D,200,16,No,Large,9,Active
P0229,Orbit Paper 229,Office Supplies,Paper,Pulse,24827.69,20493.49,Premium,Supplier A,67,26,No,Medium,21,Active
P0230,Vertex Headphones 230,Electronics,Headphones,Orbit,14298.37,9361.11,Standard,Supplier D,206,7,Yes,Medium,29,Discontinued
P0231,Nova Vacuum 231,Appliances,Vacuum,Pulse,26460.19,19881.62,Standard,Supplier A,188,25,Yes,Small,24,Active
P0232,Nova Fan 232,Appliances,Fan,Zenith,14674.37,10897.08,Economy,Supplier A,166,22,No,Medium,28,Active
P0233,Zenith Paper 233,Office Supplies,Paper,Nimbus,357.2,276.92,Premium,Supplier B,232,17,No,Large,25,Discontinued
P0234,Nimbus Bookshelf 234,Furniture,Bookshelf,Zenith,3093.2,2180.28,Economy,Supplier C,59,2,No,Large,24,Active
P0235,Prime Laptop 235,Electronics,Laptop,Orbit,31618.05,22266.76,Premium,Supplier D,134,3,Yes,Medium,19,Active
P0236,Pulse Laptop 236,Electronics,Laptop,Prime,30684.94,18933.47,Economy,Supplier A,121,10,Yes,Large,17,Active
P0237,Zenith Paper 237,Office Supplies,Paper,Nimbus,26010.46,16699.71,Economy,Supplier B,31,10,Yes,Medium,32,Active
P0238,Nova Sofa 238,Furniture,Sofa,Nimbus,24682.53,20724.67,Standard,Supplier D,59,14,Yes,Medium,36,Discontinued
P0239,Prime Bottle 239,Sports,Bottle,Pulse,17532.4,13012.11,Economy,Supplier D,117,22,No,Large,29,Active
P0240,Zenith Cabinet 240,Furniture,Cabinet,Apex,4890.0,3247.93,Economy,Supplier B,121,15,Yes,Large,13,Active
P0241,Vertex Keyboard 241,Electronics,Keyboard,Prime,25693.89,21319.76,Standard,Supplier B,35,11,No,Medium,22,Active
P0242,Nimbus Mixer 242,Appliances,Mixer,Nova,24173.28,19796.8,Premium,Supplier C,60,5,No,Small,10,Active
P0243,Pulse Laptop 243,Electronics,Laptop,Vertex,15063.41,10485.97,Premium,Supplier D,218,23,Yes,Small,35,Discontinued
P0244,Apex Kettle 244,Appliances,Kettle,Nimbus,5741.81,3792.65,Premium,Supplier B,235,12,No,Large,5,Discontinued
P0245,Prime Notebook 245,Office Supplies,Notebook,Apex,32567.41,21659.56,Economy,Supplier A,54,30,Yes,Large,36,Active
P0246,Zenith Vacuum 246,Appliances,Vacuum,Nova,27143.31,22429.86,Premium,Supplier B,67,26,No,Small,23,Discontinued
P0247,Vertex Shoes 247,Sports,Shoes,Nimbus,19932.65,12327.51,Standard,Supplier D,11,27,No,Medium,19,Active
P0248,Zenith Laptop 248,Electronics,Laptop,Prime,17556.01,13581.14,Standard,Supplier B,83,30,No,Large,13,Active
P0249,Prime Dumbbell 249,Sports,Dumbbell,Nimbus,6933.5,4601.93,Standard,Supplier C,41,13,No,Medium,27,Active
P0250,Orbit Mobile 250,Electronics,Mobile,Pulse,8765.47,6051.4,Economy,Supplier D,248,3,No,Small,23,Discontinued
P0251,Orbit Racket 251,Sports,Racket,Nova,1992.64,1711.22,Premium,Supplier A,68,24,Yes,Medium,29,Discontinued
P0252,Vertex Keyboard 252,Electronics,Keyboard,Zenith,8415.12,5150.15,Standard,Supplier D,238,17,No,Small,3,Discontinued
P0253,Nova Dumbbell 253,Sports,Dumbbell,Pulse,20176.06,16354.23,Premium,Supplier C,219,21,No,Medium,16,Active
P0254,Prime Mobile 254,Electronics,Mobile,Apex,26484.13,18500.44,Premium,Supplier A,217,4,No,Medium,16,Active
P0255,Prime Paper 255,Office Supplies,Paper,Orbit,36833.92,24492.64,Economy,Supplier C,92,6,No,Large,24,Active
P0256,Nova Chair 256,Furniture,Chair,Zenith,17571.25,15250.97,Premium,Supplier D,200,12,Yes,Large,7,Active
P0257,Vertex Mixer 257,Appliances,Mixer,Nimbus,13815.5,8876.63,Standard,Supplier A,36,14,No,Small,31,Active
P0258,Vertex Chair 258,Furniture,Chair,Orbit,28285.24,18979.85,Standard,Supplier C,211,22,Yes,Small,34,Active
P0259,Orbit Headphones 259,Electronics,Headphones,Nova,18567.3,12361.52,Standard,Supplier D,33,27,No,Large,35,Discontinued
P0260,Zenith Cabinet 260,Furniture,Cabinet,Apex,7458.39,4908.75,Economy,Supplier B,195,2,Yes,Medium,17,Active
P0261,Prime Chair 261,Furniture,Chair,Pulse,37112.17,24799.43,Standard,Supplier D,169,21,Yes,Medium,30,Discontinued
P0262,Vertex Notebook 262,Office Supplies,Notebook,Nova,23557.38,17029.92,Economy,Supplier B,17,8,No,Large,31,Active
P0263,Nova Monitor 263,Electronics,Monitor,Orbit,5870.72,4929.63,Economy,Supplier D,250,2,Yes,Small,13,Active
P0264,Pulse Notebook 264,Office Supplies,Notebook,Nimbus,18790.08,15679.79,Standard,Supplier C,220,8,Yes,Small,33,Active
P0265,Orbit Notebook 265,Office Supplies,Notebook,Apex,28979.37,20555.11,Economy,Supplier D,200,3,No,Large,10,Active
P0266,Apex Laptop 266,Electronics,Laptop,Zenith,15128.48,9484.69,Standard,Supplier D,19,9,No,Small,9,Active
P0267,Apex Shoes 267,Sports,Shoes,Nimbus,9960.71,7429.33,Standard,Supplier A,121,12,No,Medium,9,Active
P0268,Apex Monitor 268,Electronics,Monitor,Apex,18725.95,12968.95,Standard,Supplier A,156,25,Yes,Large,11,Active
P0269,Zenith Stapler 269,Office Supplies,Stapler,Orbit,17636.78,12076.47,Standard,Supplier A,20,4,No,Large,30,Active
P0270,Zenith Folder 270,Office Supplies,Folder,Pulse,34045.32,22139.73,Premium,Supplier C,79,11,Yes,Large,12,Active
P0271,Nova Cabinet 271,Furniture,Cabinet,Nimbus,29300.87,20494.06,Premium,Supplier B,56,20,Yes,Small,24,Active
P0272,Vertex Kettle 272,Appliances,Kettle,Prime,19767.9,15026.08,Premium,Supplier C,46,3,No,Small,34,Active
P0273,Orbit Mobile 273,Electronics,Mobile,Orbit,24006.71,17355.06,Premium,Supplier C,211,23,No,Small,28,Active
P0274,Apex Headphones 274,Electronics,Headphones,Zenith,433.91,326.51,Premium,Supplier D,54,20,No,Small,4,Active
P0275,Zenith Bookshelf 275,Furniture,Bookshelf,Vertex,7039.26,4419.73,Economy,Supplier B,50,6,Yes,Small,19,Active
P0276,Apex Mobile 276,Electronics,Mobile,Vertex,14700.35,9522.76,Standard,Supplier C,121,7,No,Medium,13,Discontinued
P0277,Orbit Laptop 277,Electronics,Laptop,Orbit,5931.24,3679.25,Economy,Supplier D,182,11,No,Large,30,Active
P0278,Prime Keyboard 278,Electronics,Keyboard,Zenith,23210.59,14716.16,Premium,Supplier B,18,20,No,Small,35,Discontinued
P0279,Apex Chair 279,Furniture,Chair,Zenith,30344.1,19633.86,Economy,Supplier D,197,28,No,Medium,36,Discontinued
P0280,Pulse Bookshelf 280,Furniture,Bookshelf,Pulse,25196.42,17835.17,Premium,Supplier C,153,12,Yes,Small,17,Active
P0281,Nimbus Fan 281,Appliances,Fan,Zenith,12959.41,9945.83,Premium,Supplier C,145,2,Yes,Small,21,Discontinued
P0282,Vertex Dumbbell 282,Sports,Dumbbell,Nimbus,6808.08,5816.03,Premium,Supplier D,115,13,No,Medium,23,Active
P0283,Apex Mixer 283,Appliances,Mixer,Vertex,5770.43,4554.78,Standard,Supplier C,220,16,Yes,Medium,17,Active
P0284,Vertex Laptop 284,Electronics,Laptop,Orbit,12888.37,9057.1,Economy,Supplier C,69,9,No,Small,11,Active
P0285,Nimbus Headphones 285,Electronics,Headphones,Nimbus,9400.28,7103.58,Economy,Supplier A,125,20,Yes,Medium,17,Active
P0286,Pulse Sofa 286,Furniture,Sofa,Pulse,8522.98,5904.38,Premium,Supplier A,85,27,Yes,Medium,29,Active
P0287,Zenith Kettle 287,Appliances,Kettle,Zenith,24856.82,21335.37,Premium,Supplier A,132,25,No,Medium,17,Discontinued
P0288,Prime Kettle 288,Appliances,Kettle,Vertex,28544.52,19090.01,Economy,Supplier A,150,25,Yes,Small,12,Active
P0289,Nimbus Bottle 289,Sports,Bottle,Nimbus,32835.07,22850.7,Standard,Supplier D,21,17,No,Small,33,Active
P0290,Prime Folder 290,Office Supplies,Folder,Apex,35343.72,24051.5,Standard,Supplier A,177,17,Yes,Small,34,Active
P0291,Prime Desk 291,Furniture,Desk,Orbit,2955.82,1811.72,Standard,Supplier C,173,16,Yes,Medium,6,Active
P0292,Nimbus Shoes 292,Sports,Shoes,Nimbus,6891.16,4361.9,Standard,Supplier A,38,17,No,Medium,7,Discontinued
P0293,Pulse Desk 293,Furniture,Desk,Zenith,28409.28,21771.59,Economy,Supplier C,155,6,No,Medium,15,Active
P0294,Orbit Sofa 294,Furniture,Sofa,Vertex,2259.44,1674.13,Economy,Supplier D,122,14,Yes,Large,8,Active
P0295,Prime Iron 295,Appliances,Iron,Nimbus,26399.94,17531.89,Economy,Supplier B,111,7,Yes,Large,30,Discontinued
P0296,Nova Fan 296,Appliances,Fan,Orbit,20945.56,17487.17,Standard,Supplier C,230,20,No,Large,7,Active
P0297,Vertex Kettle 297,Appliances,Kettle,Apex,35389.78,24810.35,Standard,Supplier C,109,14,Yes,Medium,16,Active
P0298,Pulse Mixer 298,Appliances,Mixer,Nimbus,2850.8,1904.03,Premium,Supplier D,224,6,No,Small,3,Active
P0299,Pulse Mobile 299,Electronics,Mobile,Pulse,12547.73,8231.59,Standard,Supplier A,145,21,Yes,Large,31,Active
P0300,Nova Iron 300,Appliances,Iron,Apex,26005.1,21051.74,Standard,Supplier C,36,17,No,Small,7,Active
P0301,Nova Pen 301,Office Supplies,Pen,Orbit,13704.5,11061.2,Premium,Supplier A,219,20,Yes,Medium,22,Discontinued
P0302,Orbit Keyboard 302,Electronics,Keyboard,Orbit,301.51,196.27,Premium,Supplier B,56,2,Yes,Medium,4,Active
P0303,Apex Pen 303,Office Supplies,Pen,Zenith,20116.01,17024.59,Economy,Supplier B,16,13,Yes,Medium,23,Active
P0304,Nimbus Yoga Mat 304,Sports,Yoga Mat,Apex,31482.98,23363.44,Standard,Supplier B,32,11,No,Small,3,Discontinued
P0305,Apex Notebook 305,Office Supplies,Notebook,Prime,13488.39,9778.53,Economy,Supplier C,16,2,Yes,Medium,22,Discontinued
P0306,Zenith Keyboard 306,Electronics,Keyboard,Prime,31897.1,19798.19,Standard,Supplier C,166,22,No,Large,11,Active
P0307,Apex Bookshelf 307,Furniture,Bookshelf,Vertex,36267.29,24452.3,Standard,Supplier D,102,16,Yes,Large,3,Active
P0308,Orbit Keyboard 308,Electronics,Keyboard,Nimbus,23019.82,18992.81,Standard,Supplier A,20,4,No,Medium,21,Active
P0309,Pulse Sofa 309,Furniture,Sofa,Vertex,6047.32,5173.28,Standard,Supplier C,86,20,Yes,Large,29,Active
P0310,Orbit Mobile 310,Electronics,Mobile,Orbit,27872.55,21185.62,Economy,Supplier A,237,29,Yes,Large,17,Discontinued
P0311,Apex Dumbbell 311,Sports,Dumbbell,Pulse,6817.53,4653.95,Standard,Supplier B,18,20,Yes,Small,11,Active
P0312,Orbit Cabinet 312,Furniture,Cabinet,Orbit,21290.98,13757.27,Economy,Supplier A,114,23,No,Medium,13,Active
P0313,Prime Sofa 313,Furniture,Sofa,Pulse,5705.57,4476.77,Economy,Supplier B,74,27,No,Small,26,Discontinued
P0314,Nimbus Fan 314,Appliances,Fan,Zenith,16077.77,11810.18,Premium,Supplier A,200,12,No,Small,22,Active
P0315,Pulse Yoga Mat 315,Sports,Yoga Mat,Prime,8970.41,6491.71,Premium,Supplier D,23,10,Yes,Large,33,Active
P0316,Vertex Desk 316,Furniture,Desk,Pulse,291.16,184.18,Premium,Supplier D,245,12,No,Medium,34,Active
P0317,Apex Shoes 317,Sports,Shoes,Nimbus,12006.36,10266.99,Economy,Supplier B,54,24,No,Medium,25,Discontinued
P0318,Orbit Notebook 318,Office Supplies,Notebook,Orbit,26297.08,16300.59,Premium,Supplier A,240,26,No,Large,4,Active
P0319,Prime Folder 319,Office Supplies,Folder,Orbit,17037.29,11430.33,Economy,Supplier B,8,3,Yes,Large,27,Discontinued
P0320,Nimbus Shoes 320,Sports,Shoes,Zenith,16179.77,13001.94,Premium,Supplier C,182,9,No,Large,22,Discontinued
P0321,Vertex Laptop 321,Electronics,Laptop,Zenith,24511.4,15933.61,Premium,Supplier B,243,23,No,Large,22,Active
P0322,Nimbus Sofa 322,Furniture,Sofa,Nimbus,141.41,119.34,Economy,Supplier C,192,13,Yes,Small,26,Active
P0323,Apex Desk 323,Furniture,Desk,Pulse,17099.95,12202.86,Economy,Supplier B,52,6,Yes,Large,14,Active
P0324,Apex Stapler 324,Office Supplies,Stapler,Zenith,17772.55,11063.0,Standard,Supplier C,26,12,Yes,Medium,7,Active
P0325,Apex Keyboard 325,Electronics,Keyboard,Nova,8259.1,5930.72,Standard,Supplier C,197,30,Yes,Large,5,Active
P0326,Prime Cabinet 326,Furniture,Cabinet,Pulse,26504.24,19811.32,Premium,Supplier C,159,13,No,Medium,24,Active
P0327,Nova Bookshelf 327,Furniture,Bookshelf,Vertex,22303.0,16653.75,Premium,Supplier A,5,14,No,Large,11,Active
P0328,Orbit Shoes 328,Sports,Shoes,Vertex,28033.15,21735.61,Premium,Supplier D,136,13,Yes,Small,23,Active
P0329,Pulse Notebook 329,Office Supplies,Notebook,Orbit,36797.65,24242.37,Economy,Supplier D,107,23,Yes,Medium,30,Discontinued
P0330,Zenith Monitor 330,Electronics,Monitor,Nova,9235.61,7403.07,Standard,Supplier D,208,2,No,Large,32,Active
P0331,Orbit Mixer 331,Appliances,Mixer,Orbit,17179.85,12095.64,Standard,Supplier A,32,13,Yes,Small,23,Discontinued
P0332,Apex Pen 332,Office Supplies,Pen,Zenith,26696.12,18001.84,Economy,Supplier D,28,25,No,Small,7,Active
P0333,Nimbus Kettle 333,Appliances,Kettle,Orbit,25260.16,16375.68,Standard,Supplier C,34,9,Yes,Small,8,Active
P0334,Vertex Yoga Mat 334,Sports,Yoga Mat,Zenith,22513.12,18635.87,Premium,Supplier D,152,23,Yes,Medium,6,Active
P0335,Zenith Kettle 335,Appliances,Kettle,Orbit,10720.72,8045.5,Standard,Supplier D,7,17,No,Medium,12,Active
P0336,Prime Sofa 336,Furniture,Sofa,Zenith,20833.86,17025.12,Economy,Supplier A,158,10,No,Large,10,Active
P0337,Prime Racket 337,Sports,Racket,Nimbus,19882.17,15806.44,Standard,Supplier C,44,26,Yes,Large,17,Active
P0338,Zenith Sofa 338,Furniture,Sofa,Nova,23660.52,18206.69,Economy,Supplier D,91,13,No,Medium,28,Discontinued
P0339,Orbit Keyboard 339,Electronics,Keyboard,Nimbus,23487.53,18190.72,Standard,Supplier B,87,24,Yes,Large,22,Discontinued
P0340,Prime Cabinet 340,Furniture,Cabinet,Zenith,5254.94,3508.02,Standard,Supplier B,210,23,Yes,Large,3,Active
P0341,Zenith Shoes 341,Sports,Shoes,Nimbus,27925.28,16983.68,Premium,Supplier B,242,1,Yes,Medium,33,Active
P0342,Nimbus Laptop 342,Electronics,Laptop,Zenith,36151.24,24508.5,Economy,Supplier D,67,1,Yes,Small,28,Discontinued
P0343,Nimbus Folder 343,Office Supplies,Folder,Apex,35237.97,23867.52,Premium,Supplier D,75,20,No,Medium,3,Active
P0344,Orbit Laptop 344,Electronics,Laptop,Nova,4590.83,3121.52,Economy,Supplier D,75,22,Yes,Large,14,Discontinued
P0345,Vertex Kettle 345,Appliances,Kettle,Apex,9113.08,7515.21,Economy,Supplier B,108,26,Yes,Medium,36,Discontinued
P0346,Apex Keyboard 346,Electronics,Keyboard,Orbit,29726.45,20941.63,Economy,Supplier A,51,27,Yes,Small,31,Active
P0347,Zenith Laptop 347,Electronics,Laptop,Apex,4122.86,3290.09,Economy,Supplier C,222,24,Yes,Small,10,Active
P0348,Nova Folder 348,Office Supplies,Folder,Orbit,7138.1,4356.35,Premium,Supplier A,247,30,No,Large,31,Active
P0349,Vertex Racket 349,Sports,Racket,Orbit,24559.92,17401.93,Economy,Supplier A,174,26,Yes,Small,5,Active
P0350,Zenith Bookshelf 350,Furniture,Bookshelf,Orbit,26929.93,21413.64,Economy,Supplier C,76,4,No,Small,19,Active
P0351,Prime Fan 351,Appliances,Fan,Nimbus,11975.23,10049.48,Economy,Supplier B,142,6,Yes,Large,20,Active
P0352,Zenith Folder 352,Office Supplies,Folder,Nimbus,25682.36,16460.37,Standard,Supplier C,206,13,No,Small,18,Active
P0353,Nimbus Notebook 353,Office Supplies,Notebook,Apex,19879.63,13324.24,Premium,Supplier A,97,29,No,Medium,12,Active
P0354,Orbit Notebook 354,Office Supplies,Notebook,Nimbus,4133.53,2520.84,Standard,Supplier A,49,16,No,Large,34,Active
P0355,Prime Dumbbell 355,Sports,Dumbbell,Apex,27753.18,17535.35,Standard,Supplier B,86,30,No,Small,25,Discontinued
P0356,Zenith Vacuum 356,Appliances,Vacuum,Zenith,3763.44,3259.1,Standard,Supplier D,150,23,No,Small,26,Active
P0357,Vertex Racket 357,Sports,Racket,Pulse,21966.95,17693.13,Economy,Supplier C,75,30,No,Large,17,Active
P0358,Apex Headphones 358,Electronics,Headphones,Apex,13338.48,10210.35,Standard,Supplier B,246,2,Yes,Large,6,Active
P0359,Nova Folder 359,Office Supplies,Folder,Nimbus,36127.32,23245.36,Economy,Supplier B,127,15,Yes,Medium,3,Active
P0360,Orbit Monitor 360,Electronics,Monitor,Nova,26819.68,17588.59,Economy,Supplier D,48,21,Yes,Small,7,Active
P0361,Pulse Cabinet 361,Furniture,Cabinet,Nimbus,10442.76,8884.03,Standard,Supplier C,33,10,Yes,Large,10,Active
P0362,Nimbus Stapler 362,Office Supplies,Stapler,Orbit,9292.24,7395.14,Premium,Supplier A,244,14,No,Small,25,Active
P0363,Nova Racket 363,Sports,Racket,Vertex,10970.54,8267.51,Economy,Supplier B,107,11,Yes,Small,30,Discontinued
P0364,Nimbus Chair 364,Furniture,Chair,Apex,21214.26,13265.09,Premium,Supplier A,44,24,No,Small,33,Discontinued
P0365,Prime Paper 365,Office Supplies,Paper,Apex,14625.4,9163.23,Premium,Supplier D,46,4,No,Large,30,Active
P0366,Zenith Pen 366,Office Supplies,Pen,Nimbus,3667.7,2837.79,Premium,Supplier C,235,1,Yes,Large,15,Discontinued
P0367,Zenith Notebook 367,Office Supplies,Notebook,Vertex,15068.18,10573.7,Premium,Supplier D,38,3,Yes,Small,11,Active
P0368,Nova Folder 368,Office Supplies,Folder,Vertex,626.93,420.13,Premium,Supplier A,116,15,No,Medium,34,Active
P0369,Zenith Fan 369,Appliances,Fan,Orbit,23432.63,15470.92,Premium,Supplier A,226,8,Yes,Large,30,Active
P0370,Zenith Mixer 370,Appliances,Mixer,Orbit,24594.03,17552.53,Economy,Supplier B,63,3,Yes,Medium,5,Active
P0371,Apex Desk 371,Furniture,Desk,Nova,15608.16,10703.47,Premium,Supplier D,139,9,Yes,Small,24,Discontinued
P0372,Prime Mixer 372,Appliances,Mixer,Apex,18819.89,12785.8,Premium,Supplier C,76,30,No,Large,29,Active
P0373,Vertex Notebook 373,Office Supplies,Notebook,Orbit,5301.87,4609.25,Premium,Supplier D,76,29,Yes,Medium,14,Active
P0374,Nova Iron 374,Appliances,Iron,Zenith,10140.85,8410.31,Premium,Supplier C,194,25,No,Large,36,Active
P0375,Apex Bookshelf 375,Furniture,Bookshelf,Zenith,7131.56,5314.03,Economy,Supplier A,15,18,Yes,Small,31,Active
P0376,Pulse Keyboard 376,Electronics,Keyboard,Orbit,20168.91,15505.74,Economy,Supplier B,16,4,Yes,Medium,19,Active
P0377,Nimbus Stapler 377,Office Supplies,Stapler,Apex,19068.96,15776.23,Premium,Supplier D,139,29,Yes,Small,20,Active
P0378,Orbit Notebook 378,Office Supplies,Notebook,Nimbus,28209.84,23898.61,Premium,Supplier A,47,14,No,Large,27,Discontinued
P0379,Orbit Dumbbell 379,Sports,Dumbbell,Nova,6031.47,5236.56,Economy,Supplier D,133,22,No,Medium,17,Active
P0380,Orbit Folder 380,Office Supplies,Folder,Prime,3846.54,3048.06,Standard,Supplier B,246,28,No,Small,20,Active
P0381,Vertex Desk 381,Furniture,Desk,Vertex,15421.81,13402.11,Premium,Supplier A,247,22,No,Large,11,Discontinued
P0382,Nova Dumbbell 382,Sports,Dumbbell,Vertex,9629.32,8169.91,Standard,Supplier C,50,8,Yes,Large,9,Discontinued
P0383,Orbit Folder 383,Office Supplies,Folder,Vertex,21518.51,13807.87,Premium,Supplier B,153,20,No,Small,31,Active
P0384,Pulse Iron 384,Appliances,Iron,Zenith,5247.45,3776.49,Premium,Supplier B,213,27,Yes,Small,34,Active
P0385,Nimbus Notebook 385,Office Supplies,Notebook,Orbit,12437.12,7809.19,Standard,Supplier B,23,13,Yes,Medium,28,Active
P0386,Apex Yoga Mat 386,Sports,Yoga Mat,Nimbus,28268.7,18190.97,Premium,Supplier A,33,26,Yes,Large,5,Active
P0387,Nova Chair 387,Furniture,Chair,Nova,10930.27,6750.0,Standard,Supplier C,223,22,Yes,Small,11,Discontinued
P0388,Pulse Racket 388,Sports,Racket,Zenith,26597.14,20401.39,Standard,Supplier A,144,22,No,Large,10,Active
P0389,Nimbus Laptop 389,Electronics,Laptop,Zenith,16400.49,13652.48,Standard,Supplier B,11,7,No,Medium,12,Active
P0390,Apex Pen 390,Office Supplies,Pen,Pulse,34393.23,23048.54,Standard,Supplier A,62,3,No,Medium,7,Active
P0391,Nova Headphones 391,Electronics,Headphones,Zenith,37172.02,23089.12,Standard,Supplier D,140,10,Yes,Large,30,Active
P0392,Apex Folder 392,Office Supplies,Folder,Prime,27084.59,20453.66,Premium,Supplier C,243,8,Yes,Small,12,Active
P0393,Pulse Pen 393,Office Supplies,Pen,Apex,14825.34,9813.74,Standard,Supplier D,250,23,No,Small,8,Active
P0394,Pulse Desk 394,Furniture,Desk,Nimbus,25474.3,19206.98,Premium,Supplier D,159,25,No,Small,18,Discontinued
P0395,Orbit Vacuum 395,Appliances,Vacuum,Nimbus,17665.43,12467.79,Standard,Supplier D,139,18,Yes,Large,8,Active
P0396,Vertex Notebook 396,Office Supplies,Notebook,Pulse,8106.06,5145.73,Standard,Supplier A,20,29,No,Medium,11,Active
P0397,Nimbus Fan 397,Appliances,Fan,Orbit,29790.32,20894.49,Standard,Supplier B,19,23,Yes,Small,12,Discontinued
P0398,Apex Monitor 398,Electronics,Monitor,Pulse,14020.1,9342.37,Economy,Supplier B,12,4,No,Small,8,Active
P0399,Zenith Laptop 399,Electronics,Laptop,Zenith,22207.05,14264.04,Premium,Supplier B,196,16,No,Medium,29,Active
P0400,Nova Mixer 400,Appliances,Mixer,Zenith,8873.48,7226.29,Economy,Supplier B,7,12,No,Large,32,Active
P0401,Zenith Bottle 401,Sports,Bottle,Prime,9738.21,7706.37,Standard,Supplier D,248,4,Yes,Medium,6,Active
P0402,Apex Fan 402,Appliances,Fan,Pulse,33704.7,20576.82,Premium,Supplier C,172,20,No,Medium,13,Active
P0403,Apex Stapler 403,Office Supplies,Stapler,Vertex,5939.95,4932.69,Economy,Supplier C,12,7,No,Small,9,Active
P0404,Orbit Cabinet 404,Furniture,Cabinet,Orbit,567.39,353.55,Economy,Supplier A,66,8,Yes,Large,5,Discontinued
P0405,Nova Laptop 405,Electronics,Laptop,Vertex,12843.23,7919.34,Premium,Supplier D,133,6,No,Medium,25,Active
P0406,Apex Headphones 406,Electronics,Headphones,Zenith,15556.38,10229.58,Standard,Supplier D,127,18,Yes,Medium,13,Active
P0407,Orbit Mixer 407,Appliances,Mixer,Orbit,26492.87,22139.28,Economy,Supplier B,201,22,Yes,Large,36,Active
P0408,Nimbus Fan 408,Appliances,Fan,Nova,11344.12,8528.4,Economy,Supplier D,66,6,Yes,Small,34,Active
P0409,Apex Mobile 409,Electronics,Mobile,Pulse,25021.11,19176.63,Standard,Supplier D,85,5,No,Small,7,Active
P0410,Pulse Dumbbell 410,Sports,Dumbbell,Prime,10534.88,8885.94,Premium,Supplier C,200,28,No,Large,11,Active
P0411,Nimbus Racket 411,Sports,Racket,Nimbus,1684.78,1066.65,Economy,Supplier B,117,11,No,Medium,8,Discontinued
P0412,Nova Racket 412,Sports,Racket,Nova,10526.36,6629.66,Economy,Supplier B,184,26,Yes,Small,9,Active
P0413,Orbit Fan 413,Appliances,Fan,Nimbus,22530.53,14287.73,Premium,Supplier A,94,14,No,Large,32,Active
P0414,Nimbus Mobile 414,Electronics,Mobile,Nimbus,29465.36,18315.91,Standard,Supplier D,89,2,No,Medium,34,Active
P0415,Zenith Mixer 415,Appliances,Mixer,Pulse,8203.99,7017.11,Standard,Supplier B,86,18,Yes,Large,27,Active
P0416,Orbit Stapler 416,Office Supplies,Stapler,Nova,30746.35,24465.74,Economy,Supplier D,74,8,Yes,Small,12,Active
P0417,Pulse Stapler 417,Office Supplies,Stapler,Nimbus,3358.16,2116.19,Economy,Supplier B,176,28,No,Small,6,Active
P0418,Orbit Iron 418,Appliances,Iron,Vertex,31275.92,24087.07,Premium,Supplier D,126,17,Yes,Large,30,Active
P0419,Orbit Racket 419,Sports,Racket,Apex,29452.41,20589.55,Economy,Supplier B,87,21,No,Small,12,Discontinued
