SalesID,OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,CostAmount,Profit,SalesChannel,PaymentMethod,ShipMode,OrderStatus,Region,City,SalesRep
S00356,O10356,2026-01-26,C0404,P0163,6,19992.81,0,119956.86,79551.96,40404.9,Store,Net Banking,Standard,Returned,West,Pune,Sales Rep B
S00357,O10357,2025-07-08,C0078,P0304,2,31482.98,0,62965.96,46726.88,16239.08,Online,Cash,Express,Delivered,North,Jaipur,Sales Rep C
S00358,O10358,2025-01-23,C0173,P0102,4,31982.79,0.1,115138.04,83813.4,31324.64,Online,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep B
S00359,O10359,2026-05-27,C0098,P0250,4,8765.47,0.1,31555.69,24205.6,7350.09,Online,Cash,Same Day,Delivered,South,Hyderabad,Sales Rep C
S00360,O10360,2025-03-10,C0493,P0055,3,23460.45,0.2,56305.08,58486.11,-2181.03,Store,Net Banking,Standard,Delivered,North,Delhi,Sales Rep D
S00361,O10361,2026-03-03,C0412,P0111,4,2777.29,0,11109.16,7338.72,3770.44,Store,Card,Express,Delivered,East,Kolkata,Sales Rep D
S00362,O10362,2025-05-13,C0314,P0063,5,18940.62,0.05,89967.94,79405.4,10562.54,Store,Net Banking,Same Day,Delivered,South,Bengaluru,Sales Rep C
S00363,O10363,2026-04-30,C0290,P0497,1,1549.38,0,1549.38,1169.49,379.89,Store,Net Banking,Express,Delivered,West,Mumbai,Sales Rep B
S00364,O10364,2025-08-28,C0484,P0168,3,32167.78,0.2,77202.67,73146.51,4056.16,Store,Net Banking,Same Day,Delivered,South,Chennai,Sales Rep C
S00365,O10365,2025-05-11,C0358,P0100,3,2996.59,0.2,7191.82,6408.45,783.37,Partner,Card,Same Day,Delivered,South,Bengaluru,Sales Rep B
S00366,O10366,2026-04-27,C0251,P0289,1,32835.07,0.05,31193.32,22850.7,8342.62,Partner,UPI,Express,Delivered,North,Jaipur,Sales Rep C
S00367,O10367,2026-05-18,C0042,P0271,4,29300.87,0.15,99622.96,81976.24,17646.72,Partner,Net Banking,Standard,Returned,East,Kolkata,Sales Rep D
S00368,O10368,2025-10-10,C0399,P0099,6,8508.84,0,51053.04,43722.42,7330.62,Store,UPI,Express,Delivered,West,Mumbai,Sales Rep B
S00369,O10369,2025-12-02,C0325,P0002,3,21706.3,0.15,55351.06,46641.09,8709.97,Store,Card,Express,Delivered,South,Chennai,Sales Rep D
S00370,O10370,2026-07-04,C0161,P0310,2,27872.55,0.2,44596.08,42371.24,2224.84,Online,UPI,Express,Delivered,North,Jaipur,Sales Rep B
S00371,O10371,2026-06-01,C0269,P0410,3,10534.88,0,31604.64,26657.82,4946.82,Store,Cash,Same Day,Delivered,North,Delhi,Sales Rep C
S00372,O10372,2025-05-28,C0134,P0105,3,10816.93,0,32450.79,25282.17,7168.62,Online,Cash,Standard,Delivered,South,Hyderabad,Sales Rep D
S00373,O10373,2025-06-01,C0398,P0466,4,21655.64,0.2,69298.05,66539.44,2758.61,Store,Card,Same Day,Returned,South,Bengaluru,Sales Rep C
S00374,O10374,2025-10-08,C0056,P0480,4,11454.06,0.05,43525.43,27921.8,15603.63,Online,Cash,Express,Delivered,North,Delhi,Sales Rep B
S00375,O10375,2025-01-18,C0166,P0490,1,16925.69,0,16925.69,12541.17,4384.52,Store,Cash,Express,Delivered,South,Coimbatore,Sales Rep C
S00376,O10376,2026-01-20,C0426,P0369,5,23432.63,0,117163.15,77354.6,39808.55,Partner,Cash,Same Day,Delivered,South,Hyderabad,Sales Rep D
S00377,O10377,2025-02-05,C0092,P0168,6,32167.78,0.05,183356.35,146293.02,37063.33,Store,UPI,Same Day,Delivered,South,Chennai,Sales Rep B
S00378,O10378,2025-03-11,C0255,P0033,2,23655.89,0,47311.78,40082.84,7228.94,Online,Card,Same Day,Delivered,East,Kolkata,Sales Rep A
S00379,O10379,2026-01-01,C0387,P0185,3,10116.37,0,30349.11,19557.75,10791.36,Store,Net Banking,Standard,Returned,South,Bengaluru,Sales Rep D
S00380,O10380,2026-06-22,C0280,P0032,4,22439.63,0.2,71806.82,57238.48,14568.34,Store,Card,Same Day,Delivered,South,Coimbatore,Sales Rep B
S00381,O10381,2025-04-29,C0230,P0082,3,12512.84,0,37538.52,23518.59,14019.93,Online,UPI,Same Day,Delivered,East,Bhubaneswar,Sales Rep A
S00382,O10382,2025-08-19,C0330,P0432,4,28085.94,0,112343.76,92743.2,19600.56,Online,Card,Standard,Delivered,South,Hyderabad,Sales Rep B
S00383,O10383,2025-11-27,C0257,P0164,4,17977.02,0.2,57526.46,44145.88,13380.58,Partner,Cash,Standard,Delivered,South,Coimbatore,Sales Rep D
S00384,O10384,2026-03-01,C0013,P0343,5,35237.97,0,176189.85,119337.6,56852.25,Online,Card,Same Day,Delivered,East,Kolkata,Sales Rep B
S00385,O10385,2026-05-19,C0118,P0299,1,12547.73,0.05,11920.34,8231.59,3688.75,Partner,UPI,Same Day,Delivered,West,Pune,Sales Rep B
S00386,O10386,2025-06-05,C0204,P0109,5,8256.54,0,41282.7,34950.0,6332.7,Partner,Net Banking,Express,Delivered,West,Pune,Sales Rep D
S00387,O10387,2025-07-26,C0082,P0428,5,4832.3,0.05,22953.42,16457.25,6496.17,Store,Card,Express,Delivered,South,Bengaluru,Sales Rep D
S00388,O10388,2025-10-20,C0062,P0334,4,22513.12,0,90052.48,74543.48,15509.0,Store,Cash,Standard,Delivered,West,Pune,Sales Rep A
S00389,O10389,2025-04-20,C0022,P0199,6,24812.84,0,148877.04,92835.54,56041.5,Online,Net Banking,Same Day,Delivered,West,Pune,Sales Rep C
S00390,O10390,2025-02-25,C0185,P0238,6,24682.53,0.2,118476.14,124348.02,-5871.88,Online,Net Banking,Standard,Delivered,North,Jaipur,Sales Rep C
S00391,O10391,2025-07-05,C0007,P0111,3,2777.29,0,8331.87,5504.04,2827.83,Store,Cash,Same Day,Delivered,West,Pune,Sales Rep D
S00392,O10392,2025-06-19,C0201,P0309,4,6047.32,0.1,21770.35,20693.12,1077.23,Partner,Net Banking,Same Day,Delivered,West,Mumbai,Sales Rep A
S00393,O10393,2025-01-01,C0316,P0055,1,23460.45,0.15,19941.38,19495.37,446.01,Online,UPI,Express,Delivered,South,Coimbatore,Sales Rep C
S00394,O10394,2026-08-05,C0228,P0196,2,10406.78,0,20813.56,13207.28,7606.28,Online,Net Banking,Standard,Delivered,East,Bhubaneswar,Sales Rep D
S00395,O10395,2026-01-17,C0380,P0449,1,19033.64,0.05,18081.96,13227.52,4854.44,Store,UPI,Express,Delivered,North,Jaipur,Sales Rep A
S00396,O10396,2025-09-27,C0155,P0073,4,9400.0,0,37600.0,32608.72,4991.28,Online,UPI,Express,Delivered,East,Kolkata,Sales Rep A
S00397,O10397,2025-08-29,C0058,P0045,4,11434.42,0.15,38877.03,36729.88,2147.15,Partner,Net Banking,Express,Delivered,North,Jaipur,Sales Rep D
S00398,O10398,2025-06-06,C0033,P0375,2,7131.56,0,14263.12,10628.06,3635.06,Store,Cash,Standard,Delivered,South,Coimbatore,Sales Rep D
S00399,O10399,2026-04-22,C0222,P0426,4,16340.8,0,65363.2,50913.68,14449.52,Online,UPI,Same Day,Delivered,South,Chennai,Sales Rep C
S00400,O10400,2026-05-06,C0364,P0145,2,36632.27,0.05,69601.31,44815.52,24785.79,Online,Net Banking,Standard,Delivered,South,Chennai,Sales Rep D
S00401,O10401,2025-02-15,C0415,P0001,5,9078.55,0.1,40853.47,28959.25,11894.22,Partner,Cash,Standard,Delivered,East,Bhubaneswar,Sales Rep C
S00402,O10402,2026-01-12,C0187,P0046,4,6759.63,0.1,24334.67,20224.64,4110.03,Partner,Card,Express,Delivered,South,Hyderabad,Sales Rep B
S00403,O10403,2025-12-22,C0165,P0377,4,19068.96,0,76275.84,63104.92,13170.92,Partner,Cash,Express,Returned,North,Delhi,Sales Rep C
S00404,O10404,2025-06-01,C0393,P0150,6,18858.44,0.1,101835.58,71444.16,30391.42,Partner,Cash,Express,Returned,East,Kolkata,Sales Rep A
S00405,O10405,2025-05-21,C0309,P0130,3,25519.41,0.05,72730.32,64160.1,8570.22,Partner,Cash,Express,Delivered,East,Kolkata,Sales Rep A
S00406,O10406,2025-05-29,C0176,P0260,5,7458.39,0.05,35427.35,24543.75,10883.6,Partner,Card,Same Day,Delivered,North,Delhi,Sales Rep B
S00407,O10407,2026-02-10,C0423,P0355,1,27753.18,0.1,24977.86,17535.35,7442.51,Online,UPI,Same Day,Delivered,North,Jaipur,Sales Rep A
S00408,O10408,2026-07-18,C0131,P0479,6,8643.34,0,51860.04,42857.28,9002.76,Partner,Card,Same Day,Delivered,South,Coimbatore,Sales Rep D
S00409,O10409,2026-01-18,C0060,P0167,5,592.78,0.1,2667.51,1993.1,674.41,Partner,Cash,Standard,Delivered,South,Bengaluru,Sales Rep D
S00410,O10410,2025-04-19,C0353,P0385,2,12437.12,0.2,19899.39,15618.38,4281.01,Partner,Cash,Standard,Delivered,South,Chennai,Sales Rep A
S00411,O10411,2026-06-01,C0458,P0407,1,26492.87,0.1,23843.58,22139.28,1704.3,Online,UPI,Same Day,Delivered,South,Hyderabad,Sales Rep B
S00412,O10412,2025-11-07,C0387,P0208,2,20218.8,0.15,34371.96,31477.3,2894.66,Partner,UPI,Standard,Delivered,South,Bengaluru,Sales Rep A
S00413,O10413,2025-05-04,C0016,P0152,2,23373.54,0,46747.08,37034.42,9712.66,Partner,UPI,Standard,Delivered,South,Hyderabad,Sales Rep D
S00414,O10414,2026-03-09,C0487,P0061,3,18082.11,0.2,43397.06,46077.93,-2680.87,Store,UPI,Same Day,Delivered,West,Mumbai,Sales Rep C
S00415,O10415,2025-08-02,C0199,P0192,3,29755.71,0.1,80340.42,55333.77,25006.65,Partner,Cash,Same Day,Delivered,East,Bhubaneswar,Sales Rep D
S00416,O10416,2025-11-24,C0017,P0256,3,17571.25,0,52713.75,45752.91,6960.84,Store,Cash,Express,Delivered,South,Bengaluru,Sales Rep D
S00417,O10417,2025-12-26,C0353,P0301,6,13704.5,0.1,74004.3,66367.2,7637.1,Online,Cash,Standard,Returned,South,Chennai,Sales Rep A
S00418,O10418,2026-07-11,C0244,P0130,1,25519.41,0,25519.41,21386.7,4132.71,Online,UPI,Express,Returned,North,Jaipur,Sales Rep C
S00419,O10419,2026-04-26,C0124,P0310,1,27872.55,0.05,26478.92,21185.62,5293.3,Store,Cash,Standard,Returned,South,Bengaluru,Sales Rep A
S00420,O10420,2025-05-12,C0006,P0351,5,11975.23,0.2,47900.92,50247.4,-2346.48,Online,Cash,Standard,Delivered,South,Coimbatore,Sales Rep D
S00421,O10421,2026-08-02,C0141,P0357,4,21966.95,0.15,74687.63,70772.52,3915.11,Partner,UPI,Express,Delivered,South,Hyderabad,Sales Rep D
S00422,O10422,2026-04-08,C0090,P0462,3,25996.84,0,77990.52,51509.22,26481.3,Online,Net Banking,Same Day,Delivered,West,Mumbai,Sales Rep D
S00423,O10423,2025-06-08,C0057,P0352,1,25682.36,0,25682.36,16460.37,9221.99,Store,Cash,Standard,Delivered,East,Bhubaneswar,Sales Rep D
S00424,O10424,2025-06-30,C0398,P0382,4,9629.32,0,38517.28,32679.64,5837.64,Store,Card,Standard,Delivered,South,Bengaluru,Sales Rep D
S00425,O10425,2026-04-01,C0118,P0366,6,3667.7,0,22006.2,17026.74,4979.46,Online,Card,Standard,Delivered,West,Pune,Sales Rep A
S00426,O10426,2026-01-11,C0225,P0255,6,36833.92,0.1,198903.17,146955.84,51947.33,Online,Net Banking,Same Day,Delivered,West,Mumbai,Sales Rep D
S00427,O10427,2025-10-13,C0243,P0018,4,13989.61,0.15,47564.67,43890.76,3673.91,Partner,Cash,Standard,Delivered,North,Delhi,Sales Rep A
S00428,O10428,2026-01-02,C0135,P0450,4,25062.6,0.1,90225.36,66057.04,24168.32,Partner,Card,Standard,Delivered,East,Kolkata,Sales Rep A
S00429,O10429,2026-08-08,C0083,P0045,2,11434.42,0.2,18295.07,18364.94,-69.87,Online,Cash,Same Day,Delivered,West,Mumbai,Sales Rep C
S00430,O10430,2025-07-09,C0245,P0035,5,20001.15,0.1,90005.18,69979.55,20025.63,Online,UPI,Standard,Delivered,South,Coimbatore,Sales Rep B
S00431,O10431,2026-02-05,C0154,P0069,1,4929.97,0.05,4683.47,3120.82,1562.65,Online,UPI,Standard,Delivered,North,Delhi,Sales Rep A
S00432,O10432,2025-05-21,C0156,P0451,3,16149.16,0,48447.48,36696.39,11751.09,Store,Card,Standard,Returned,West,Pune,Sales Rep D
S00433,O10433,2025-04-12,C0246,P0110,2,18946.1,0.1,34102.98,30577.44,3525.54,Partner,UPI,Standard,Delivered,South,Coimbatore,Sales Rep B
S00434,O10434,2025-03-11,C0441,P0390,4,34393.23,0.15,116936.98,92194.16,24742.82,Online,Card,Standard,Returned,West,Mumbai,Sales Rep C
S00435,O10435,2025-09-26,C0481,P0116,4,27990.48,0,111961.92,96668.12,15293.8,Store,UPI,Express,Returned,South,Bengaluru,Sales Rep A
S00436,O10436,2026-01-18,C0099,P0344,4,4590.83,0.1,16526.99,12486.08,4040.91,Partner,Card,Same Day,Delivered,North,Delhi,Sales Rep D
S00437,O10437,2026-06-06,C0315,P0487,4,27828.36,0.2,89050.75,68337.76,20712.99,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep D
S00438,O10438,2026-03-20,C0396,P0039,5,14186.99,0,70934.95,57762.1,13172.85,Store,UPI,Same Day,Delivered,North,Jaipur,Sales Rep B
S00439,O10439,2025-02-10,C0396,P0329,3,36797.65,0.05,104873.3,72727.11,32146.19,Store,Net Banking,Express,Delivered,North,Jaipur,Sales Rep C
S00440,O10440,2025-12-01,C0429,P0275,3,7039.26,0.1,19006.0,13259.19,5746.81,Partner,Cash,Express,Delivered,South,Hyderabad,Sales Rep D
S00441,O10441,2026-05-17,C0173,P0047,3,13118.34,0.15,33451.77,33886.59,-434.82,Partner,UPI,Express,Delivered,South,Bengaluru,Sales Rep C
S00442,O10442,2026-06-10,C0448,P0148,2,5939.89,0.05,11285.79,7533.62,3752.17,Store,Card,Same Day,Delivered,South,Chennai,Sales Rep C
S00443,O10443,2025-07-16,C0498,P0157,3,13054.92,0.15,33290.05,28126.53,5163.52,Partner,Cash,Express,Delivered,South,Hyderabad,Sales Rep D
S00444,O10444,2025-07-12,C0343,P0338,5,23660.52,0,118302.6,91033.45,27269.15,Partner,Net Banking,Standard,Delivered,South,Coimbatore,Sales Rep C
S00445,O10445,2026-04-19,C0105,P0409,5,25021.11,0.15,106339.72,95883.15,10456.57,Online,UPI,Same Day,Delivered,South,Bengaluru,Sales Rep B
S00446,O10446,2025-12-12,C0106,P0307,2,36267.29,0.2,58027.66,48904.6,9123.06,Store,Net Banking,Standard,Returned,South,Hyderabad,Sales Rep D
S00447,O10447,2026-08-05,C0368,P0139,4,3514.83,0.15,11950.42,11486.6,463.82,Store,Card,Express,Delivered,South,Coimbatore,Sales Rep C
S00448,O10448,2026-01-21,C0064,P0495,5,4403.18,0.1,19814.31,15101.85,4712.46,Online,UPI,Standard,Delivered,West,Pune,Sales Rep D
S00449,O10449,2026-07-18,C0233,P0479,5,8643.34,0.05,41055.86,35714.4,5341.46,Partner,Cash,Standard,Delivered,South,Chennai,Sales Rep A
S00450,O10450,2026-05-17,C0219,P0322,5,141.41,0,707.05,596.7,110.35,Store,Cash,Express,Delivered,South,Bengaluru,Sales Rep A
S00451,O10451,2025-05-06,C0072,P0093,3,6403.58,0,19210.74,14311.83,4898.91,Online,UPI,Express,Delivered,North,Jaipur,Sales Rep C
S00452,O10452,2025-04-09,C0066,P0402,6,33704.7,0.2,161782.56,123460.92,38321.64,Store,Card,Standard,Delivered,East,Bhubaneswar,Sales Rep A
S00453,O10453,2025-10-11,C0058,P0173,3,5174.15,0.1,13970.2,10294.35,3675.85,Online,Card,Standard,Delivered,North,Jaipur,Sales Rep C
S00454,O10454,2025-06-05,C0431,P0122,1,7669.29,0.15,6518.9,5217.51,1301.39,Partner,Net Banking,Standard,Delivered,East,Kolkata,Sales Rep D
S00455,O10455,2025-01-18,C0105,P0278,2,23210.59,0,46421.18,29432.32,16988.86,Partner,Net Banking,Express,Delivered,South,Bengaluru,Sales Rep A
S00456,O10456,2026-02-21,C0127,P0433,2,27005.02,0,54010.04,39804.8,14205.24,Store,Card,Standard,Delivered,North,Delhi,Sales Rep C
S00457,O10457,2025-09-02,C0055,P0002,6,21706.3,0.05,123725.91,93282.18,30443.73,Store,Cash,Express,Delivered,East,Kolkata,Sales Rep B
S00458,O10458,2025-03-25,C0052,P0434,4,412.33,0.2,1319.46,1330.8,-11.34,Store,Cash,Standard,Returned,South,Coimbatore,Sales Rep D
S00459,O10459,2025-10-06,C0012,P0278,2,23210.59,0.2,37136.94,29432.32,7704.62,Store,Cash,Same Day,Delivered,North,Delhi,Sales Rep C
S00460,O10460,2026-06-04,C0011,P0256,5,17571.25,0.1,79070.62,76254.85,2815.77,Store,Card,Express,Delivered,West,Pune,Sales Rep A
S00461,O10461,2026-01-22,C0308,P0429,2,30866.13,0.1,55559.03,42176.66,13382.37,Online,Card,Express,Delivered,South,Hyderabad,Sales Rep D
S00462,O10462,2025-10-25,C0141,P0128,2,15342.47,0.1,27616.45,22836.74,4779.71,Partner,Cash,Standard,Delivered,South,Hyderabad,Sales Rep A
S00463,O10463,2025-01-23,C0232,P0366,4,3667.7,0.15,12470.18,11351.16,1119.02,Store,Net Banking,Express,Delivered,South,Chennai,Sales Rep D
S00464,O10464,2026-04-02,C0224,P0371,4,15608.16,0,62432.64,42813.88,19618.76,Store,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep C
S00465,O10465,2025-09-24,C0188,P0467,4,274.31,0,1097.24,827.4,269.84,Online,Card,Same Day,Delivered,East,Bhubaneswar,Sales Rep A
S00466,O10466,2025-02-19,C0196,P0187,2,7282.43,0,14564.86,12025.76,2539.1,Partner,Card,Standard,Delivered,South,Hyderabad,Sales Rep C
S00467,O10467,2025-09-19,C0041,P0269,4,17636.78,0,70547.12,48305.88,22241.24,Store,Card,Express,Delivered,South,Hyderabad,Sales Rep B
S00468,O10468,2025-11-16,C0118,P0210,2,25209.52,0.15,42856.18,39009.9,3846.28,Online,Card,Standard,Delivered,West,Pune,Sales Rep B
S00469,O10469,2026-04-27,C0148,P0281,4,12959.41,0,51837.64,39783.32,12054.32,Online,UPI,Standard,Delivered,South,Coimbatore,Sales Rep A
S00470,O10470,2025-10-03,C0396,P0052,2,33173.24,0.15,56394.51,44875.22,11519.29,Online,Cash,Same Day,Delivered,North,Jaipur,Sales Rep B
S00471,O10471,2025-07-11,C0079,P0274,2,433.91,0,867.82,653.02,214.8,Store,Card,Express,Delivered,South,Coimbatore,Sales Rep A
S00472,O10472,2025-06-21,C0202,P0070,1,38371.54,0.1,34534.39,23352.58,11181.81,Online,Card,Standard,Delivered,West,Pune,Sales Rep C
S00473,O10473,2026-04-11,C0237,P0126,2,2339.85,0.2,3743.76,3691.64,52.12,Online,Card,Standard,Delivered,South,Chennai,Sales Rep A
S00474,O10474,2025-01-01,C0194,P0070,3,38371.54,0.1,103603.16,70057.74,33545.42,Partner,Cash,Same Day,Returned,East,Bhubaneswar,Sales Rep D
S00475,O10475,2026-04-23,C0456,P0269,6,17636.78,0.15,89947.58,72458.82,17488.76,Store,Cash,Express,Returned,East,Kolkata,Sales Rep B
S00476,O10476,2026-05-27,C0258,P0440,2,7788.68,0,15577.36,12386.66,3190.7,Online,UPI,Same Day,Delivered,South,Chennai,Sales Rep C
S00477,O10477,2026-02-27,C0060,P0310,4,27872.55,0.1,100341.18,84742.48,15598.7,Store,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep D
S00478,O10478,2025-01-17,C0102,P0385,2,12437.12,0.1,22386.82,15618.38,6768.44,Partner,Card,Express,Delivered,East,Kolkata,Sales Rep C
S00479,O10479,2025-05-26,C0203,P0126,1,2339.85,0,2339.85,1845.82,494.03,Store,Net Banking,Express,Returned,South,Coimbatore,Sales Rep D
S00480,O10480,2026-01-16,C0365,P0239,2,17532.4,0.1,31558.32,26024.22,5534.1,Online,Cash,Standard,Delivered,South,Hyderabad,Sales Rep B
S00481,O10481,2025-04-14,C0460,P0328,3,28033.15,0.05,79894.48,65206.83,14687.65,Online,Net Banking,Express,Returned,South,Hyderabad,Sales Rep D
S00482,O10482,2025-10-29,C0040,P0307,3,36267.29,0.15,92481.59,73356.9,19124.69,Partner,Cash,Standard,Returned,South,Coimbatore,Sales Rep A
S00483,O10483,2025-07-18,C0181,P0170,3,3014.15,0.15,7686.08,7686.36,-0.28,Online,UPI,Standard,Delivered,South,Hyderabad,Sales Rep C
S00484,O10484,2026-06-06,C0031,P0013,2,2182.41,0.2,3491.86,2842.66,649.2,Partner,Net Banking,Standard,Returned,South,Chennai,Sales Rep D
S00485,O10485,2026-04-17,C0172,P0409,3,25021.11,0.15,63803.83,57529.89,6273.94,Store,Net Banking,Express,Delivered,West,Pune,Sales Rep A
S00486,O10486,2026-05-15,C0453,P0225,4,6218.59,0.15,21143.21,21196.28,-53.07,Online,UPI,Standard,Returned,South,Chennai,Sales Rep C
S00487,O10487,2026-03-27,C0339,P0366,6,3667.7,0.2,17604.96,17026.74,578.22,Partner,Net Banking,Standard,Delivered,South,Bengaluru,Sales Rep B
S00488,O10488,2026-01-29,C0048,P0316,3,291.16,0.1,786.13,552.54,233.59,Online,UPI,Standard,Delivered,South,Hyderabad,Sales Rep A
S00489,O10489,2025-07-19,C0489,P0069,4,4929.97,0.15,16761.9,12483.28,4278.62,Online,Cash,Standard,Returned,South,Coimbatore,Sales Rep C
S00490,O10490,2025-01-01,C0470,P0108,1,33563.84,0,33563.84,22408.36,11155.48,Online,Net Banking,Same Day,Returned,East,Kolkata,Sales Rep A
S00491,O10491,2025-06-19,C0113,P0240,6,4890.0,0.1,26406.0,19487.58,6918.42,Online,UPI,Same Day,Returned,West,Mumbai,Sales Rep C
S00492,O10492,2026-01-17,C0316,P0373,4,5301.87,0.05,20147.11,18437.0,1710.11,Partner,Net Banking,Same Day,Delivered,South,Coimbatore,Sales Rep B
S00493,O10493,2026-06-17,C0342,P0350,6,26929.93,0.05,153500.6,128481.84,25018.76,Partner,Card,Standard,Delivered,East,Bhubaneswar,Sales Rep D
S00494,O10494,2025-12-03,C0248,P0140,5,8677.46,0.05,41217.93,36723.0,4494.93,Store,Cash,Standard,Delivered,North,Jaipur,Sales Rep C
S00495,O10495,2025-06-01,C0055,P0422,5,9912.28,0,49561.4,38022.3,11539.1,Online,Card,Express,Delivered,East,Kolkata,Sales Rep A
S00496,O10496,2026-06-02,C0358,P0278,3,23210.59,0.1,62668.59,44148.48,18520.11,Partner,Cash,Express,Delivered,South,Bengaluru,Sales Rep C
S00497,O10497,2025-06-16,C0042,P0125,5,9252.78,0.1,41637.51,31722.15,9915.36,Partner,UPI,Express,Delivered,East,Kolkata,Sales Rep D
S00498,O10498,2026-03-19,C0208,P0418,2,31275.92,0.1,56296.66,48174.14,8122.52,Store,UPI,Express,Delivered,South,Chennai,Sales Rep A
S00499,O10499,2026-05-14,C0158,P0121,4,11616.81,0.1,41820.52,37812.76,4007.76,Partner,Card,Express,Returned,South,Bengaluru,Sales Rep B
S00500,O10500,2025-06-18,C0147,P0125,3,9252.78,0,27758.34,19033.29,8725.05,Partner,Net Banking,Same Day,Returned,West,Pune,Sales Rep A
S00501,O10501,2025-03-26,C0052,P0043,6,18177.94,0,109067.64,71629.8,37437.84,Online,Cash,Express,Delivered,South,Coimbatore,Sales Rep B
S00502,O10502,2026-04-28,C0027,P0002,2,21706.3,0,43412.6,31094.06,12318.54,Online,Net Banking,Express,Delivered,South,Hyderabad,Sales Rep A
S00503,O10503,2025-11-14,C0021,P0085,3,13254.32,0,39762.96,34127.43,5635.53,Online,UPI,Standard,Delivered,East,Bhubaneswar,Sales Rep B
S00504,O10504,2026-02-05,C0405,P0088,4,27867.73,0,111470.92,74020.12,37450.8,Store,Net Banking,Same Day,Delivered,South,Hyderabad,Sales Rep C
S00505,O10505,2026-04-19,C0071,P0034,5,38506.75,0.05,182907.06,118097.6,64809.46,Online,UPI,Express,Delivered,East,Kolkata,Sales Rep C
S00506,O10506,2025-12-13,C0017,P0202,6,4406.82,0,26440.92,20204.58,6236.34,Partner,Cash,Express,Delivered,South,Bengaluru,Sales Rep C
S00507,O10507,2026-02-15,C0151,P0335,4,10720.72,0,42882.88,32182.0,10700.88,Store,Net Banking,Standard,Delivered,South,Coimbatore,Sales Rep D
S00508,O10508,2025-06-08,C0077,P0361,1,10442.76,0,10442.76,8884.03,1558.73,Online,UPI,Standard,Delivered,East,Kolkata,Sales Rep D
S00509,O10509,2025-03-17,C0065,P0077,3,7112.41,0.05,20270.37,16398.63,3871.74,Partner,Net Banking,Same Day,Delivered,North,Delhi,Sales Rep D
S00510,O10510,2025-05-06,C0223,P0210,6,25209.52,0.2,121005.7,117029.7,3976.0,Partner,Net Banking,Same Day,Delivered,East,Kolkata,Sales Rep D
S00511,O10511,2026-01-08,C0336,P0018,2,13989.61,0.1,25181.3,21945.38,3235.92,Online,Net Banking,Standard,Delivered,South,Hyderabad,Sales Rep A
S00512,O10512,2025-09-16,C0431,P0437,4,6556.82,0,26227.28,17560.6,8666.68,Store,Cash,Same Day,Returned,East,Kolkata,Sales Rep C
S00513,O10513,2025-12-01,C0231,P0069,6,4929.97,0.2,23663.86,18724.92,4938.94,Store,Net Banking,Same Day,Delivered,North,Jaipur,Sales Rep A
S00514,O10514,2025-06-18,C0446,P0402,3,33704.7,0.1,91002.69,61730.46,29272.23,Online,Cash,Express,Delivered,East,Bhubaneswar,Sales Rep A
S00515,O10515,2025-09-03,C0453,P0072,5,12011.03,0.15,51046.88,41990.5,9056.38,Store,Net Banking,Standard,Delivered,South,Chennai,Sales Rep D
S00516,O10516,2025-01-10,C0020,P0395,6,17665.43,0.05,100692.95,74806.74,25886.21,Partner,Net Banking,Same Day,Delivered,South,Chennai,Sales Rep C
S00517,O10517,2026-05-10,C0002,P0054,5,20171.98,0,100859.9,66807.0,34052.9,Online,Card,Express,Delivered,South,Chennai,Sales Rep D
S00518,O10518,2025-07-21,C0456,P0271,4,29300.87,0.2,93762.78,81976.24,11786.54,Online,Cash,Same Day,Delivered,East,Kolkata,Sales Rep D
S00519,O10519,2025-12-07,C0023,P0146,1,19493.32,0.1,17543.99,15468.65,2075.34,Partner,UPI,Express,Returned,South,Coimbatore,Sales Rep D
S00520,O10520,2026-08-09,C0469,P0453,2,23685.73,0.05,45002.89,37292.1,7710.79,Partner,Card,Express,Delivered,South,Hyderabad,Sales Rep C
S00521,O10521,2025-02-09,C0457,P0334,2,22513.12,0.2,36020.99,37271.74,-1250.75,Partner,Net Banking,Express,Delivered,South,Coimbatore,Sales Rep A
S00522,O10522,2025-02-11,C0272,P0118,2,5137.54,0.1,9247.57,8744.9,502.67,Online,Cash,Standard,Returned,South,Bengaluru,Sales Rep A
S00523,O10523,2025-10-08,C0491,P0039,5,14186.99,0.15,60294.71,57762.1,2532.61,Store,UPI,Same Day,Delivered,North,Jaipur,Sales Rep A
S00524,O10524,2025-08-07,C0255,P0298,5,2850.8,0.2,11403.2,9520.15,1883.05,Partner,Net Banking,Standard,Delivered,East,Kolkata,Sales Rep D
S00525,O10525,2025-12-03,C0288,P0372,2,18819.89,0.15,31993.81,25571.6,6422.21,Partner,Card,Standard,Returned,East,Kolkata,Sales Rep A
S00526,O10526,2025-09-09,C0169,P0332,4,26696.12,0,106784.48,72007.36,34777.12,Online,Card,Same Day,Delivered,East,Bhubaneswar,Sales Rep B
