order_id,customer_id,order_date,order_status,channel,currency,subtotal,discount_amount,tax_amount,shipping_cost,total_amount,promo_code,shipping_city,shipping_state,shipping_country,last_updated
O00007580,C005047,06/06/2026 10:05,Delivered,Store,USD,161995.00,55594.80,19152.04,0.00,125552.24,VIP15,Delhi,Texas,United Kingdom,2026-06-10 08:05:00
O00007581,C001413,2025-08-11 02:12:00,Pending,Mobile,INR,30042.00,5001.80,4507.24,0.00,29547.44,VIP15,Austin,Telangana,India,2025-08-15 18:12:00
O00007582,C000995,2025/01/18 21:22:00,Returned,Marketplace,INR,307438.00,82456.10,40496.74,-10.00,265478.64,NEW10,Bengaluru,Maharashtra,India,2025-01-28 13:22:00
O00007583,C000416,2025-03-21 07:32:00,Delivered,Web,INR,378644.00,0.00,68155.92,0.00,446799.92,,Austin,Karnataka,India,2025-03-27 14:32:00
O00007584,C000920,2026-02-14 19:04:00,Pending,Mobile,INR,179828.00,33609.60,26319.31,0.00,172537.71,APP5,London,Delhi,United Kingdom,2026-02-15 23:04:00
O00007585,C003337,2026-06-01 18:34:00,Delivered,Store,INR,352769.00,37795.80,56695.18,0.00,371668.38,,Austin,Delhi,India,2026-06-10 21:34:00
O00007586,C002039,2024-02-28 03:59:00,Placed,Mobile,INR,11694.00,1169.40,1894.43,0.00,12419.03,APP5,Hyderabad,Tamil Nadu,United States,2024-03-05 19:59:00
O00007587,C000275,2024-12-25 18:56:00,Delivered,Mobile,INR,13005.00,2601.00,1872.72,0.00,12276.72,FESTIVE20,Mumbai,Tamil Nadu,India,2024-12-29 11:56:00
O00007588,C000380,2024-01-29 06:57:00,Delivered,Store,INR,128885.00,6444.25,22039.34,0.00,144480.09,APP5,Hyderabad,Tamil Nadu,United States,2024-02-06 21:57:00
O00007589,C000206,2025-02-07 18:24:00,Shipped,Web,INR,11165.00,2633.95,1535.59,0.00,10066.64,VIP15,Delhi,Delhi,United Kingdom,2025-02-12 04:24:00
O00007590,C005465,05/22/2026 23:26,Delivered,Web,INR,80288.00,24086.40,10116.29,0.00,66317.89,NEW10,Mumbai,Maharashtra,United States,2026-05-29 08:26:00
O00007591,C003460,2025-03-23 23:28:00,Pending,Store,INR,23497.00,2499.35,3779.58,0.00,24777.23,APP5,Toronto,West Bengal,United Kingdom,2025-03-27 07:28:00
O00007592,C005823,2024-07-30 16:46:00,Processing,Mobile,INR,360792.00,36079.20,58448.30,0.00,383161.10,NEW10,Kochi,Delhi,India,2024-08-07 18:46:00
O00007593,C002988,2024-05-30 09:07:00,Delivered,Web,INR,49846.00,4367.10,8186.20,0.00,53665.10,,Mumbai,West Bengal,India,2024-06-09 00:07:00
O00007594,C001497,2024-05-12 22:31:00,Shipped,Web,INR,15577.00,2605.85,2334.81,0.00,15305.96,APP5,Seattle,Ontario,United Kingdom,2024-05-21 02:31:00
O00007595,C001688,2026-03-16 00:23:00,Delivered,mobile,INR,565151.00,120979.30,79950.91,0.00,524122.61,VIP15,Pune,Delhi,United States,2026-03-20 12:23:00
O00007596,C005131,2024-05-27 17:22:00,Delivered,Store,INR,28691.00,5738.20,18%,0.00,27084.30,NEW10,Bengaluru,West Bengal,India,2024-06-03 18:22:00
O00007597,C005166,2024-02-11 12:31:00,Shipped,Marketplace,INR,195486.00,37953.00,28355.94,0.00,185888.94,VIP15,Toronto,Tamil Nadu,United Kingdom,2024-02-15 21:31:00
O00007598,C003346,2024-06-15 06:07:00,Delivered,Marketplace,USD,10857.00,1831.95,1624.51,0.00,10649.56,NEW10,Toronto,Ontario,India,2024-06-15 09:07:00
O00007599,C001138,2026/05/13 10:45:00,UNKNOWN,Mobile,INR,509080.00,58400.50,81122.31,0.00,531801.81,NEW10,Seattle,Maharashtra,India,2026-05-18 19:45:00
O00007600,C002718,06/07/2025 15:30,Processing,Marketplace,INR,99355.00,24838.75,13412.92,0.00,87929.17,VIP15,Toronto,Washington,United Kingdom,2025-06-14 01:30:00
O00007601,C000828,2024-11-30 17:43:00,Pending,Store,INR,15500.00,2325.00,2371.50,0.00,15546.50,VIP15,Kolkata,Maharashtra,India,2024-12-07 08:43:00
O00007602,C001706,2024-04-04 17:26:00,Delivered,Marketplace,BTC,47954.00,15219.20,5892.26,0.00,38627.06,VIP15,Toronto,Ontario,India,2024-04-11 08:26:00
O00007603,C003763,2025-07-07 05:13:00,Placed,Store,INR,85497.00,4730.85,14537.91,0.00,95304.06,APP5,Toronto,Maharashtra,India,2025-07-11 23:13:00
O00007604,C004268,2024-07-27 21:50:00,Delivered,Store,INR,305446.00,50964.95,45806.59,0.00,300287.64,VIP15,Kochi,Maharashtra,India,2024-07-31 18:50:00
O00007605,C005846,2025-03-24 13:49:00,Cancelled,Mobile,INR,36015.00,6957.50,5230.35,0.00,34287.85,NEW10,Toronto,Karnataka,United Kingdom,2025-03-25 20:49:00
O00007606,C003924,2025-10-23 15:59:00,Shipped,Marketplace,INR,37465.00,9015.25,5120.96,0.00,33570.71,NEW10,Toronto,Telangana,India,2025-10-25 10:59:00
O00007607,C000225,2025-09-07 16:38:00,Cancelled,Mobile,INR,647512.00,155835.10,88501.84,0.00,580178.74,NEW10,Kochi,Ontario,United Kingdom,2025-09-08 01:38:00
O00007608,C003812,2026-02-27 19:29:00,Shipped,Marketplace,INR,306980.00,61396.00,44205.12,0.00,289789.12,FESTIVE20,Kochi,Texas,India,2026-03-02 22:29:00
O00007609,C004895,2025-12-02 12:36:00,Delivered,Mobile,INR,529936.00,120160.80,73759.54,0.00,483534.74,APP5,Bengaluru,Ontario,India,2025-12-11 14:36:00
O00007610,C000270,06/03/2026 15:54,Processing,Marketplace,INR,248689.00,9931.90,42976.28,0.00,281733.38,,Delhi,England,United Kingdom,2026-06-05 15:54:00
O00007611,C002943,2024-11-26 18:49:00,Delivered,Marketplace,INR,282182.00,56436.40,40634.21,0.00,266379.81,FESTIVE20,Hyderabad,Maharashtra,United States,2024-12-06 04:49:00
O00007612,C005881,2024-09-04 22:48:00,Cancelled,Store,INR,27315.00,0.00,4916.70,0.00,32231.70,,London,Delhi,United Kingdom,2024-09-06 19:48:00
O00007613,C002835,2024-10-04 01:45:00,Returned,Web,INR,150622.00,15080.80,24397.42,0.00,159938.62,NEW10,Bengaluru,Maharashtra,India,2024-10-05 03:45:00
O00007614,C004658,2026-02-15 13:01:00,Cancelled,Store,INR,501481.00,117866.35,69050.64,0.00,452665.29,VIP15,Kochi,Kerala,India,2026-02-19 23:01:00
O00007615,C001356,2025-02-03 20:40:00,Shipped,Store,INR,477806.00,66941.80,73955.56,0.00,484819.76,,Mumbai,Maharashtra,United States,2025-02-04 04:40:00
O00007616,C000664,2024/07/04 01:39:00,Processing,Mobile,INR,187487.00,27796.35,28744.32,0.00,188434.97,APP5,Mumbai,Kerala,India,2024-07-12 03:39:00
O00007617,C005758,2025-03-30 21:51:00,Delivered,Web,INR,37079.00,7813.05,5267.87,0.00,34533.82,VIP15,Chennai,Washington,India,2025-04-05 23:51:00
O00007618,C002707,2025-10-10 08:21:00,Delivered,Web,INR,233160.00,34735.00,35716.50,0.00,234141.50,,Kolkata,Delhi,India,2025-10-14 14:21:00
O00007619,C003766,2026-05-04 17:55:00,Pending,Web,INR,36760.00,9190.00,4962.60,0.00,32532.60,VIP15,Kolkata,Maharashtra,India,2026-05-14 01:55:00
O00007620,C002858,11/21/2025 10:33,Delivered,Store,INR,63285.00,14946.75,8700.88,0.00,57039.13,VIP15,Mumbai,Tamil Nadu,United States,2025-11-30 13:33:00
O00007621,C001665,2024-01-22 20:41:00,Delivered,Web,USD,259613.00,62049.60,35561.41,0.00,233124.81,FESTIVE20,Hyderabad,England,India,2024-01-30 17:41:00
O00007622,C002813,2024-08-06 18:56:00,Delivered,Web,INR,161020.00,1738.50,28670.67,0.00,187952.17,,Kolkata,Karnataka,United States,2024-08-08 09:56:00
O00007623,C000862,2025-12-16 06:10:00,Returned,Web,INR,390468.00,68465.80,57960.40,0.00,379962.60,NEW10,Seattle,Karnataka,India,2025-12-17 01:10:00
O00007624,C002210,2025-01-10 08:29:00,Shipped,Store,INR,553689.00,98947.30,81853.51,0.00,536595.21,NEW10,Seattle,Delhi,India,2025-01-18 23:29:00
O00007625,C002393,2025-03-03 06:48:00,Delivered,Web,USD,101270.00,30381.00,12760.02,0.00,83649.02,NEW10,Pune,Maharashtra,United Kingdom,2025-03-08 04:48:00
O00007626,C005079,2024-12-24 23:42:00,Delivered,mobile,INR,86944.00,21125.00,11847.42,0.00,77666.42,VIP15,Mumbai,Telangana,India,2024-12-30 04:42:00
O00007627,C003937,2024-08-31 23:20:00,in-transit,Marketplace,INR,185381.00,9862.30,31593.37,0.00,207112.07,APP5,Seattle,Tamil Nadu,India,invalid_timestamp
O00007628,C003541,2024-12-24 06:56:00,Delivered,Store,INR,206652.00,50906.80,28034.14,0.00,183779.34,VIP15,Austin,Karnataka,United Kingdom,2024-12-31 09:56:00
O00007629,C004449,2025-03-28 02:39:00,Processing,Store,INR,105223.00,5261.15,17993.13,0.00,117954.98,APP5,Chennai,Delhi,United Kingdom,2025-03-31 10:39:00
O00007630,C000686,04/11/2026 05:38,Cancelled,Store,INR,135385.00,32659.50,18490.59,0.00,121216.09,NEW10,Mumbai,Telangana,United States,2026-04-15 02:38:00
O00007631,C002657,2025-09-26 06:42:00,Placed,Marketplace,INR,230915.00,49764.75,32607.04,0.00,213757.29,NEW10,Hyderabad,Ontario,United States,2025-10-02 02:42:00
O00007632,C001910,2026-01-30 03:48:00,Delivered,Web,INR,65763.00,13152.60,9469.87,0.00,62080.27,FESTIVE20,Mumbai,Delhi,United States,2026-02-02 00:48:00
O00007633,C004237,2026/04/08 06:33:00,Processing,Marketplace,INR,237509.00,29350.25,37468.58,0.00,245627.33,NEW10,Toronto,Ontario,India,2026-04-12 16:33:00
O00007634,C005163,2024-09-19 20:38:00,Delivered,Mobile,INR,230802.00,30918.60,35979.01,0.00,235862.41,,Bengaluru,Tamil Nadu,United States,2024-09-20 09:38:00
O00007635,C002323,2025-09-12 22:36:00,Delivered,Mobile,INR,15165.00,3791.25,2047.28,0.00,13421.03,FESTIVE20,Austin,Karnataka,India,2025-09-18 23:36:00
O00007636,C907636,2024-09-02 21:05:00,Delivered,Marketplace,INR,473916.00,116178.40,64392.77,0.00,422130.37,FESTIVE20,Kochi,Washington,United States,2024-09-11 22:05:00
O00007637,C002693,2025-04-24 16:20:00,Delivered,Store,INR,14977.00,1936.05,2347.37,0.00,15388.32,APP5,Bengaluru,England,United States,2025-04-26 21:20:00
O00007638,C001897,2025-06-10 00:27:00,complete,Store,INR,56668.00,5192.00,9265.68,0.00,60741.68,APP5,Mumbai,Maharashtra,India,2025-06-14 21:27:00
O00007639,C000536,2026-01-26 00:51:00,Delivered,Store,INR,405055.00,111261.50,52882.83,0.00,346676.33,NEW10,Kochi,Tamil Nadu,United Kingdom,2026-01-28 11:51:00
O00007640,C000378,05/07/2024 19:49,Shipped,Web,INR,not_available,43203.90,69129.02,0.00,453179.12,,Hyderabad,West Bengal,United Kingdom,2024-05-16 18:49:00
O00007641,C002462,2024-05-01 09:41:00,Shipped,Store,INR,1178.00,294.50,159.03,79.00,1121.53,FESTIVE20,Kolkata,West Bengal,India,2024-05-08 02:41:00
O00007642,C003957,2025-01-29 20:04:00,Delivered,Marketplace,INR,315151.00,113821.70,36239.27,0.00,237568.57,FESTIVE20,Delhi,Kerala,United States,2025-01-31 18:04:00
O00007643,C004865,2025-01-03 08:14:00,Processing,Web,INR,123750.00,37125.00,15592.50,0.00,102217.50,VIP15,Delhi,Delhi,United States,2025-01-05 18:14:00
O00007644,C002003,2024-12-23 20:49:00,Delivered,Store,INR,51273.00,17890.95,6008.77,0.00,39390.82,VIP15,Bengaluru,Karnataka,India,2025-01-01 15:49:00
O00007645,C000400,2025-05-06 03:23:00,Delivered,Marketplace,INR,47631.00,9526.20,6858.86,0.00,44963.66,FESTIVE20,Pune,England,India,2025-05-07 21:23:00
O00007646,C004977,2026-04-29 12:01:00,Pending,Web,INR,8904.00,0.00,1602.72,0.00,10506.72,,London,West Bengal,United Kingdom,2026-04-30 10:01:00
O00007647,C002580,2025-06-24 17:31:00,Shipped,Mobile,INR,258765.00,64691.25,34933.28,0.00,229007.03,APP5,Toronto,Maharashtra,India,2025-07-03 22:31:00
O00007648,,2025-10-03 09:39:00,Delivered,Store,INR,541412.00,37952.60,90622.69,0.00,594082.09,APP5,Delhi,Tamil Nadu,United Kingdom,2025-10-08 07:39:00
O00007649,C000302,2025-10-19 05:49:00,Shipped,Web,INR,224724.00,45863.25,32194.94,0.00,211055.69,FESTIVE20,Hyderabad,England,United Kingdom,2025-10-21 15:49:00
O00007650,C000100,03/05/2024 15:53,Delivered,Marketplace,INR,6364.00,318.20,1088.24,0.00,7134.04,APP5,Mumbai,Tamil Nadu,India,2024-03-11 06:53:00
O00007651,C003356,2026-01-10 01:55:00,Delivered,Web,INR,224943.00,67482.90,28342.82,0.00,185802.92,VIP15,Kochi,Karnataka,India,2026-01-13 12:55:00
O00007652,C003032,2025-10-17 01:26:00,Returned,Mobile,INR,206211.00,54091.10,27381.58,0.00,179501.48,FESTIVE20,Mumbai,Telangana,United Kingdom,2025-10-21 00:26:00
O00007653,C004132,2024-06-06 13:20:00,Shipped,Mobile,INR,287608.00,57521.60,41415.55,0.00,271501.95,FESTIVE20,Mumbai,Tamil Nadu,India,2024-06-13 03:20:00
O00007654,C000205,2024-12-20 15:01:00,Delivered,Marketplace,INR,45652.00,44.10,8209.42,0.00,53817.32,,Hyderabad,England,United States,2024-12-29 06:01:00
O00007655,C001659,2024-04-27 19:01:00,Shipped,Mobile,INR,49121.00,10425.45,6965.20,0.00,45660.75,VIP15,Kochi,Delhi,India,2024-04-29 02:01:00
O00007656,C001230,2025-01-24 09:30:00,Delivered,Marketplace,INR,120400.00,19094.40,18235.01,0.00,119540.61,VIP15,Delhi,Tamil Nadu,India,2025-01-27 10:30:00
O00007657,C000592,2026-03-12 09:21:00,Cancelled,marketplace,EUR,444414.00,139009.80,54972.76,0.00,360376.96,FESTIVE20,Kochi,Karnataka,United States,2026-03-15 14:21:00
O00007658,C000066,2024-10-06 17:21:00,Placed,Marketplace,INR,133085.00,12067.95,21783.07,0.00,142800.12,,Kochi,Washington,India,2024-10-08 14:21:00
O00007659,C000983,2026-02-13 22:21:00,Shipped,Web,INR,237374.00,11868.70,40590.95,0.00,266096.25,APP5,Kochi,Washington,India,2026-02-17 01:21:00
O00007660,C001980,08/19/2025 00:54,Processing,Store,INR,9843.00,0.00,1771.74,0.00,11614.74,,Mumbai,Kerala,United States,2025-08-26 14:54:00
O00007661,C002161,2024-06-16 09:09:00,Processing,social-media,INR,249160.00,12458.00,42606.36,0.00,279308.36,APP5,Kolkata,Karnataka,United States,2024-06-20 18:09:00
O00007662,C002299,2025-11-04 22:50:00,Cancelled,Marketplace,INR,255275.00,48916.65,37144.50,0.00,243502.85,,Hyderabad,Ontario,United Kingdom,2025-11-11 00:50:00
O00007663,C002680,2024-07-15 08:10:00,Returned,Mobile,INR,324811.00,31169.60,52855.45,0.00,346496.85,,Toronto,Kerala,United Kingdom,2024-07-23 19:10:00
O00007664,C002470,2026-01-22 13:27:00,Returned,Mobile,INR,223163.00,0.00,40169.34,0.00,263332.34,,Delhi,Telangana,India,2026-01-29 14:27:00
O00007665,C001665,2026-04-22 10:54:00,Pending,Mobile,INR,242012.00,24201.20,39205.94,0.00,257016.74,NEW10,Delhi,Delhi,India,2026-04-24 06:54:00
O00007666,C003400,2025-12-12 13:03:00,Placed,Store,INR,510949.00,122805.10,69865.90,0.00,458009.80,NEW10,Kolkata,Telangana,India,2025-12-13 23:03:00
O00007667,C003804,2024/04/28 10:31:00,Delivered,Mobile,INR,35962.00,6688.45,5269.24,0.00,34542.79,NEW10,Delhi,Maharashtra,India,2024-05-03 19:31:00
O00007668,C002077,2025-05-15 23:57:00,Delivered,Web,INR,34782.00,8695.50,4695.57,0.00,30782.07,APP5,Pune,Maharashtra,India,2025-05-25 22:57:00
O00007669,C005087,2024-11-06 10:15:00,Delivered,Marketplace,USD,302603.00,72314.55,41451.92,0.00,271740.37,FESTIVE20,London,Tamil Nadu,United States,2024-11-10 13:15:00
O00007670,C004733,03/14/2025 05:18,Delivered,Store,INR,6707.00,1922.80,861.16,0.00,5645.36,FESTIVE20,Seattle,West Bengal,United States,2025-03-19 22:18:00
O00007671,C001574,2024-05-25 01:40:00,Delivered,Mobile,INR,119381.00,7955.90,20056.52,0.00,131481.62,,Mumbai,Maharashtra,United Kingdom,2024-06-03 07:40:00
O00007672,C000147,2025-13-40,Shipped,Mobile,INR,179391.00,35878.20,25832.30,0.00,169345.10,FESTIVE20,Delhi,Kerala,United States,2025-01-25 22:15:00
O00007673,C002093,2024-11-08 06:07:00,Delivered,Web,INR,234914.00,0.00,42284.52,0.00,277198.52,,Kolkata,Delhi,United States,2024-11-17 15:07:00
O00007674,C005457,2024-03-14 00:14:00,Delivered,Mobile,USD,16284.00,814.20,2784.56,0.00,18254.36,APP5,Hyderabad,Karnataka,India,2024-03-19 13:14:00
O00007675,C005175,2025-10-09 01:45:00,Delivered,Mobile,INR,67976.00,6797.60,11012.11,0.00,72190.51,NEW10,Austin,Washington,India,2025-10-17 20:45:00
O00007676,C002739,2026-04-01 13:01:00,complete,Store,INR,384592.00,38678.40,62264.45,0.00,408178.05,NEW10,London,Maharashtra,United States,2026-04-09 12:01:00
O00007677,C003072,2024-12-09 08:12:00,Shipped,Web,USD,624674.00,31440.10,106782.10,0.00,700016.00,APP5,Pune,Maharashtra,United States,2024-12-13 04:12:00
O00007678,C005453,2025-02-09 09:03:00,Shipped,Store,INR,9340.00,3269.00,1092.78,0.00,7163.78,VIP15,Delhi,Tamil Nadu,India,2025-02-11 14:03:00
O00007679,C001434,2026-06-16 15:41:00,Delivered,Marketplace,INR,284555.00,56911.00,40975.92,0.00,268619.92,FESTIVE20,London,West Bengal,India,2026-06-23 05:41:00
O00007680,C002713,02/10/2025 04:17,Shipped,Marketplace,INR,134044.00,22125.80,20145.28,0.00,132063.48,VIP15,Mumbai,England,United States,2025-02-10 22:17:00
O00007681,C001229,2024-05-23 06:40:00,Delivered,Web,INR,663629.00,36785.05,112831.91,0.00,739675.86,APP5,Pune,Kerala,United Kingdom,2024-05-26 10:40:00
O00007682,C000448,2024-02-21 16:12:00,Delivered,Mobile,INR,29026.00,5076.65,4310.88,0.00,28260.23,NEW10,Toronto,Maharashtra,India,2024-03-01 10:12:00
O00007683,C004647,2024-03-19 23:48:00,Shipped,Store,INR,480378.00,-50.00,75004.19,0.00,491694.14,NEW10,Kolkata,England,India,2024-03-23 13:48:00
O00007684,C004123,2025/04/24 18:18:00,Delivered,Marketplace,INR,263465.00,54567.20,37601.60,0.00,246499.40,VIP15,Chennai,Karnataka,India,2025-04-25 05:18:00
O00007685,C001845,2024-10-28 01:56:00,Delivered,Mobile,INR,333717.00,27008.10,55207.60,0.00,361916.50,APP5,Delhi,Telangana,United Kingdom,2024-11-06 05:56:00
O00007686,C000832,2026-06-25 19:31:00,Delivered,Store,INR,362035.00,0.00,65166.30,0.00,427201.30,,Seattle,Kerala,United Kingdom,2026-07-02 16:31:00
O00007687,C000074,2025-11-12 15:58:00,Pending,Web,INR,579173.00,176143.30,72545.35,0.00,475575.05,FESTIVE20,Seattle,Washington,India,2025-11-15 16:58:00
O00007688,C004992,2024-09-25 00:16:00,Processing,mobile,INR,25027.00,2502.70,4054.37,0.00,26578.67,NEW10,Seattle,England,India,2024-09-29 02:16:00
O00007689,C004523,2026-02-18 19:12:00,Processing,Mobile,INR,182346.00,45586.50,24616.71,0.00,161376.21,NEW10,London,England,India,2026-02-21 19:12:00
O00007690,C002603,05/21/2026 13:40,Delivered,Marketplace,INR,206991.00,38316.15,30361.47,0.00,199036.32,VIP15,Toronto,Ontario,India,2026-05-26 02:40:00
O00007691,C003982,2025-06-18 09:51:00,Delivered,Mobile,INR,223560.00,49293.90,31367.90,0.00,205634.00,FESTIVE20,Hyderabad,Delhi,India,2025-06-23 03:51:00
O00007692,C001374,2025-03-31 14:12:00,Delivered,Mobile,INR,266.00,13.30,45.49,79.00,377.19,APP5,Mumbai,Maharashtra,India,2025-04-01 22:12:00
O00007693,C005247,2024-01-06 04:07:00,Shipped,Mobile,INR,21666.00,7259.10,2593.24,0.00,17000.14,FESTIVE20,Kolkata,Washington,India,2024-01-07 16:07:00
O00007694,C005204,2024-02-26 10:11:00,Processing,Web,INR,49632.00,9926.40,7147.01,0.00,46852.61,FESTIVE20,Chennai,Texas,India,2024-02-27 13:11:00
O00007695,C003739,2024-12-22 13:30:00,complete,Mobile,INR,625925.00,171380.25,81818.06,0.00,536362.81,VIP15,Kochi,England,United Kingdom,2024-12-26 17:30:00
O00007696,C004916,2025-08-10 11:57:00,Shipped,Mobile,INR,21015.00,1488.25,3514.82,0.00,23041.57,APP5,Bengaluru,Karnataka,India,2025-08-11 22:57:00
O00007697,C003961,2025-12-23 18:06:00,Delivered,Web,INR,306002.00,120824.75,33331.90,0.00,218509.15,FESTIVE20,London,Karnataka,United Kingdom,2026-01-02 00:06:00
O00007698,C000259,2026-03-10 03:09:00,Processing,Mobile,INR,91553.00,4854.15,15605.79,0.00,102304.64,APP5,Chennai,Telangana,United Kingdom,2026-03-11 21:09:00
O00007699,C004155,2025-05-30 20:45:00,Delivered,Mobile,INR,521565.00,124118.85,71540.31,0.00,468986.46,APP5,Hyderabad,Delhi,United Kingdom,2025-06-02 23:45:00
O00007700,C004523,03/09/2024 15:48,Cancelled,Marketplace,INR,37337.00,5757.60,5684.29,0.00,37263.69,,Hyderabad,Texas,India,2024-03-11 07:48:00
O00007701,C003241,2025/06/20 10:44:00,Processing,Mobile,INR,120992.00,18148.80,18511.78,0.00,121354.98,VIP15,Kolkata,West Bengal,India,2025-06-22 00:44:00
O00007702,C000304,2025-06-30 17:43:00,Delivered,Store,INR,260660.00,5926.80,45851.98,0.00,300585.18,,Delhi,Kerala,India,2025-07-01 06:43:00
O00007703,C002388,2025-12-10 11:27:00,Delivered,Web,INR,26743.00,5836.65,3763.14,0.00,24669.49,NEW10,Chennai,Karnataka,United States,2025-12-14 06:27:00
O00007704,C001916,2025-11-19 02:05:00,Delivered,Marketplace,INR,53565.00,5037.75,8734.90,0.00,57262.15,APP5,Pune,Tamil Nadu,India,2025-11-26 17:05:00
O00007705,C004964,2025-04-24 07:19:00,Shipped,Store,EUR,399354.00,49577.00,62959.86,0.00,412736.86,APP5,Mumbai,Tamil Nadu,India,2025-04-27 17:19:00
O00007706,C003136,2024-04-19 20:24:00,Delivered,Mobile,INR,21646.00,5718.60,2866.93,0.00,18794.33,NEW10,Bengaluru,England,United States,2024-04-26 01:24:00
O00007707,C000212,2024-08-30 18:26:00,Delivered,Marketplace,INR,310024.00,70372.00,43137.36,0.00,282789.36,VIP15,Kochi,Telangana,India,2024-08-31 04:26:00
O00007708,C004668,2024-04-30 18:21:00,Shipped,Web,INR,50464.00,15139.20,6358.46,0.00,41683.26,VIP15,Chennai,Texas,United Kingdom,2024-05-08 07:21:00
O00007709,C004406,2024-11-09 13:53:00,Delivered,Marketplace,INR,220559.00,55306.95,29745.37,0.00,194997.42,FESTIVE20,Austin,Tamil Nadu,India,2024-11-18 19:53:00
O00007710,C002730,09/30/2024 12:18,Shipped,Store,INR,5386.00,807.90,824.06,0.00,5402.16,VIP15,London,Delhi,India,2024-10-01 19:18:00
O00007711,C001739,2025-09-30 17:41:00,Cancelled,Marketplace,INR,35075.00,0.00,6313.50,0.00,41388.50,,Chennai,Delhi,United States,2025-10-01 20:41:00
O00007712,C003158,2024-05-07 10:04:00,Cancelled,Web,INR,43522.00,8405.50,6320.97,0.00,41437.47,VIP15,Delhi,Washington,United Kingdom,2024-05-11 14:04:00
O00007713,C000190,2025-05-20 09:41:00,Shipped,Mobile,USD,23758.00,1187.90,4062.62,0.00,26632.72,APP5,Austin,England,United Kingdom,2025-05-30 04:41:00
O00007714,C002464,2025-03-11 21:23:00,complete,Mobile,INR,140666.00,28133.20,20255.90,0.00,132788.70,,Mumbai,Texas,India,2025-03-12 21:23:00
O00007715,C003599,2025-05-11 00:59:00,Delivered,Web,INR,337116.00,84279.00,45510.66,0.00,298347.66,APP5,Kochi,Maharashtra,India,2025-05-13 03:59:00
O00007716,C000643,2026-06-25 00:19:00,Delivered,Web,INR,350665.00,122732.75,41027.80,0.00,268960.05,VIP15,Chennai,England,United States,2026-06-29 08:19:00
O00007717,C005610,2024-10-02 02:55:00,Cancelled,Marketplace,INR,44874.00,4304.80,7302.46,0.00,47871.66,,Bengaluru,Tamil Nadu,India,2024-10-10 14:55:00
O00007718,C000401,2025/04/19 02:33:00,Shipped,Mobile,INR,10766.00,3289.40,1345.79,0.00,8945.84,FESTIVE20,Chennai,England,United Kingdom,2025-04-22 07:33:00
O00007719,C907719,2025-05-02 15:42:00,Delivered,store,INR,119641.00,39396.20,14444.06,0.00,94688.86,VIP15,Hyderabad,Washington,India,2025-05-09 17:42:00
O00007720,C004238,12/19/2025 18:20,Shipped,Marketplace,USD,18780.00,1878.00,3042.36,0.00,19944.36,NEW10,Pune,Tamil Nadu,India,2025-12-23 18:20:00
O00007721,C001783,2025-09-05 17:39:00,Delivered,Web,INR,393699.00,86828.70,55236.65,0.00,362106.95,NEW10,Seattle,Telangana,United Kingdom,2025-09-15 15:39:00
O00007722,C005467,2024-02-25 08:54:00,Pending,Web,INR,62395.00,17304.05,8116.37,0.00,53207.32,VIP15,Mumbai,Delhi,India,2024-02-28 10:54:00
O00007723,C004181,2024-09-15 16:48:00,Delivered,Mobile,INR,23751.00,2746.40,3780.83,0.00,24785.43,,Toronto,Tamil Nadu,United States,2024-09-21 19:48:00
O00007724,C005484,2025-05-31 15:00:00,Processing,Marketplace,EUR,221870.00,44401.00,31944.42,0.00,209413.42,APP5,London,Kerala,United Kingdom,2025-06-05 06:00:00
O00007725,C002886,2024-02-20 04:27:00,Delivered,Mobile,INR,209239.00,49535.35,28746.66,0.00,188450.31,NEW10,Seattle,Delhi,United Kingdom,2024-02-25 10:27:00
O00007726,C004017,2026-06-21 13:32:00,Placed,Web,INR,8180.00,1706.10,1165.30,0.00,7639.20,VIP15,Seattle,West Bengal,India,2026-06-23 02:32:00
O00007727,C002027,2024-09-14 15:11:00,Shipped,Marketplace,INR,211073.00,36694.30,31388.17,0.00,205766.87,VIP15,Pune,Ontario,United Kingdom,2024-09-23 00:11:00
O00007728,C001199,2024-04-03 03:31:00,Shipped,Web,INR,261781.00,52356.20,37696.46,0.00,247121.26,FESTIVE20,Bengaluru,Karnataka,United States,2024-04-08 14:31:00
O00007729,C003309,2026-01-07 13:45:00,Shipped,Mobile,INR,117788.00,12147.60,19015.27,0.00,124655.67,,Kolkata,Delhi,United Kingdom,2026-01-13 18:45:00
O00007730,C000133,07/06/2024 14:24,Cancelled,Marketplace,INR,17980.00,2697.00,2750.94,0.00,18033.94,APP5,Mumbai,Telangana,United States,2024-07-08 10:24:00
O00007731,C003086,2024-12-21 04:57:00,Delivered,Marketplace,INR,391109.00,136608.25,45810.14,0.00,300310.89,FESTIVE20,Bengaluru,England,United Kingdom,2024-12-24 06:57:00
O00007732,C000640,2025-08-03 15:20:00,Delivered,Store,INR,138195.00,27639.00,19900.08,0.00,130456.08,FESTIVE20,London,Maharashtra,India,2025-08-09 13:20:00
O00007733,C001283,2025-04-23 06:57:00,Processing,Web,INR,118570.00,5928.50,20275.47,0.00,132916.97,APP5,Seattle,Kerala,India,2025-04-29 03:57:00
O00007734,C003431,2026-01-18 10:12:00,Delivered,Marketplace,INR,23857.00,2158.10,3905.80,0.00,25604.70,,Hyderabad,Delhi,United States,2026-01-20 15:12:00
