return_id,order_id,product_id,return_date,return_reason,return_status,refund_amount
RET0000737,O00015330,P00563,2026-06-10,Changed Mind,Refunded,171918.83
RET0000738,O00016982,P00866,2024-07-25,Quality Issue,Approved,26091.63
RET0000739,O00018751,P00024,2025-01-27,Wrong Item,Approved,6473.96
RET0000740,O00016848,P00716,2025-05-20,Late Delivery,Approved,268060.70
RET0000741,O00015386,P00161,2025-12-02,Wrong Item,Approved,65840.25
RET0000742,O00004020,P00727,2026-01-20,Not as Described,Requested,38007.32
RET0000743,O00022005,P00540,2024-09-14,Size Issue,Refunded,104087.45
RET0000744,O00008883,P00193,2025-05-24,Wrong Item,Rejected,54268.41
RET0000745,O00007011,P00535,2025-10-05,Late Delivery,Refunded,59901.08
RET0000746,O00001476,P01171,2025-06-10,Size Issue,Requested,11447.40
RET0000747,O00015242,P01120,2024-04-29,Quality Issue,Rejected,112887.90
RET0000748,O00013112,P01002,2025-02-10,Not as Described,Refunded,1705.67
RET0000749,O00019787,P00021,2026-02-16,Damaged,Rejected,14097.43
RET0000750,O00014756,P00068,2026-02-06,Size Issue,Requested,11453.52
RET0000751,O00013451,P01075,2025-07-01,Size Issue,Requested,91077.14
RET0000752,O00020784,P00404,2026-03-08,Size Issue,Approved,30503.10
RET0000753,O00019065,P00850,2024-07-28,Not as Described,Refunded,19458.25
RET0000754,O00010584,P00486,2026-08-01,Late Delivery,Rejected,128111.40
RET0000755,O00008610,P01090,2025-08-18,Damaged,Requested,2681.42
RET0000756,O00002071,P00766,2025-02-08,Damaged,Refunded,28234.21
RET0000757,O00006226,P00555,2025-04-20,Wrong Item,Refunded,34303.21
RET0000758,O00011727,P00928,2024-09-09,Wrong Item,Rejected,35628.17
RET0000759,O00001045,P00582,2024-07-10,Size Issue,Requested,7269.68
RET0000760,O00023614,P00925,2024-02-14,Damaged,Approved,104797.49
RET0000761,O00017069,P00108,2025-08-02,Size Issue,Approved,1075.21
RET0000762,O00024776,P00765,2025-05-15,Damaged,Approved,30571.62
RET0000763,O00014404,P00755,2024-12-27,Changed Mind,Rejected,21834.40
RET0000764,O00002563,P01125,2026-03-16,Size Issue,Requested,248.55
RET0000765,O00014296,P00155,2025-07-06,Damaged,Requested,41996.57
RET0000766,O00003203,P00825,2025-06-30,Damaged,Approved,154994.05
RET0000767,O00023536,P01122,2026-02-25,Not as Described,Approved,23195.26
RET0000768,O00001159,P00087,2025-08-09,Size Issue,Refunded,1667.78
RET0000769,O00008760,P00243,2026-07-09,Not as Described,Refunded,18730.90
RET0000770,O00003666,P00515,2024-07-21,Damaged,Requested,39947.14
RET0000771,O00022979,P01168,2024-04-23,Late Delivery,Approved,67068.81
RET0000772,O00023640,P01074,2025-07-21,Changed Mind,UNKNOWN,440286.15
RET0000773,O00010037,P00372,2025-10-15,Size Issue,Refunded,87581.26
RET0000774,O00000049,P00669,2026-05-07,Size Issue,Rejected,21275.71
RET0000775,O00020858,P00020,2025-01-23,Quality Issue,Refunded,3942.97
RET0000776,O00007155,P00284,2024-06-16,,Refunded,36859.51
RET0000777,O00018391,P00213,2026-03-23,Size Issue,Approved,25164.07
RET0000778,O00020075,P00502,2024-04-06,Size Issue,Approved,55801.57
RET0000779,O00024668,P00487,2026-05-29,Changed Mind,Rejected,12118.68
RET0000780,O00010213,P00542,2025-03-13,Changed Mind,Refunded,98785.64
RET0000781,O00024131,P00084,2024-08-08,Size Issue,Refunded,77476.16
RET0000782,O00005034,P00385,2024-05-14,Wrong Item,Approved,262072.04
RET0000783,O00020741,P00537,2024-04-10,Damaged,Requested,37677.30
RET0000784,O00005976,P01019,2025-02-10,Damaged,Refunded,17542.77
RET0000785,O00011573,P00436,2025-07-20,Damaged,Approved,37145.96
RET0000786,O00007674,P00966,2024-03-11,Size Issue,Rejected,7333.78
RET0000787,O00002746,P00128,2024-05-24,Damaged,Refunded,17215.86
RET0000788,O00021441,P00190,2024-03-30,Damaged,Requested,208164.39
RET0000789,O00011319,P00945,2024-04-17,Wrong Item,Requested,57829.28
RET0000790,O00010312,P00774,2025-09-05,Damaged,Approved,132299.35
RET0000791,O00011748,P00099,2026-02-09,Wrong Item,Requested,218778.46
RET0000792,O00023340,P00196,2026-05-20,Quality Issue,Rejected,69945.52
RET0000793,O00006147,P00148,2025-03-29,Changed Mind,Rejected,190507.12
RET0000794,O00004052,P00085,2024-10-02,Size Issue,Requested,8456.85
RET0000795,O00006049,P00061,2024-06-01,Wrong Item,Requested,21771.69
RET0000796,O00024589,P00733,2026-02-20,Wrong Item,Requested,3418.26
RET0000797,O00007051,P00197,2026-03-16,Size Issue,Approved,59619.52
RET0000798,O00011226,P01151,2025-03-29,Damaged,Approved,9274.53
RET0000799,O00015661,P00130,2024-05-04,Damaged,Refunded,73871.92
RET0000800,O00000772,P00869,2025-03-29,Damaged,Requested,35189.97
RET0000801,O00013444,P00021,2024-11-01,Late Delivery,Approved,144637.09
RET0000802,O00021979,P00824,2024-07-20,Size Issue,Refunded,86318.08
RET0000803,O00022369,P01117,2024-05-01,Late Delivery,Approved,65352.72
RET0000804,O00024013,P00249,2024-07-26,Not as Described,Approved,48530.40
RET0000805,O00009681,P00859,2024-09-18,Wrong Item,Approved,268743.46
RET0000806,O00007974,P01087,2026-06-16,Late Delivery,Requested,9423.00
RET0000807,O00008476,P00421,2026-06-20,Wrong Item,Approved,3669.83
RET0000808,O00015284,P00026,2025-04-15,Damaged,Refunded,46410.75
RET0000809,O00006218,P01066,2026-04-10,Damaged,Refunded,95995.16
RET0000810,O00015749,P00417,2026-06-21,Quality Issue,Approved,3993.68
RET0000811,O00007492,P00879,2024-09-16,Wrong Item,Refunded,3018.85
RET0000812,O00016746,P00735,2025-09-15,Wrong Item,Requested,47548.64
RET0000813,O00012229,P00452,2026-04-30,Not as Described,Approved,174127.58
RET0000814,O00024584,P00937,2024-09-15,Quality Issue,Refunded,38885.51
RET0000815,O00012308,P00336,2025-12-09,Not as Described,Approved,87792.29
RET0000816,O00015133,P00590,2024-08-05,Wrong Item,Refunded,2985.59
RET0000817,O00002752,P01117,2025-04-10,Late Delivery,Refunded,4185.95
RET0000818,O00003954,P00148,2025-12-24,Damaged,Requested,4290.96
RET0000819,O00013244,P00430,2025-07-22,Damaged,Rejected,57293.35
RET0000820,O00008691,P01022,2025-04-25,Not as Described,Approved,152586.59
RET0000821,O00005447,P00954,2024-03-23,Not as Described,Requested,432.08
RET0000822,O00017955,P00026,2025-10-04,Changed Mind,Refunded,30269.74
RET0000823,O00002752,P01117,2025-05-02,Quality Issue,Requested,10362.78
RET0000824,O00010313,P00164,2025-03-09,Wrong Item,Rejected,347193.49
RET0000825,O00014061,P00662,2024-09-23,Late Delivery,Requested,66999.56
RET0000826,O00012236,P00924,2025-07-16,Wrong Item,Requested,8548.70
RET0000827,O00014293,P00122,2026-06-12,Quality Issue,Rejected,224245.53
RET0000828,O00020879,P00572,2026-07-05,Not as Described,Refunded,22493.58
RET0000829,O00021628,P00873,2026-01-22,Not as Described,Requested,49494.30
RET0000830,O00002451,P00491,2026-03-22,Size Issue,Requested,394728.23
RET0000831,O00003365,P00356,2025-05-17,Quality Issue,Requested,15599.63
RET0000832,O00021441,P00168,2024-04-01,Quality Issue,Approved,106231.23
RET0000833,O00015762,P00497,2025-07-04,Wrong Item,Approved,89287.05
RET0000834,O00002716,P00560,2024-04-01,Not as Described,Requested,157171.51
RET0000835,O00015170,P01134,2026-03-31,Not as Described,Requested,8768.55
RET0000836,O00017595,P00279,2025-05-30,Wrong Item,Rejected,59553.00
RET0000837,O00024082,P00670,2025-04-21,Damaged,Requested,130309.86
RET0000838,O00011863,P00286,2025-04-28,Changed Mind,Refunded,211914.05
RET0000839,O00011766,P01164,2024-07-07,Changed Mind,Refunded,24116.20
RET0000840,O00012877,P00468,2024-05-27,Damaged,Requested,14958.75
RET0000841,O00024634,P00176,2025-02-26,Changed Mind,Approved,111165.82
RET0000842,O00004114,P00190,2024-05-16,Wrong Item,Approved,3131.57
RET0000843,O00008958,P01101,2024-04-14,Late Delivery,Rejected,86981.32
RET0000844,O00012890,P00291,2025-06-19,Damaged,Requested,-10
RET0000845,O00001004,P00952,2026-05-01,Size Issue,Requested,73240.96
RET0000846,O00019905,P00381,2025-03-27,Changed Mind,Refunded,7583.87
RET0000847,O00024672,P01093,2024-12-07,Quality Issue,Approved,51937.30
RET0000848,O00000544,P00545,2025-04-24,Damaged,Rejected,29536.98
RET0000849,O00017526,P00673,2026-05-07,Not as Described,Requested,1884.51
RET0000850,O00023740,P00962,2024-09-28,Changed Mind,Requested,14514.80
RET0000851,O00017058,P00291,2025-04-30,Changed Mind,Requested,101048.34
RET0000852,O00014459,P01035,2024-10-03,Damaged,Requested,92153.86
RET0000853,O00000565,P00467,2026-04-27,Changed Mind,Approved,161814.28
RET0000854,O00021157,P00680,2024-05-16,Changed Mind,Requested,100137.80
RET0000855,O00017798,P00831,2024-07-20,Wrong Item,Requested,58582.52
RET0000856,O00003706,P00454,2026-01-10,Wrong Item,Requested,360061.50
RET0000857,O00012192,P00348,2025-03-30,Damaged,Approved,33582.15
RET0000858,O00002956,P01042,2025-02-25,Quality Issue,Requested,90203.02
RET0000859,O00001614,P00955,2024-09-04,Size Issue,Requested,74196.05
RET0000860,O00017446,P01162,2024-05-07,Changed Mind,Requested,163254.05
RET0000861,O00017580,P00962,2026-03-12,Quality Issue,Requested,21152.86
RET0000862,O00019112,P00603,2025-07-25,Quality Issue,Rejected,65317.30
RET0000863,O00023319,P00216,2026-04-07,Quality Issue,Refunded,27901.99
RET0000864,O00021792,P00660,2025-03-05,Size Issue,Approved,59090.47
RET0000865,O99999999,P00475,2024-05-02,Late Delivery,Requested,28713.57
RET0000866,O00008405,P00814,2025-03-08,Damaged,Refunded,9515.19
RET0000867,O00017241,P00937,2025-01-31,Late Delivery,Approved,15121.16
RET0000868,O00011806,P00351,2025-10-04,Not as Described,Requested,295101.75
RET0000869,O00019045,P00055,2025-11-14,Changed Mind,Refunded,1063.86
RET0000870,O00023610,P00792,2025-07-31,Size Issue,Rejected,250378.54
RET0000871,O00011696,P00190,2026-05-10,Not as Described,Refunded,106579.72
RET0000872,O00005748,P01096,2024-08-10,Quality Issue,Refunded,187934.94
RET0000873,O00002728,P01056,2026-01-09,,Refunded,53846.81
RET0000874,O00011231,P00625,2024-11-16,Damaged,Approved,186174.77
RET0000875,O00023051,P00281,2025-08-24,Size Issue,Refunded,5259.45
RET0000876,O00015480,P00295,2024-04-02,Quality Issue,Approved,52917.23
RET0000877,O00010849,P00651,2024-08-16,Quality Issue,Approved,59346.16
RET0000878,O00020326,P00154,2024-05-08,Wrong Item,Rejected,7760.06
RET0000879,O00004304,P00049,2026-05-08,Damaged,Rejected,161161.28
RET0000880,O00023929,P00896,2024-06-19,Late Delivery,Refunded,6073.65
RET0000881,O00014404,P00755,2024-12-03,Size Issue,Approved,22620.44
RET0000882,O00014989,P00526,2025-03-05,Quality Issue,Refunded,9482.62
RET0000883,O00015679,P00533,2025-11-29,Quality Issue,Refunded,51917.49
RET0000884,O00003663,P00246,2024-09-13,Quality Issue,Requested,1594.42
RET0000885,O00010312,P00031,2025-09-20,Changed Mind,Refunded,60520.15
RET0000886,O00003912,P00556,2024-06-18,Damaged,Approved,25517.04
RET0000887,O00015964,P00116,2025-04-12,Size Issue,Refunded,127193.54
RET0000888,O00023112,P00970,2025-11-08,Wrong Item,Refunded,321.86
RET0000889,O00002549,P00744,2024-03-11,Late Delivery,Approved,83445.69
RET0000890,O00017278,P00917,2025-08-14,Wrong Item,Refunded,73653.95
RET0000891,O00004104,P00104,2024-07-11,Wrong Item,Approved,91835.72
RET0000892,O00004332,P01151,2024-03-28,Late Delivery,Refunded,96504.01
RET0000893,O00001656,P00072,2025-09-02,Changed Mind,Approved,146297.22
RET0000894,O00022569,P00279,2026-04-29,Wrong Item,Requested,87018.60
RET0000895,O00012848,P00610,2025-11-21,Quality Issue,Approved,14365.83
RET0000896,O00022640,P00568,2024-10-31,Quality Issue,Approved,99775.05
RET0000897,O00015260,P00995,2025-01-19,Late Delivery,Rejected,72463.02
RET0000898,O00019755,P00461,2024-08-21,Wrong Item,Rejected,2583.45
RET0000899,O00007865,P00939,2025-09-05,Damaged,Rejected,191922.76
RET0000900,O00014205,P00172,2024-12-18,Not as Described,Refunded,96205.94
RET0000901,O00011849,P00182,2025-01-27,Quality Issue,Rejected,1871.08
RET0000902,O00016180,P00336,2024-02-21,Quality Issue,Refunded,13530.02
RET0000903,O00006103,P00666,2025-10-17,Late Delivery,Requested,16550.02
RET0000904,O00021912,P00252,2025-05-02,Not as Described,Approved,68884.95
RET0000905,O00002361,P99999,2025-09-02,Late Delivery,Refunded,3370.29
RET0000906,O00018986,P00360,2026-04-01,Late Delivery,Rejected,32041.87
RET0000907,O00023238,P00478,2024-04-28,Changed Mind,Requested,131604.00
RET0000908,O00004855,P01103,2025-01-22,Wrong Item,Approved,51993.18
RET0000909,O00023055,P00872,2025-02-01,Changed Mind,Rejected,63555.37
RET0000910,O00016293,P00832,2025-01-26,Not as Described,Rejected,3374.97
RET0000911,O00004681,P00520,2024-05-24,Size Issue,Refunded,26403.95
RET0000912,O00004770,P00757,2025-07-25,Wrong Item,Requested,364623.31
RET0000913,O00004306,P00765,2024-07-24,Size Issue,Rejected,2918.80
RET0000914,O00011536,P00702,2025-11-17,Quality Issue,Approved,6927.80
RET0000915,O00004638,P00780,2025-05-04,Size Issue,Requested,51814.72
BADRET916,O00004766,P00712,2025-03-10,Wrong Item,Approved,575.43
RET0000917,O00003257,P00476,2025-06-03,Size Issue,Requested,160280.88
RET0000918,O00022147,P00650,2025-01-11,Not as Described,Refunded,165961.75
RET0000919,O00022595,P00050,2026-03-17,Quality Issue,Refunded,4321.52
RET0000920,O00011518,P01071,2024-03-06,Changed Mind,Refunded,44557.93
RET0000921,O00007758,P00036,2026-06-07,Changed Mind,Rejected,139755.54
RET0000922,O00017069,P00108,2025-08-10,Size Issue,Rejected,626.87
RET0000923,O00000570,P00166,2025-04-16,Damaged,Requested,8548.10
RET0000924,O00018470,P00208,2025-12-14,Damaged,Rejected,216500.77
RET0000925,O00024296,P01049,2025-03-27,Size Issue,Refunded,10074.88
RET0000926,O00017069,P00108,2025-07-22,Quality Issue,Rejected,371.70
RET0000927,O00003553,P00800,2024-12-12,Size Issue,Approved,7730.98
RET0000928,O00001961,P01134,2024-04-25,Quality Issue,Approved,7567.55
RET0000929,O00001553,P00491,2024-04-18,Quality Issue,Rejected,56320.08
RET0000930,O00009281,P00436,2025-03-25,Late Delivery,Requested,4542.82
RET0000931,O00013270,P00593,2024-04-25,Late Delivery,Approved,144288.27
RET0000932,O00015175,P00575,2025-07-24,Not as Described,Approved,31633.36
RET0000933,O00006408,P01107,2026-02-22,Not as Described,Requested,3724.09
RET0000934,O00001279,P00071,2024-03-06,Changed Mind,Rejected,19683.45
RET0000935,O00000780,P00018,2024-04-27,Late Delivery,Refunded,127025.26
RET0000936,O00017812,P00770,2026-01-18,Late Delivery,Requested,112806.72
RET0000937,O00023524,P00847,2025-11-03,Not as Described,Requested,178645.87
RET0000938,O00018594,P00957,2026-03-19,Late Delivery,Rejected,29759.38
RET0000939,O00010245,P00283,2024-10-27,Size Issue,Refunded,357.17
RET0000940,O00003435,P01024,2026-05-13,Damaged,Requested,203011.88
RET0000941,O00010899,P00330,2025-06-25,Damaged,Refunded,55493.08
RET0000942,O00005486,P00006,2024-03-05,Changed Mind,Rejected,53750.38
RET0000943,O00006936,P00958,2025-08-01,Changed Mind,Rejected,494.16
RET0000944,O00008624,P00777,2026-03-19,Damaged,Rejected,93252.55
RET0000945,O00011670,P00294,2025-02-07,Wrong Item,Refunded,11522.59
RET0000946,O00006043,P00557,2025-09-18,Quality Issue,Refunded,13723.04
RET0000947,O00019810,P00607,2025-01-02,Quality Issue,Refunded,14240.14
RET0000948,O00012544,P00022,2024-04-15,Late Delivery,Refunded,57829.11
RET0000949,O00012742,P00278,2025-07-28,Quality Issue,Approved,213163.92
RET0000950,O00003628,P00566,2025-01-08,Not as Described,Requested,258524.59
RET0000951,O00010511,P00815,2024-07-27,Changed Mind,Requested,25812.18
RET0000952,O00007577,P01026,2026-07-16,Size Issue,Approved,265062.33
RET0000953,O00016685,P00517,2024-03-12,Quality Issue,Rejected,88548.08
RET0000954,O00017443,P00240,2026-04-13,Quality Issue,Approved,340967.38
RET0000955,O00014394,P00352,2024-09-16,Changed Mind,Rejected,308889.77
RET0000956,O00006539,P00319,2024-04-04,Quality Issue,Rejected,19344.61
RET0000957,O00016023,P01007,2025-08-30,Damaged,Approved,105080.68
RET0000958,O00008522,P00046,2026-05-22,Not as Described,Refunded,80.56
RET0000959,O00019866,P00521,2025-09-06,Damaged,Requested,233590.76
RET0000960,O00016941,P00960,2026-03-14,Changed Mind,Requested,47108.47
RET0000961,O00019841,P00958,2025-07-12,Damaged,Requested,150179.44
RET0000962,O00013279,P00992,2024-10-30,Late Delivery,Approved,22212.09
RET0000963,O00010574,P01003,2025-04-20,Wrong Item,Refunded,303899.28
RET0000964,O00006849,P00562,2025-03-06,Size Issue,Approved,156239.40
RET0000965,O00007400,P00607,2026-01-26,Late Delivery,UNKNOWN,1749.31
RET0000966,O00009776,P00666,2025-01-21,Damaged,Refunded,34911.18
RET0000967,O00012828,P01154,2026-01-30,Wrong Item,Approved,74060.96
RET0000968,O00000875,P00853,2025-05-29,Quality Issue,Requested,3539.03
RET0000969,O00020201,P00193,2025-06-07,Size Issue,Rejected,115804.38
RET0000970,O00001895,P00068,2025-06-06,,Refunded,252398.73
RET0000971,O00015364,P00416,2025-01-09,Quality Issue,Requested,123621.93
RET0000972,O00009328,P00006,2025-03-07,Damaged,Rejected,7749.82
RET0000973,O00011215,P00462,2025-08-29,Late Delivery,Rejected,69663.21
RET0000974,O00001606,P00741,2024-03-02,Size Issue,Requested,411574.91
RET0000975,O00007464,P00372,2025-06-27,Quality Issue,Approved,165038.57
RET0000976,O00010106,P00745,2025-09-15,Changed Mind,Requested,16307.22
RET0000977,O00008295,P00835,2024-12-14,Wrong Item,Requested,2687.73
RET0000978,O00010525,P00990,2026-01-21,Wrong Item,Approved,151682.80
RET0000979,O00017590,P00932,2025-09-21,Changed Mind,Refunded,265920.02
RET0000980,O00010299,P00247,2024-09-11,Changed Mind,Approved,160110.23
RET0000981,O00005594,P01024,2025-12-29,Wrong Item,Approved,244894.57
RET0000982,O00005451,P00664,2025-08-05,Late Delivery,Requested,222045.36
RET0000983,O00018729,P00592,2024-12-10,Changed Mind,Requested,69371.94
RET0000984,O00007723,P00925,2024-09-29,Wrong Item,Requested,9173.39
RET0000985,O00003645,P00751,2024-10-07,Damaged,Rejected,10843.87
RET0000986,O00019011,P00521,2024-02-10,Damaged,Approved,144269.65
RET0000987,O00018793,P00164,2025-01-16,Not as Described,Requested,147028.56
RET0000988,O00013451,P01075,2025-06-23,Late Delivery,Approved,46996.76
RET0000989,O00000670,P00168,2024-10-07,Late Delivery,Refunded,1206.12
RET0000990,O00010092,P00894,2025-12-14,Damaged,Requested,430760.10
RET0000991,O00021162,P00111,2026-04-27,Not as Described,Approved,37032.41
RET0000992,O00003887,P00084,2026-05-10,Not as Described,Rejected,10674.42
RET0000993,O00007167,P00269,2024-12-03,Changed Mind,Rejected,47117.02
RET0000994,O00019593,P01122,2024-11-16,Late Delivery,Rejected,270956.65
RET0000995,O00018401,P00592,2025-11-03,Changed Mind,Refunded,128752.25
RET0000996,O00021449,P00672,2024-04-22,Wrong Item,Requested,201609.75
RET0000997,O00005029,P01043,2025-03-26,Changed Mind,Rejected,26295.69
RET0000998,O00010035,P00573,2024-10-17,Wrong Item,Refunded,29479.29
RET0000999,O00009471,P00894,2025-09-11,Damaged,Requested,81201.32
RET0001000,O00014289,P00223,2024-07-19,Changed Mind,Requested,23624.44
RET0001001,O00024728,P00366,2025-03-23,Size Issue,Rejected,24919.44
RET0001002,O00005279,P00661,2026-07-25,Size Issue,Refunded,81280.27
RET0001003,O00013070,P00185,2024-03-06,Late Delivery,Refunded,1758.76
RET0001004,O00016039,P00479,2025-01-17,Wrong Item,Approved,144182.99
RET0001005,O00019795,P00017,2026-03-29,Late Delivery,Refunded,167347.97
RET0001006,O00009907,P00752,2024-05-18,Size Issue,Requested,87214.49
RET0001007,O00006323,P00214,2025-07-23,Late Delivery,Rejected,140260.42
RET0001008,O00002470,P00179,2026-05-01,Late Delivery,Requested,8861.24
RET0001009,O00021773,P00072,2026-05-18,Size Issue,Approved,4451.30
RET0001010,O00010012,P00428,2026-01-26,Not as Described,Requested,55927.07
RET0001011,O00024134,P00250,2025-02-12,Not as Described,Refunded,13823.77
RET0001012,O00001367,P00989,2025-06-09,Changed Mind,Rejected,118853.21
RET0001013,O00011430,P00060,2025-05-17,Quality Issue,Approved,130321.14
RET0001014,O00023791,P00589,2024-07-25,Damaged,Requested,328348.22
RET0001015,O00017609,P00481,2024-07-12,Quality Issue,Approved,7200.87
RET0001016,O00009346,P00021,2026-02-04,Not as Described,Rejected,36917.61
RET0001017,O00005223,P01077,2024-07-23,Quality Issue,Rejected,142515.16
RET0001018,O00024007,P00498,2026-01-31,Wrong Item,Refunded,97592.91
RET0001019,O00008497,P00330,2026-03-16,Damaged,Requested,26760.29
RET0001020,O00007397,P00871,2026-03-16,Not as Described,Approved,7096.44
RET0001021,O00019384,P00987,2024-12-09,Late Delivery,Refunded,4049.86
RET0001022,O00020212,P00333,2025-01-30,Changed Mind,Rejected,175792.37
RET0001023,O00004256,P00384,2025-06-19,Not as Described,Refunded,52805.87
RET0001024,O00015127,P00504,2025-11-16,Size Issue,Refunded,9706.08
RET0001025,O00002361,P00358,2025-09-27,Wrong Item,Refunded,12676.36
RET0001026,O00009724,P00967,2024-03-14,Size Issue,Refunded,101422.75
RET0001027,O00015021,P00485,2024-11-25,Wrong Item,Refunded,468792.80
RET0001028,O00017486,P00236,2025-12-18,Not as Described,Approved,468262.57
RET0001029,O00005164,P00549,2025-04-20,Size Issue,Approved,1318.80
RET0001030,O00000444,P00183,2025-08-31,Quality Issue,Requested,3905.13
RET0001031,O00010653,P00584,2025-09-25,Quality Issue,Rejected,1763.16
RET0001032,O00021865,P00286,2026-07-15,Damaged,Requested,2068.81
RET0001033,O00022515,P00658,2025-01-15,Late Delivery,Rejected,102678.09
RET0001034,O00016082,P00035,2024-09-30,Late Delivery,Requested,48861.89
RET0001035,O00016974,P01109,2025-11-19,Size Issue,Approved,86198.56
RET0001036,O00016777,P00821,2024-05-29,Size Issue,Refunded,634.63
RET0001037,O00008584,P00292,2024-03-08,Quality Issue,Refunded,7269.62
RET0001038,O99999999,P00656,2025-07-17,Wrong Item,Requested,5525.12
RET0001039,O00012991,P00842,2024-02-27,Damaged,Requested,6441.00
RET0001040,O00012880,P00964,2026-05-04,Quality Issue,Rejected,59957.71
RET0001041,O00000929,P00444,2025-06-18,Not as Described,Rejected,41863.04
RET0001042,O00007408,P00632,2025-09-15,Late Delivery,Approved,178076.60
RET0001043,O00009338,P00653,2024-07-24,Changed Mind,Approved,109176.82
RET0001044,O00018154,P00782,2024-09-13,Wrong Item,Rejected,27101.33
RET0001045,O00009029,P01013,2025-03-13,Late Delivery,Refunded,111720.82
RET0001046,O00000896,P00558,2025-05-13,Late Delivery,Approved,2757.90
RET0001047,O00012861,P00533,2025-07-22,Late Delivery,Refunded,283354.02
RET0001048,O00020636,P00754,2024-10-18,Not as Described,Refunded,173298.70
RET0001049,O00013626,P00223,2025-04-14,Not as Described,Refunded,51991.91
RET0001050,O00024637,P00249,2025-03-23,Damaged,Rejected,146331.76
RET0001051,O00003046,P00321,2024-09-26,Damaged,Approved,26204.34
RET0001052,O00023817,P00701,2024-03-04,Quality Issue,Approved,1654.56
RET0001053,O00006411,P00888,2025-10-25,Not as Described,Approved,1980.66
RET0001054,O00000780,P00900,2024-04-27,Size Issue,Requested,87791.75
RET0001055,O00018761,P01010,2025-08-18,Wrong Item,Refunded,-10
RET0001056,O00004397,P00702,2026-01-17,Not as Described,Requested,41954.29
RET0001057,O00012460,P00991,2024-09-12,Not as Described,Requested,53104.47
RET0001058,O00011516,P01122,2025-02-27,Changed Mind,Requested,2433.40
RET0001059,O00003521,P00458,2025-04-12,Not as Described,Approved,402.80
RET0001060,O00016379,P00045,2024-10-25,Late Delivery,Refunded,105764.68
RET0001061,O00020200,P00380,2025-08-29,Size Issue,Requested,264209.64
RET0001062,O00019014,P00552,2024-08-29,Late Delivery,Approved,5089.20
RET0001063,O00012106,P00461,2026-06-20,Late Delivery,Rejected,173729.11
RET0001064,O00007480,P00587,2025-06-19,Quality Issue,Refunded,21628.71
RET0001065,O00019793,P00138,2025-04-15,Quality Issue,Rejected,88923.27
RET0001066,O00015143,P00716,2025-05-13,Wrong Item,Requested,62867.85
RET0001067,O00022308,P00532,2026-01-15,,Approved,71990.10
RET0001068,O00020533,P00556,2025-11-19,Wrong Item,Refunded,97834.34
RET0001069,O00004832,P00423,2025-04-19,Quality Issue,Approved,1865.41
RET0001070,O00003182,P01104,2024-05-29,Late Delivery,Refunded,55217.30
RET0001071,O00009927,P00379,2024-06-08,Not as Described,Refunded,581449.38
RET0001072,O00003781,P00604,2026-07-24,Size Issue,Requested,204427.03
RET0001073,O00021557,P00485,2024-12-28,Size Issue,Refunded,10734.82
RET0001074,O00012486,P00514,2024-12-12,Changed Mind,Refunded,311002.13
RET0001075,O00022063,P00459,2024-12-15,Late Delivery,Rejected,4988.16
RET0001076,O00005640,P00440,2025-11-18,Damaged,Rejected,31109.63
RET0001077,O00017905,P00775,2024-08-21,Size Issue,Rejected,281621.19
RET0001078,O00012025,P00536,2024-05-02,Changed Mind,Approved,120342.09
RET0001079,O00024504,P00562,2024-08-13,Wrong Item,Requested,24018.34
RET0001080,O00011072,P00621,2026-05-29,Size Issue,Rejected,55430.36
RET0001081,O00007096,P00411,2025-05-06,Not as Described,Approved,394431.80
RET0001082,O00013097,P00918,2024-02-19,Not as Described,Rejected,21378.96
RET0001083,O00016214,P00691,2026-02-27,Late Delivery,Requested,8390.72
RET0001084,O00017537,P00599,2024-06-06,Quality Issue,Approved,7448.60
RET0001085,O00024293,P00674,2025-09-15,Late Delivery,Refunded,7707.04
RET0001086,O00008639,P99999,2025-11-25,Quality Issue,Refunded,8379.36
RET0001087,O00022278,P00563,2026-04-04,Late Delivery,Refunded,661.81
RET0001088,O00004575,P00316,2026-04-23,Damaged,Rejected,149300.57
RET0001089,O00005660,P00505,2024-07-25,Wrong Item,Approved,3846.40
RET0001090,O00022703,P00197,2024-05-11,Damaged,Refunded,62552.19
RET0001091,O00016230,P00768,2024-06-06,Damaged,Requested,145365.80
RET0001092,O00011637,P01175,2025-03-08,Size Issue,Requested,184207.64
RET0001093,O00020246,P00383,2025-06-02,Quality Issue,Rejected,6944.14
RET0001094,O00013465,P00181,2025-06-23,Wrong Item,Approved,51855.32
RET0001095,O00023178,P00969,2024-11-13,Size Issue,Approved,51180.75
RET0001096,O00001300,P00735,2025-07-18,Quality Issue,Refunded,2972.11
RET0001097,O00022668,P00641,2026-03-14,Quality Issue,Rejected,16415.74
RET0001098,O00006411,P00827,2025-10-31,Not as Described,Requested,2893.14
RET0001099,O00017946,P00537,2026-01-02,Wrong Item,Rejected,102528.91
RET0001100,O00023231,P00040,2025-08-16,Wrong Item,Rejected,23629.96
RET0001101,O00007770,P00708,2024-05-10,Size Issue,Refunded,30159.37
RET0001102,O00001455,P00441,2024-08-13,Changed Mind,Requested,73881.98
RET0001103,O00017904,P01145,2025-02-24,Not as Described,Rejected,1849.18
RET0001104,O00023302,P01020,2025-10-31,Changed Mind,Approved,153774.70
RET0001105,O00021283,P00750,2024-10-23,Damaged,Rejected,282788.13
