product_id,product_name,category,subcategory,brand,unit_price,cost_price,stock_quantity,supplier_id,product_rating,created_date,is_active
P00228,Orbit Kitchen Model 228,Home,Kitchen,Orbit,23683.00,17917.75,627,S0044,4.7,2025-08-08,true
P00229,Nova Hair Care Model 229,Beauty,Hair Care,Nova,3724.00,2807.90,551,S0027,3.5,2021-10-20,Yes
P00230,PrimeFit Appliances Model 230,Home,Appliances,PrimeFit,37950.00,30966.35,748,S0076,4.6,2021-10-27,No
P00231,HomeCraft Watches Model 231,Fashion,Watches,HomeCraft,40306.00,29084.23,917,S0061,3.5,2022-10-03,Y
P00232,Apex Business Model 232,Books,Business,Apex,4811.00,2611.04,901,S0073,3.8,2025-07-27,true
P00233,GreenLeaf Mobiles Model 233,Electronics,Mobiles,GreenLeaf,49870.00,31592.29,637,S0096,3.3,2021-02-21,1
P00234,HomeCraft Bags Model 234,Fashion,Bags,HomeCraft,52000.00,25987.56,819,S0042,3.5,2024-10-15,true
P00235,GreenLeaf Audio Model 235,Electronics,Audio,GreenLeaf,12799.00,8470.76,193,S0047,4.0,2024-05-29,true
P00236,Orbit Business Model 236,Books,Business,Orbit,FREE,2262.46,359,S0082,4.7,2023-08-21,No
P00237,GlowCare Decor Model 237,Home,Decor,GlowCare,70868.00,45344.24,893,S0015,4.2,2023-12-07,true
P00238,PrimeFit Laptops Model 238,Electronics,Laptops,PrimeFit,52632.00,39409.42,980,S0049,2.7,2023-09-20,true
P00239,UrbanCo Laptops Model 239,Electronics,Laptops,UrbanCo,45934.00,26257.10,328,S0019,4.3,2022-03-06,true
P00240,BookNest Cameras Model 240,Electronics,Cameras,BookNest,62098.00,40116.81,686,S0056,4.6,2021-09-13,N
P00241,PrimeFit Footwear Model 241,Fashion,Footwear,PrimeFit,36183.00,19026.09,902,S0024,4.4,2024-07-02,true
P00242,HomeCraft Fragrance Model 242,Beauty,Fragrance,HomeCraft,4996.00,3898.53,918,S0028,4.8,2022-05-28,Y
P00243,Nova Bedding Model 243,Home,Bedding,Nova,36039.00,26134.83,910,S0090,4.8,2025-11-09,0
P00244,GreenLeaf Household Model 244,Grocery,Household,GreenLeaf,3640.00,2806.40,220,S0021,4.2,2022-03-09,Yes
P00245,UrbanCo Hair Care Model 245,Beauty,Hair Care,UrbanCo,4861.00,3014.60,119,S0046,4.1,2025-08-08,1
P00246,Pixel Yoga Model 246,Sports,Yoga,Pixel,381.00,295.93,967,S0001,2.6,2024-04-11,0
P00247,PrimeFit Mobiles Model 247,Electronics,Mobiles,PrimeFit,34167.00,25645.91,474,S0089,4.1,2025-04-27,false
P00248,GlowCare Men Model 248,Fashion,Men,GlowCare,7695.00,5532.16,517,S0018,5.0,2025-03-20,Y
P00249,GreenLeaf Footwear Model 249,Fashion,Footwear,GreenLeaf,-250.00,7597.51,874,S0008,4.5,2025-07-20,false
P00250,Pixel Mobiles Model 250,Electronics,Mobiles,Pixel,6851.00,5410.02,884,S0088,4.6,2025-04-27,No
P00251,HomeCraft Bags Model 251,Fashion,Bags,HomeCraft,16771.00,13306.35,493,S0009,3.5,2022-09-19,true
P00252,UrbanCo Skin Care Model 252,Beauty,Skin Care,UrbanCo,232.00,186.86,301,S0069,3.1,2023-06-09,N
P00253,PrimeFit Outdoor Model 253,Sports,Outdoor,PrimeFit,79994.00,54421.20,342,S0029,2.7,2022-02-11,Y
P00254,Nova Bedding Model 254,Home,Bedding,Nova,156.00,75.34,284,S0017,2.6,2024-07-23,1
P00255,GreenLeaf Accessories Model 255,Electronics,Accessories,GreenLeaf,46762.00,21222.94,542,S0072,4.6,2024-11-11,No
P00256,UrbanCo Outdoor Model 256,Sports,Outdoor,UrbanCo,39818.00,26675.80,219,S0007,2.9,2024-10-25,1
P00257,Orbit Education Model 257,Books,Education,Orbit,1006.00,805.14,530,S0078,4.7,2024-12-28,N
P00258,Pixel Accessories Model 258,Electronics,Accessories, pixel ,29546.00,23608.87,769,S0034,4.1,2025-03-04,0
P00259,Pixel Watches Model 259,Fashion,Watches,Pixel,49376.00,26668.46,810,S0033,4.5,2024-01-21,Yes
P00260,Apex Children Model 260,Books,Children,Apex,2474.00,1575.89,520,S0038,3.0,2024-02-01,false
P00261,PrimeFit Fragrance Model 261,Beauty,Fragrance,PrimeFit,1523.00,1130.11,381,S0050,2.9,2024-04-14,true
P00262,Zenith Fiction Model 262,Books,Fiction,Zenith,4819.00,2259.53,425,S0031,2.6,2024-12-13,No
P00263,Nova Men Model 263,Fashion,Men,Nova,10647.00,5583.89,331,S0048,3.8,2021-06-01,No
P00264,UrbanCo Mobiles Model 264,Electronics,Mobiles,UrbanCo,13430.00,10862.20,817,S0052,4.2,2022-08-06,Yes
P00265,PrimeFit Cycling Model 265,Sports,Cycling,PrimeFit,42167.00,25787.35,973,S0002,3.5,2023-01-10,No
P00266,HomeCraft Beverages Model 266,Grocery,Beverages,HomeCraft,2481.00,1551.98,394,S0049,3.0,2023-10-23,false
P00267,BookNest Cameras Model 267,Electronics,Cameras,BookNest,5381.00,3214.89,108,S0015,4.7,2025-11-04,Y
P00268,Pixel Men Model 268,Fashion,Men,Pixel,75644.00,39851.41,-5,S0014,3.6,2025-10-01,Y
P00269,BookNest Audio Model 269,Electronics,Audio,BookNest,41316.00,31205.68,158,S0078,4.5,2023-11-28,1
P00270,Orbit Makeup Model 270,Beauty,Makeup,Orbit,2131.00,1441.55,564,S0048,3.2,2022-06-14,Yes
P00271,Nova Men Model 271,Fashion,Men,Nova,28511.00,19578.52,704,S0038,3.3,2023-03-06,Yes
P00272,Zenith Education Model 272,Books,Education,Zenith,4631.00,2339.38,983,S0023,2.7,2024-12-13,false
P00273,Pixel Hair Care Model 273,Beauty,Hair Care,Pixel,292.00,139.70,214,S0002,4.3,2021-07-02,0
P00274,GreenLeaf Technology Model 274,Books,Technology,GreenLeaf,1313.00,1575.60,82,S0085,4.6,2024-07-26,Y
P00275,Nova Staples Model 275,Grocery,Staples,Nova,4788.00,3484.07,394,S0047,4.2,2021-08-31,1
P00276,GlowCare Technology Model 276,Books,Technology,GlowCare,1522.00,950.13,206,S0034,3.1,2021-07-19,N
P00277,Zenith Education Model 277,Books,Education,Zenith,4321.00,2349.37,708,S0097,4.8,2022-05-07,1
P00278,HomeCraft Business Model 278,Books,Business,HomeCraft,2392.00,1755.96,242,S0003,4.2,2023-09-19,false
P00279,Zenith Fitness Model 279,Sports,Fitness,Zenith,23576.00,12079.88,49,S0072,3.7,2025-05-13,N
P00280,GlowCare Staples Model 280,Grocery,Staples,GlowCare,2708.00,1602.26,189,S0046,4.3,2021-01-13,0
P00281,Orbit Accessories Model 281,Electronics,Accessories,Orbit,13484.00,8372.23,795,S0024,4.5,2021-07-12,N
P00282,Zenith Snacks Model 282,Grocery,Snacks,Zenith,995.00,729.11,729,S0001,3.2,2023-02-10,1
P00283,Zenith Education Model 283,Books,Education,Zenith,1309.00,831.04,75,S0069,3.8,2025-08-10,N
P00284,BookNest Furniture Model 284,,Furniture,BookNest,34171.00,24894.69,271,S0003,2.9,2021-04-01,N
P00285,GreenLeaf Women Model 285,Fashion,Women,GreenLeaf,37952.00,29339.27,482,S0002,4.3,2022-06-22,0
P00286,GlowCare Staples Model 286,Grocery,Staples,GlowCare,608.00,301.89,967,S0046,3.9,2022-12-15,0
P00287,GreenLeaf Business Model 287,Books,Business,GreenLeaf,809.00,623.83,28,S0028,3.9,2021-02-01,N
P00288,GlowCare Cycling Model 288,Sports,Cycling,GlowCare,75063.00,54292.96,783,S0035,3.2,2025-09-28,0
P00289,Nova Furniture Model 289,Home,Furniture,Nova,59149.00,42975.36,269,S0076,3.9,2023-07-27,false
P00290,BookNest Bags Model 290,Fashion,Bags,BookNest,10894.00,6583.77,495,S0066,3.2,2021-11-12,N
P00291,BookNest Education Model 291,Books,Education,BookNest,831.00,399.93,557,S0003,4.2,2024-12-09,No
P00292,Swift Fiction Model 292,Books,Fiction,Swift,4960.00,2948.50,53,S0035,4.3,2025-12-21,false
P00293,Orbit Hair Care Model 293,Beauty,Hair Care,Orbit,4357.00,2452.30,49,S0095,3.2,2021-05-21,true
P00294,Nova Yoga Model 294,Sports,Yoga,Nova,28891.00,19026.27,995,S0077,3.8,2023-06-25,0
P00295,Pixel Skin Care Model 295,Beauty,Skin Care,Pixel,FREE,2368.88,614,S0091,3.1,2023-05-28,0
P00296,Swift Furniture Model 296,Home,Furniture,Swift,42595.00,24614.90,271,S0008,4.4,2023-05-26,1
P00297,Apex Makeup Model 297,Beauty,Makeup,Apex,4910.00,2853.06,124,S0041,3.8,2023-07-24,N
P00298,Swift Women Model 298,Fashion,Women,Swift,51586.00,30241.06,330,S0062,4.7,2025-10-30,true
P00299,BookNest Footwear Model 299,Fashion,Footwear,BookNest,75744.00,57226.56,155,S0098,3.6,2022-05-19,N
P00300,Nova Fragrance Model 300,Beauty,Fragrance,Nova,285.00,196.44,688,S0090,3.3,2024-11-03,N
P00301,GreenLeaf Men Model 301,Fashion,Men, greenleaf ,54478.00,24756.13,320,S0012,4.4,2023-01-07,0
P00302,GlowCare Cycling Model 302,Sports,Cycling,GlowCare,49970.00,36220.43,618,S0051,4.5,2025-11-19,N
P00303,Pixel Household Model 303,Grocery,Household,Pixel,2953.00,1555.95,170,S0019,6.5,2023-11-07,0
P00304,BookNest Makeup Model 304,Beauty,Makeup,BookNest,3899.00,3043.38,328,S0054,3.0,2022-05-29,0
P00305,UrbanCo Beverages Model 305,Grocery,Beverages,UrbanCo,413.00,294.02,601,S0073,2.6,2024-02-08,false
P00306,UrbanCo Bedding Model 306,Home,Bedding,UrbanCo,4114.00,3043.38,308,S0066,4.3,2021-03-04,1
P00307,GreenLeaf Cameras Model 307,Electronics,Cameras,GreenLeaf,64932.00,50982.94,739,S0033,3.0,2022-03-12,0
P00308,Orbit Makeup Model 308,Beauty,Makeup,Orbit,4586.00,3346.44,820,S0014,4.6,2022-12-19,1
P00309,PrimeFit Audio Model 309,Electronics,Audio,PrimeFit,67976.00,42859.63,166,S0059,4.1,2024-08-06,0
P00310,UrbanCo Fiction Model 310,Books,Fiction,UrbanCo,4324.00,3096.94,287,S0005,2.7,2022-01-18,N
P00311,Zenith Men Model 311,Fashion,Men,Zenith,71508.00,49930.06,266,S0033,4.0,2025-11-27,0
P00312,HomeCraft Team Sports Model 312,Sports,Team Sports,HomeCraft,1559.00,1031.53,446,S0058,3.9,2025-08-05,false
P00313,Zenith Organic Model 313,Grocery,Organic,Zenith,4808.00,2612.11,123,S0054,4.2,2023-02-24,true
P00314,HomeCraft Yoga Model 314,Sports,Yoga,HomeCraft,77802.00,60822.36,22,S0056,3.2,2024-10-23,Y
P00315,Pixel Men Model 315,Fashion,Men,Pixel,68842.00,45051.33,476,S0036,2.8,2024-10-24,No
P00316,GlowCare Footwear Model 316,Fashion,Footwear,GlowCare,44880.00,25952.59,33,S0072,2.7,2023-01-28,false
P00317,Apex Business Model 317,Books,Business,Apex,1650.00,853.18,633,S0082,4.2,2022-03-14,true
P00318,Orbit Laptops Model 318,Electronics,Laptops,Orbit,54895.00,44814.46,257,S0099,4.0,2022-10-28,true
P00319,Orbit Skin Care Model 319,Beauty,Skin Care,Orbit,3955.00,2747.69,892,S0091,3.9,2025-07-12,No
P00320,BookNest Men Model 320,Fashion,Men,BookNest,46583.00,34145.99,644,S0009,4.1,2023-06-03,No
P00321,GreenLeaf Accessories Model 321,Electronics,Accessories,GreenLeaf,25438.00,19681.01,260,S0091,2.8,2025-10-13,Y
P00322,Nova Team Sports Model 322,Sports,Team Sports,Nova,17103.00,12569.20,670,S0090,3.1,2021-05-24,0
P00323,HomeCraft Team Sports Model 323,Sports,Team Sports,HomeCraft,75529.00,49650.88,68,S0095,4.1,2023-09-20,N
P00324,BookNest Fiction Model 324,Books,Fiction,BookNest,2111.00,1558.58,866,S0085,4.1,2021-03-27,Yes
P00325,PrimeFit Accessories Model 325,Electronics,Accessories,PrimeFit,16990.00,12546.02,142,S0028,3.9,2025-05-01,0
P00326,GreenLeaf Skin Care Model 326,Beauty,Skin Care,GreenLeaf,2485.00,1406.19,759,S0026,2.9,2025-03-12,true
P00327,Zenith Team Sports Model 327,Sports,Team Sports,Zenith,17805.00,8961.54,many,S0039,3.6,2023-03-09,1
P00328,GreenLeaf Accessories Model 328,Electronics,Accessories,GreenLeaf,77423.00,59495.97,726,S0056,4.5,2022-08-19,1
P00329,Orbit Fitness Model 329,Sports,Fitness,Orbit,31822.00,19168.86,147,S0035,2.9,2022-03-29,N
P00330,PrimeFit Mobiles Model 330,Electronics,Mobiles,PrimeFit,57359.00,32058.70,826,S0029,4.3,2025-07-05,true
P00331,PrimeFit Yoga Model 331,Sports,Yoga,PrimeFit,73010.00,37167.08,654,S0048,3.2,2023-09-03,Yes
P00332,HomeCraft Fragrance Model 332,Beauty,Fragrance,HomeCraft,-250.00,2379.38,434,S0077,2.6,2024-05-13,false
P00333,UrbanCo Furniture Model 333,Home,Furniture,UrbanCo,27038.00,20476.88,178,S0014,3.0,2022-12-12,false
P00334,Pixel Fitness Model 334,Sports,Fitness,Pixel,70474.00,51217.45,786,S0086,3.0,2021-12-05,true
P00335,GlowCare Audio Model 335,Electronics,Audio,GlowCare,15712.00,10957.08,-5,S0006,5.0,2021-02-13,0
P00336,GreenLeaf Audio Model 336,Electronics,Audio,GreenLeaf,16909.00,10659.44,246,S0051,4.9,2021-09-27,false
P00337,UrbanCo Fitness Model 337,Sports,Fitness,UrbanCo,12330.00,8716.91,810,S0083,4.8,2022-07-17,true
P00338,GlowCare Mobiles Model 338,Electronics,Mobiles,GlowCare,66981.00,39389.48,252,S0034,3.0,2023-07-16,Yes
P00339,GreenLeaf Audio Model 339,Electronics,Audio,GreenLeaf,14099.00,8348.59,624,S0021,3.5,2022-01-16,true
P00340,PrimeFit Decor Model 340,Home,Decor,PrimeFit,30517.00,22599.36,989,S0066,4.8,2025-05-21,0
P00341,PrimeFit Snacks Model 341,Grocery,Snacks,PrimeFit,3466.00,1945.20,517,S0056,3.6,2023-08-05,0
P00342,Orbit Household Model 342,Grocery,Household,Orbit,3064.00,2439.93,635,S0064,3.6,2021-01-19,0
P00343,Zenith Laptops Model 343,Electronics,Laptops,Zenith,70333.00,49436.39,904,S0016,4.4,2024-12-28,Y
P00344,Apex Team Sports Model 344,Sports,Team Sports, apex ,79369.00,51879.13,344,S0046,3.1,2022-02-20,No
P00345,BookNest Yoga Model 345,Sports,Yoga,BookNest,26023.00,17084.86,612,S0031,4.1,2021-10-11,true
P00346,Apex Decor Model 346,Home,Decor,Apex,25886.00,13813.05,926,S0026,4.1,2021-12-22,0
P00347,Pixel Education Model 347,Books,Education,Pixel,3342.00,2621.68,278,S0022,4.5,2021-06-02,true
P00348,Swift Yoga Model 348,Sports,Yoga,Swift,7357.00,5079.05,563,S0012,3.1,2025-12-08,Yes
P00349,GlowCare Men Model 349,Fashion,Men,GlowCare,33234.00,25065.04,997,S0030,4.6,2025-02-24,No
P00350,Pixel Team Sports Model 350,Sports,Team Sports,Pixel,73664.00,44043.06,251,S0015,4.3,2025-09-11,0
P00351,PrimeFit Footwear Model 351,Fashion,Footwear,PrimeFit,65226.00,43136.46,79,S0071,4.0,2023-08-27,Yes
P00352,BookNest Outdoor Model 352,Sports,Outdoor,BookNest,15842.00,10262.98,470,S0044,4.7,2025-01-15,true
P00353,Swift Cameras Model 353,Electronics,Cameras,Swift,45984.00,22295.63,475,S0001,4.2,2022-10-31,No
P00354,BookNest Cycling Model 354,Sports,Cycling,BookNest,FREE,39581.96,209,S0068,3.8,2022-03-15,false
P00355,Orbit Skin Care Model 355,,Skin Care,Orbit,1214.00,865.51,790,S0021,5.0,2025-09-20,true
P00356,PrimeFit Fitness Model 356,Sports,Fitness,PrimeFit,8532.00,6434.15,931,S0009,3.7,2025-10-23,false
P00357,Zenith Hair Care Model 357,Beauty,Hair Care,Zenith,4500.00,2073.73,186,S0031,3.7,2021-03-10,Y
P00358,HomeCraft Education Model 358,Books,Education,HomeCraft,2453.00,1784.37,144,S0005,2.6,2023-02-25,0
P00359,PrimeFit Decor Model 359,Home,Decor,PrimeFit,49590.00,38663.58,348,S0010,2.9,2021-09-15,1
P00360,UrbanCo Yoga Model 360,Sports,Yoga,UrbanCo,13267.00,8943.33,199,S0097,2.5,2023-04-22,1
P00361,HomeCraft Hair Care Model 361,Beauty,Hair Care,HomeCraft,3033.00,1513.49,563,S0053,3.3,2021-10-09,N
P00362,Orbit Cameras Model 362,Electronics,Cameras,Orbit,70907.00,51564.62,504,S0060,4.1,2025-04-03,Yes
P00363,BookNest Hair Care Model 363,Beauty,Hair Care,BookNest,4922.00,3767.40,791,S0009,2.6,2025-03-31,Yes
P00364,Zenith Cycling Model 364,Sports,Cycling,Zenith,2849.00,1927.83,911,S0002,3.9,2024-05-17,No
P00365,Nova Business Model 365,Books,Business,Nova,4249.00,2189.92,378,S0068,4.4,2022-12-22,true
P00366,Apex Children Model 366,Books,Children,Apex,4323.00,2153.07,151,S0003,3.1,2025-08-05,Yes
P00367,PrimeFit Women Model 367,Fashion,Women,PrimeFit,68665.00,48996.41,100,S0081,2.5,2023-07-30,Yes
P00368,HomeCraft Men Model 368,Fashion,Men,HomeCraft,20865.00,13953.74,705,S0030,3.7,2025-06-16,false
P00369,HomeCraft Men Model 369,Fashion,Men,HomeCraft,3943.00,2510.08,569,S0071,4.5,2021-11-10,true
P00370,Pixel Footwear Model 370,Fashion,Footwear,Pixel,21628.00,10701.15,332,S0009,4.4,2024-02-09,1
P00371,PrimeFit Watches Model 371,Fashion,Watches,PrimeFit,73464.00,45834.24,611,S0095,2.6,2021-08-21,1
P00372,PrimeFit Laptops Model 372,Electronics,Laptops,PrimeFit,33181.00,15460.89,120,S0008,3.4,2023-03-05,No
P00373,Swift Hair Care Model 373,Beauty,Hair Care,Swift,117.00,60.02,187,S0029,3.8,2021-04-05,Y
P00374,Nova Hair Care Model 374,Beauty,Hair Care,Nova,726.00,532.86,343,S0026,3.0,2021-10-08,0
P00375,GlowCare Makeup Model 375,Beauty,Makeup,GlowCare,1238.00,897.61,63,S0059,4.6,2024-04-25,false
P00376,Apex Education Model 376,Books,Education,Apex,1035.00,826.44,969,S0044,3.3,2025-07-26,1
P00377,UrbanCo Audio Model 377,Electronics,Audio,UrbanCo,26250.00,15879.90,362,S0031,3.7,2025-03-10,1
P00378,Pixel Bedding Model 378,Home,Bedding,Pixel,45066.00,29505.47,305,S0071,3.2,2022-06-23,false
P00379,HomeCraft Kitchen Model 379,Home,Kitchen,HomeCraft,74832.00,50114.58,863,S0061,3.3,2022-07-27,Yes
P00380,Pixel Bags Model 380,Fashion,Bags,Pixel,71928.00,48792.84,184,S0017,4.6,2025-07-09,false
P00381,Apex Education Model 381,Books,Education,Apex,3658.00,2756.36,236,S0090,3.4,2022-11-12,No
P00382,PrimeFit Organic Model 382,Grocery,Organic,PrimeFit,2936.00,1854.23,944,S0062,3.7,2022-08-04,Yes
P00383,Zenith Fiction Model 383,Books,Fiction,Zenith,3231.00,1458.04,464,S0082,4.0,2022-05-24,true
P00384,HomeCraft Fitness Model 384,Sports,Fitness,HomeCraft,63296.00,38478.42,452,S0023,2.6,2024-01-14,0
P00385,Orbit Women Model 385,Fashion,Women,Orbit,48629.00,25674.24,507,S0073,5.0,2022-03-05,Y
P00386,Apex Makeup Model 386,Beauty,Makeup,Apex,4266.00,1970.76,754,S0046,3.4,2024-05-30,0
P00387,Pixel Watches Model 387,Fashion,Watches, pixel ,31362.00,19123.63,917,S0033,3.4,2022-01-31,N
P00388,GlowCare Women Model 388,Fashion,Women,GlowCare,291.00,187.31,339,S0015,3.0,2025-05-19,1
P00389,GlowCare Team Sports Model 389,Sports,Team Sports,GlowCare,45043.00,26455.33,484,S0079,4.6,2025-01-06,Y
P00390,PrimeFit Snacks Model 390,Grocery,Snacks,PrimeFit,4479.00,3357.63,949,S0001,3.3,2023-01-08,Y
P00391,Swift Kitchen Model 391,Home,Kitchen,Swift,40208.00,27848.61,25,S0073,4.8,2022-07-21,Yes
P00392,Pixel Children Model 392,Books,Children,Pixel,3137.00,2290.50,862,S0062,4.9,2023-09-21,N
P00393,UrbanCo Laptops Model 393,Electronics,Laptops,UrbanCo,64899.00,38059.11,228,S0088,4.1,2022-03-31,No
P00394,Pixel Household Model 394,Grocery,Household,Pixel,4687.00,2384.54,45,S0042,4.1,2021-04-29,1
P00395,GreenLeaf Snacks Model 395,Grocery,Snacks,GreenLeaf,4495.00,2770.61,227,S0064,4.1,2025-07-04,Y
P00396,Pixel Beverages Model 396,Grocery,Beverages,Pixel,3237.00,1833.39,971,S0079,4.9,2021-05-03,Yes
P00397,Nova Staples Model 397,Grocery,Staples,Nova,4981.00,3275.47,967,S0036,3.5,2021-04-30,true
P00398,Apex Fitness Model 398,Sports,Fitness,Apex,40744.00,29423.37,181,S0027,4.5,2023-05-30,No
P00399,GlowCare Education Model 399,Books,Education,GlowCare,3172.00,2253.36,868,S0031,3.0,2024-03-11,0
P00400,Swift Organic Model 400,Grocery,Organic,Swift,3629.00,1834.63,186,S0067,3.9,2022-10-17,Y
P00401,GlowCare Kitchen Model 401,Home,Kitchen,GlowCare,74981.00,44795.85,124,S0054,4.5,2023-08-01,0
P00402,GlowCare Children Model 402,Books,Children,GlowCare,952.00,710.74,-5,S0060,4.7,2023-07-27,false
P00403,HomeCraft Team Sports Model 403,Sports,Team Sports,HomeCraft,23969.00,16925.41,250,S0054,3.5,2021-01-17,true
P00404,Orbit Business Model 404,Books,Business,Orbit,3182.00,1612.43,970,S0014,6.5,2024-10-12,true
P00405,HomeCraft Education Model 405,Books,Education,HomeCraft,218.00,114.57,218,S0044,2.6,2021-01-21,Yes
P00406,Pixel Furniture Model 406,Home,Furniture,Pixel,78833.00,39602.20,350,S0062,3.3,2024-10-10,1
P00407,Pixel Kitchen Model 407,Home,Kitchen,Pixel,50306.00,29040.24,449,S0079,5.0,2025-01-17,true
P00408,UrbanCo Cycling Model 408,Sports,Cycling,UrbanCo,15621.00,9144.44,208,S0053,2.5,2023-08-21,false
P00409,Zenith Women Model 409,Fashion,Women,Zenith,74361.00,56233.19,89,S0020,4.8,2023-05-21,1
P00410,UrbanCo Organic Model 410,Grocery,Organic,UrbanCo,2740.00,1356.38,424,S0076,4.1,2025-05-05,No
P00411,GlowCare Watches Model 411,Fashion,Watches,GlowCare,64070.00,76884.00,253,S0027,5.0,2025-06-01,Y
P00412,HomeCraft Women Model 412,Fashion,Women,HomeCraft,33515.00,21048.34,601,S0026,5.0,2021-07-24,0
P00413,GlowCare Beverages Model 413,Grocery,Beverages,GlowCare,FREE,1525.64,72,S0044,3.3,2025-07-26,false
P00414,Swift Education Model 414,Books,Education,Swift,2931.00,1466.22,538,S0041,3.9,2022-03-04,Y
P00415,Pixel Team Sports Model 415,Sports,Team Sports,Pixel,-250.00,27031.18,212,S0095,2.8,2022-10-27,false
P00416,Nova Makeup Model 416,Beauty,Makeup,Nova,454.00,314.19,246,S0070,4.2,2024-02-02,N
P00417,HomeCraft Yoga Model 417,Sports,Yoga,HomeCraft,5873.00,4534.54,398,S0033,2.7,2022-10-08,true
P00418,BookNest Household Model 418,Grocery,Household,BookNest,4705.00,2399.91,150,S0043,3.5,2022-09-17,0
P00419,Orbit Makeup Model 419,Beauty,Makeup,Orbit,4376.00,3575.22,747,S0086,4.8,2025-09-29,Y
P00420,Zenith Bedding Model 420,Home,Bedding,Zenith,13256.00,8452.52,655,S0057,2.5,2023-02-10,true
P00421,Apex Fiction Model 421,Books,Fiction,Apex,2326.00,1124.21,469,S0057,4.7,2021-04-03,false
BADP422,Apex Skin Care Model 422,Beauty,Skin Care,Apex,2761.00,1488.45,968,S0090,2.6,2023-06-15,false
P00423,BookNest Education Model 423,Books,Education,BookNest,3497.00,2745.52,523,S0083,3.4,2022-07-19,No
P00424,Nova Furniture Model 424,Home,Furniture,Nova,11834.00,6635.80,547,S0073,3.5,2021-01-17,1
P00425,GreenLeaf Accessories Model 425,Electronics,Accessories,GreenLeaf,8337.00,3783.00,978,S0071,2.9,2023-01-04,N
P00426,Swift Appliances Model 426,,Appliances,Swift,66859.00,50506.53,83,S0002,3.8,2024-02-03,0
P00427,BookNest Personal Care Model 427,Beauty,Personal Care,BookNest,4719.00,3863.11,896,S0052,3.3,2025-07-03,Yes
P00428,GlowCare Watches Model 428,Fashion,Watches,GlowCare,1597.00,819.15,388,S0057,4.5,2024-06-24,Yes
P00429,HomeCraft Bags Model 429,Fashion,Bags,HomeCraft,53856.00,41550.34,620,S0086,3.5,2024-12-03,true
P00430,Swift Footwear Model 430,Fashion,Footwear, swift ,29640.00,13785.19,283,S0018,4.5,2024-05-06,false
P00431,UrbanCo Mobiles Model 431,Electronics,Mobiles,UrbanCo,12691.00,5947.06,358,S0022,2.7,2024-05-22,No
P00432,GlowCare Outdoor Model 432,Sports,Outdoor,GlowCare,25436.00,19427.21,810,S0009,3.4,2022-10-31,N
P00433,UrbanCo Organic Model 433,Grocery,Organic,UrbanCo,2915.00,1325.22,519,S0094,3.2,2023-06-22,false
P00434,Pixel Bags Model 434,Fashion,Bags,Pixel,43779.00,30788.93,84,S0077,5.0,2025-01-10,1
P00435,Apex Yoga Model 435,Sports,Yoga,Apex,34920.00,18088.27,896,S0063,3.1,2022-09-15,Y
P00436,Pixel Technology Model 436,Books,Technology,Pixel,2930.00,2127.30,many,S0006,4.0,2023-07-06,N
P00437,Zenith Staples Model 437,Grocery,Staples,Zenith,3447.00,2250.94,688,S0097,3.8,2025-07-03,Yes
P00438,Pixel Personal Care Model 438,Beauty,Personal Care,Pixel,3278.00,2234.46,653,S0011,4.7,2023-10-10,No
P00439,PrimeFit Fitness Model 439,Sports,Fitness,PrimeFit,23482.00,19233.37,509,S0062,4.6,2023-09-05,0
P00440,PrimeFit Staples Model 440,Grocery,Staples,PrimeFit,3915.00,1836.31,434,S0081,4.0,2024-01-16,0
P00441,Orbit Kitchen Model 441,Home,Kitchen,Orbit,30855.00,16638.46,407,S0011,3.7,2021-02-15,false
P00442,GlowCare Footwear Model 442,Fashion,Footwear,GlowCare,36336.00,20908.01,765,S0018,2.6,2025-04-08,N
P00443,Pixel Laptops Model 443,Electronics,Laptops,Pixel,73066.00,43169.59,112,S0001,4.7,2024-06-28,true
P00444,Pixel Staples Model 444,Grocery,Staples,Pixel,3857.00,1989.75,957,S0017,3.1,2024-08-22,No
P00445,Apex Kitchen Model 445,Home,Kitchen,Apex,52781.00,28903.16,875,S0069,4.3,2024-08-12,0
P00446,Swift Technology Model 446,Books,Technology,Swift,4387.00,3563.70,827,S0046,4.1,2021-08-30,No
P00447,GreenLeaf Fiction Model 447,Books,Fiction,GreenLeaf,3464.00,2561.15,633,S0081,3.8,2021-10-30,0
P00448,HomeCraft Mobiles Model 448,Electronics,Mobiles,HomeCraft,40209.00,28368.98,142,S0073,3.2,2023-05-21,No
P00449,Pixel Bags Model 449,Fashion,Bags,Pixel,76309.00,39970.67,958,S0072,4.9,2023-04-02,true
P00450,GlowCare Watches Model 450,Fashion,Watches,GlowCare,50915.00,39517.67,527,S0059,2.5,2023-07-24,1
P00451,GreenLeaf Team Sports Model 451,Sports,Team Sports,GreenLeaf,3336.00,2693.85,289,S0033,3.8,2024-02-22,false
P00452,UrbanCo Hair Care Model 452,Beauty,Hair Care,UrbanCo,4858.00,2969.10,405,S0030,3.4,2025-06-04,0
P00453,Apex Kitchen Model 453,Home,Kitchen,Apex,54579.00,44534.92,350,S0020,2.6,2022-11-22,1
P00454,Pixel Watches Model 454,Fashion,Watches,Pixel,42793.00,25254.81,85,S0071,4.0,2025-02-07,true
P00455,UrbanCo Hair Care Model 455,Beauty,Hair Care,UrbanCo,545.00,383.73,270,S0053,2.6,2021-08-15,Y
