order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI000007310,O00002932,P00247,1,34167.00,10.00,30750.30
OI000007311,O00002932,P00272,1,4631.00,0.00,4631.00
OI000007312,O00002933,P99999,1,2505.00,0.00,2505.00
OI000007313,O00002933,P00692,2,1223.00,5.00,2323.70
OI000007314,O00002933,P00026,5,675.00,20.00,2700.00
OI000007315,O00002934,P00306,1,4114.00,0.00,4114.00
OI000007316,O00002934,P00447,3,3464.00,0.00,10392.00
OI000007317,O00002935,P00966,2,417.00,15.00,708.90
OI000007318,O00002935,P00038,4,74331.00,15.00,252725.40
OI000007319,O00002935,P00602,1,146.00,0.00,146.00
OI000007320,O00002936,P00792,1,77041.00,0.00,77041.00
OI000007321,O00002936,P00215,5,23197.00,5.00,110185.75
OI000007322,O00002936,P00624,5,2810.00,0.00,14050.00
OI000007323,O00002937,P00734,2,460.00,15.00,782.00
OI000007324,O00002937,P00306,3,4114.00,0.00,12342.00
OI000007325,O00002938,P00507,3,3354.00,5.00,9558.90
OI000007326,O00002939,P00272,3,4631.00,10.00,12503.70
OI000007327,O00002939,P00692,4,1223.00,150,4402.80
OI000007328,O00002939,P00736,4,44641.00,15.00,151779.40
OI000007329,O00002940,P00655,1,147.00,15.00,124.95
OI000007330,O00002940,P00207,5,66596.00,0.00,332980.00
OI000007331,O00002940,P00966,2,417.00,0.00,834.00
OI000007332,O00002941,P00605,3,34428.00,0.00,103284.00
OI000007333,O00002941,P00605,1,34428.00,5.00,32706.60
OI000007334,O00002942,P00569,3,26712.00,5.00,76129.20
OI000007335,O00002942,P00420,2,13256.00,5.00,25186.40
OI000007336,O00002942,P00354,1,60443.00,0.00,60443.00
OI000007337,O00002942,P00676,5,79296.00,10.00,356832.00
OI000007338,O00002943,P00105,4,42301.00,0.00,169204.00
OI000007339,O00002943,P00327,3,17805.00,5.00,50744.25
OI000007340,O00002943,P00785,3,741.00,0.00,2223.00
OI000007341,O00002944,P01034,4,42953.00,20.00,137449.60
OI000007342,O00002944,P00059,4,2557.00,10.00,9205.20
OI000007343,O00002945,P01048,1,44851.00,20.00,35880.80
OI000007344,O00002945,P00780,3,4403.00,10.00,11888.10
OI000007345,O00002945,P01104,5,8409.00,15.00,35738.25
OI000007346,O00002945,P00166,2,2088.00,0.00,4176.00
OI000007347,O00002946,P01067,1,3770.00,0.00,3770.00
OI000007348,O00002946,P00666,4,2411.00,0.00,9644.00
OI000007349,O00002946,P00246,5,381.00,10.00,1714.50
OI000007350,O00002947,P00816,4,1016.00,20.00,3251.20
OI000007351,O00002947,P00920,3,45668.00,10.00,123303.60
OI000007352,O00002948,P00803,5,2512.00,10.00,11304.00
OI000007353,O00002949,P00456,4,107.00,5.00,406.60
OI000007354,O00002949,P00370,2,21628.00,10.00,38930.40
OI000007355,O00002949,P00220,5,62290.00,10.00,280305.00
OI000007356,O00002949,P00566,4,75535.00,15.00,256819.00
OI000007357,O00002950,P00189,4,3002.00,5.00,11407.60
OI000007358,O00002950,P01047,1,2316.00,15.00,1968.60
OI000007359,O00002950,P00556,4,1896.00,5.00,7204.80
OI000007360,O00002951,P00330,1,57359.00,0.00,57359.00
OI000007361,O00002951,P01170,2,4448.00,5.00,8451.20
OI000007362,O00002951,P00891,2,1022.00,15.00,1737.40
OI000007363,O00002951,P01163,2,53481.00,15.00,90917.70
OI000007364,O00002952,P00066,3,44782.00,20.00,107476.80
OI000007365,O00002952,P00971,4,55825.00,15.00,189805.00
OI000007366,O00002952,P00383,3,3231.00,10.00,8723.70
OI000007367,O00002953,P01089,4,2353.00,15.00,8000.20
OI000007368,O00002953,P00775,4,51300.00,0.00,205200.00
OI000007369,O00002953,P00637,2,1959.00,0.00,3918.00
OI000007370,O00002953,P00586,3,4876.00,0.00,14628.00
OI000007371,O00002954,P00658,2,4670.00,5.00,8873.00
OI000007372,O00002954,P00395,2,4495.00,0.00,8990.00
OI000007373,O00002955,P00551,5,5199.00,0.00,25995.00
OI000007374,O00002955,P00396,3,3237.00,20.00,7768.80
OI000007375,O00002956,P01077,3,56596.00,5.00,161298.60
OI000007376,O00002956,P01042,2,75186.00,10.00,135334.80
OI000007377,O00002957,P00880,4,75401.00,0.00,301604.00
OI000007378,O00002957,P00692,3,1223.00,0.00,3669.00
OI000007379,O00002958,P00672,1,4512.00,5.00,4286.40
OI000007380,O00002959,P00267,3,5381.00,0.00,16143.00
OI000007381,O00002959,P00737,1,211.00,5.00,200.45
OI000007382,O00002959,P00066,2,44782.00,20.00,71651.20
OI000007383,O00002959,P00487,5,9810.00,0.00,49050.00
OI000007384,O00002960,P00492,5,2872.00,0.00,14360.00
OI000007385,O00002960,P00015,4,37726.00,0.00,150904.00
OI000007386,O00002961,P00145,2,2173.00,0.00,4346.00
OI000007387,O00002961,P00815,5,22414.00,15.00,95259.50
OI000007388,O00002962,P00926,2,34651.00,15.00,58906.70
OI000007389,O00002963,P00455,5,545.00,20.00,2180.00
OI000007390,O00002963,P00653,4,26314.00,0.00,105256.00
OI000007391,O00002963,P00275,5,4788.00,5.00,22743.00
OI000007392,O00002964,P00043,2,13291.00,15.00,22594.70
OI000007393,O00002964,P01011,4,43703.00,0.00,174812.00
OI000007394,O00002964,P00551,2,5199.00,0.00,10398.00
OI000007395,O00002964,P01091,3,37919.00,15.00,96693.45
OI000007396,O00002965,P00373,1,117.00,0.00,117.00
OI000007397,O00002965,P01169,3,4600.00,15.00,11730.00
OI000007398,O00002966,P00585,2,754.00,0.00,1508.00
OI000007399,O00002966,P00759,3,3366.00,0.00,10098.00
OI000007400,O00002967,P00755,4,11997.00,20.00,38390.40
OI000007401,O00002968,P00102,3,19024.00,0.00,57072.00
OI000007402,O00002969,P00684,4,4415.00,5.00,16777.00
OI000007403,O00002969,P00709,4,28406.00,0.00,113624.00
OI000007404,O00002969,P00773,2,3982.00,0.00,7964.00
OI000007405,O00002970,P00441,1,30855.00,15.00,26226.75
OI000007406,O00002970,P00993,1,12007.00,10.00,10806.30
OI000007407,O00002970,P00777,1,67455.00,15.00,57336.75
OI000007408,O00002970,P00986,4,2958.00,20.00,9465.60
OI000007409,O00002971,P00504,4,77713.00,5.00,295309.40
OI000007410,O00002971,P00304,4,3899.00,0.00,15596.00
OI000007411,O00002972,P00650,5,3554.00,0.00,17770.00
OI000007412,O00002973,P01146,3,15447.00,10.00,41706.90
OI000007413,O00002974,P00214,2,7631.00,0.00,15262.00
OI000007414,O00002974,P00075,3,2307.00,10.00,6228.90
OI000007415,O00002975,P00069,4,20103.00,0.00,80412.00
OI000007416,O00002975,P01037,3,325.00,20.00,780.00
OI000007417,O00002975,P01077,4,56596.00,10.00,203745.60
OI000007418,O00002975,P00537,1,45973.00,0.00,45973.00
OI000007419,O00002976,P00017,1,1197.00,0.00,1197.00
OI000007420,O00002976,P00230,1,37950.00,0.00,37950.00
OI000007421,O00002976,P01093,1,3418.00,0.00,3418.00
OI000007422,O00002976,P00822,4,534.00,5.00,2029.20
OI000007423,O00002977,P00775,2,51300.00,15.00,87210.00
OI000007424,O00002977,P00951,4,38296.00,5.00,145524.80
OI000007425,O00002977,P00080,4,3427.00,0.00,13708.00
OI000007426,O00002977,P00993,1,12007.00,15.00,10205.95
OI000007427,O00002978,P00028,3,68258.00,15.00,174057.90
OI000007428,O00002979,P00440,5,3915.00,0.00,19575.00
OI000007429,O00002980,P00547,4,6678.00,20.00,21369.60
OI000007430,O00002981,P01011,4,43703.00,15.00,148590.20
OI000007431,O00002981,P00107,4,2995.00,15.00,10183.00
OI000007432,O00002981,P00353,2,45984.00,0.00,91968.00
OI000007433,O00002981,P00512,3,2440.00,10.00,6588.00
OI000007434,O00002982,P00576,1,16288.00,5.00,15473.60
OI000007435,O00002982,P00837,1,4464.00,15.00,3794.40
OI000007436,O00002983,P00946,3,3095.00,20.00,7428.00
OI000007437,O00002983,P00356,2,8532.00,0.00,17064.00
OI000007438,O00002983,P01115,4,30184.00,15.00,102625.60
OI000007439,O00002983,P00051,5,3298.00,0.00,16490.00
OI000007440,O00002984,P00298,2,51586.00,20.00,82537.60
OI000007441,O00002984,P00269,4,41316.00,15.00,140474.40
OI000007442,O00002984,P00234,5,52000.00,0.00,260000.00
OI000007443,O00002984,P00980,5,2970.00,15.00,12622.50
OI000007444,O00002985,P01099,2,2241.00,20.00,3585.60
OI000007445,O00002985,P01145,4,4691.00,10.00,16887.60
OI000007446,O00002986,P01168,3,46642.00,0.00,139926.00
OI000007447,O00002986,P00087,3,1144.00,15.00,2917.20
OI000007448,O00002986,P00508,4,48334.00,0.00,193336.00
OI000007449,O00002986,P00204,2,4266.00,5.00,8105.40
OI000007450,O00002987,P00047,4,4794.00,10.00,17258.40
OI000007451,O00002988,P00727,3,3076.00,0.00,9228.00
OI000007452,O00002988,P00832,5,3380.00,15.00,14365.00
OI000007453,O00002989,P00685,5,74736.00,20.00,299019.00
OI000007454,O00002989,P00016,2,146.00,10.00,262.80
OI000007455,O00002989,P00128,1,59268.00,0.00,59268.00
OI000007456,O00002989,P00681,5,2592.00,15.00,11016.00
OI000007457,O00002990,P00913,3,47405.00,5.00,135104.25
OI000007458,O00002990,P01173,4,14722.00,20.00,47110.40
OI000007459,O00002990,P00872,1,70620.00,0.00,70620.00
OI000007460,O00002991,P01077,3,56596.00,20.00,135830.40
OI000007461,O00002992,P00118,3,4160.00,0.00,12480.00
OI000007462,O00002993,P00294,2,28891.00,10.00,52003.80
OI000007463,O00002993,P00061,4,48395.00,10.00,174222.00
OI000007464,O00002993,P00053,4,1722.00,5.00,6543.60
OI000007465,O00002993,P00644,4,8551.00,10.00,30783.60
OI000007466,O00002994,P01104,4,8409.00,0.00,33636.00
OI000007467,O00002994,P00406,1,78833.00,20.00,63066.40
OI000007468,O00002995,P00370,2,21628.00,0.00,43256.00
OI000007469,O00002995,P00300,1,285.00,5.00,270.75
OI000007470,O00002996,P00434,5,43779.00,20.00,175116.00
OI000007471,O00002997,P00862,2,662.00,0.00,1324.00
OI000007472,O00002997,P01139,1,2760.00,0.00,2760.00
OI000007473,O00002998,P00551,3,5199.00,0.00,15597.00
OI000007474,O00002999,P00461,4,8563.00,0.00,34252.00
OI000007475,O00003000,P00045,4,52704.00,20.00,168652.80
OI000007476,O00003001,P00947,2,16613.00,5.00,31564.70
OI000007477,O00003001,P00432,1,25436.00,20.00,20348.80
OI000007478,O00003002,P00962,5,9249.00,0.00,46245.00
OI000007479,O00003002,P00832,5,3380.00,20.00,13520.00
OI000007480,O00003002,P00280,2,2708.00,15.00,4603.60
OI000007481,O00003002,P00045,2,52704.00,0.00,105408.00
OI000007482,O00003003,P01000,2,1397.00,0.00,2794.00
OI000007483,O00003003,P00445,3,52781.00,10.00,142508.70
OI000007484,O00003003,P00238,4,52632.00,10.00,189475.20
OI000007485,O00003003,P00931,5,35816.00,0.00,179080.00
OI000007486,O00003004,P01040,1,4747.00,15.00,4034.95
OI000007487,O00003005,P00250,5,6851.00,0.00,34255.00
OI000007488,O00003005,P00937,3,8879.00,0.00,26637.00
OI000007489,O00003006,P00824,1,44892.00,0.00,44892.00
OI000007490,O00003007,P00047,5,4794.00,15.00,20374.50
OI000007491,O00003008,P00668,1,25087.00,0.00,25087.00
OI000007492,O00003008,P00389,3,45043.00,10.00,121616.10
OI000007493,O00003008,P01146,2,15447.00,20.00,24715.20
OI000007494,O00003008,P01127,5,2564.00,0.00,12820.00
OI000007495,O00003009,P00217,2,10872.00,0.00,21744.00
OI000007496,O00003009,P00424,1,11834.00,10.00,10650.60
OI000007497,O00003009,P00078,5,13166.00,10.00,59247.00
OI000007498,O00003009,P00288,4,75063.00,10.00,270226.80
OI000007499,O00003010,P01166,2,50602.00,0.00,101204.00
OI000007500,O00003011,P00503,3,69975.00,0.00,209925.00
OI000007501,O00003012,P00157,1,3053.00,20.00,2442.40
OI000007502,O00003012,P00143,1,2754.00,10.00,2478.60
OI000007503,O00003013,P00612,2,3942.00,20.00,6307.20
OI000007504,O00003013,P00049,1,61894.00,10.00,55704.60
OI000007505,O00003014,P00942,2,68816.00,0.00,137632.00
OI000007506,O00003014,P00065,1,56193.00,5.00,53383.35
OI000007507,O00003014,P01077,1,56596.00,10.00,50936.40
OI000007508,O00003015,P00204,3,4266.00,0.00,12798.00
OI000007509,O00003015,P00350,3,73664.00,0.00,220992.00
OI000007510,O00003016,P01051,3,13899.00,0.00,41697.00
OI000007511,O00003016,P00212,3,71035.00,20.00,170484.00
OI000007512,O00003017,P00527,1,50464.00,0.00,50464.00
OI000007513,O00003017,P00556,1,1896.00,0.00,1896.00
OI000007514,O00003018,P00587,3,4107.00,15.00,10472.85
OI000007515,O00003018,P01144,1,4610.00,0.00,4610.00
OI000007516,O00003018,P01084,5,27674.00,0.00,138370.00
OI000007517,O00003018,P00081,2,29940.00,15.00,50898.00
OI000007518,O00003019,P00336,3,16909.00,5.00,48190.65
OI000007519,O00003019,P00646,5,1531.00,10.00,6889.50
OI000007520,O00003020,P00227,5,4126.00,0.00,20630.00
OI000007521,O00003020,P00222,5,14987.00,15.00,63694.75
OI000007522,O00003021,P00975,3,34584.00,0.00,103752.00
OI000007523,O00003021,P00651,2,54007.00,20.00,86411.20
OI000007524,O00003021,P00390,3,4479.00,0.00,13437.00
OI000007525,O00003021,P00004,5,22353.00,20.00,89412.00
OI000007526,O00003022,P00445,4,52781.00,20.00,168899.20
OI000007527,O00003023,P00751,2,4410.00,10.00,7938.00
OI000007528,O00003023,P00458,5,221.00,0.00,1105.00
OI000007529,O00003023,P01151,1,33691.00,10.00,30321.90
OI000007530,O00003024,P01146,2,15447.00,10.00,27804.60
OI000007531,O00003024,P00603,4,40557.00,0.00,162228.00
OI000007532,O00003025,P00453,1,54579.00,0.00,54579.00
OI000007533,O00003025,P00366,4,4323.00,10.00,15562.80
OI000007534,O00003025,P00109,5,9069.00,0.00,45345.00
OI000007535,O00003026,P01055,3,4237.00,15.00,10804.35
OI000007536,O00003027,P00546,4,51709.00,15.00,175810.60
OI000007537,O00003028,P00163,2,2795.00,0.00,5590.00
OI000007538,O00003028,P00095,3,2623.00,20.00,6295.20
OI000007539,O00003029,P00726,2,3965.00,10.00,7137.00
OI000007540,O00003029,P01109,5,9327.00,0.00,46635.00
OI000007541,O00003030,P00247,2,34167.00,15.00,58083.90
OI000007542,O00003030,P00005,2,FREE,0.00,1666.00
OI000007543,O00003030,P00306,5,4114.00,20.00,16456.00
OI000007544,O00003030,P00301,3,54478.00,10.00,147090.60
OI000007545,O00003031,P00506,-1,76780.00,20.00,307120.00
OI000007546,O00003032,P00691,5,2721.00,20.00,10884.00
OI000007547,O00003032,P00971,3,55825.00,0.00,167475.00
OI000007548,O00003032,P00071,3,12136.00,0.00,36408.00
OI000007549,O00003033,P00052,4,421.00,10.00,1515.60
OI000007550,O00003033,P00897,2,44065.00,0.00,88130.00
OI000007551,O00003033,P00323,1,75529.00,10.00,67976.10
OI000007552,O00003033,P00743,3,1538.00,0.00,4614.00
OI000007553,O00003034,P00688,4,4255.00,15.00,14467.00
OI000007554,O00003034,P01103,3,2215.00,5.00,6312.75
OI000007555,O00003034,P00067,3,2563.00,0.00,7689.00
OI000007556,O00003034,P01059,5,81.00,0.00,405.00
OI000007557,O00003035,P00702,2,4050.00,0.00,8100.00
OI000007558,O00003036,P00814,4,2809.00,10.00,10112.40
OI000007559,O00003036,P00289,3,59149.00,15.00,150829.95
OI000007560,O00003036,P00038,4,74331.00,15.00,252725.40
OI000007561,O00003037,P00423,5,3497.00,5.00,16610.75
OI000007562,O00003037,P00615,3,1064.00,10.00,2872.80
OI000007563,O00003037,P00053,2,1722.00,5.00,3271.80
OI000007564,O00003038,P01151,5,33691.00,20.00,134764.00
OI000007565,O00003038,P00670,4,73020.00,0.00,292080.00
OI000007566,O00003039,P00817,4,741.00,5.00,2815.80
OI000007567,O00003039,P00932,3,68435.00,0.00,205305.00
OI000007568,O00003039,P01155,1,2432.00,10.00,2188.80
OI000007569,O00003040,P01134,2,1874.00,5.00,3560.60
OI000007570,O00003041,P00542,2,4244.00,0.00,8488.00
OI000007571,O00003041,P00246,1,381.00,0.00,381.00
OI000007572,O00003041,P01118,2,4012.00,5.00,7622.80
OI000007573,O00003042,P00870,5,47858.00,20.00,191432.00
OI000007574,O00003043,P00083,4,3448.00,0.00,13792.00
OI000007575,O00003043,P00242,2,4996.00,15.00,8493.20
OI000007576,O00003043,P01123,3,60845.00,15.00,155154.75
OI000007577,O00003044,P00636,1,77131.00,0.00,77131.00
OI000007578,O00003045,P00728,5,66899.00,0.00,334495.00
OI000007579,O00003046,P00996,1,3397.00,20.00,2717.60
OI000007580,O00003046,P00321,5,25438.00,0.00,127190.00
OI000007581,O00003047,P01136,5,37315.00,15.00,158588.75
OI000007582,O00003047,P00373,3,117.00,20.00,280.80
OI000007583,O00003047,P01056,5,33992.00,20.00,135968.00
OI000007584,O00003047,P00596,5,107.00,5.00,508.25
OI000007585,O00003048,P00856,1,25027.00,15.00,21272.95
OI000007586,O00003048,P00770,3,61616.00,0.00,184848.00
OI000007587,O00003048,P00827,2,2097.00,15.00,3564.90
OI000007588,O00003048,P00472,1,921.00,0.00,921.00
OI000007589,O00003049,P00407,4,50306.00,20.00,160979.20
OI000007590,O00003050,P00371,2,73464.00,20.00,117542.40
OI000007591,O00003050,P00132,2,2640.00,0.00,5280.00
OI000007592,O00003050,P00379,2,74832.00,10.00,134697.60
OI000007593,O00003051,P00274,1,1313.00,10.00,1181.70
OI000007594,O00003051,P00085,4,3898.00,0.00,15592.00
OI000007595,O00003052,P00196,5,3013.00,5.00,14311.75
OI000007596,O00003052,P00112,4,468.00,0.00,1872.00
OI000007597,O00003053,P00278,2,2392.00,10.00,4305.60
OI000007598,O00003053,P01122,3,9763.00,15.00,24895.65
OI000007599,O00003053,P00146,1,3616.00,0.00,3616.00
OI000007600,O00003054,P00443,2,73066.00,0.00,146132.00
OI000007601,O00003055,P00764,1,4375.00,10.00,3937.50
OI000007602,O00003056,P00185,4,1002.00,5.00,3807.60
OI000007603,O00003056,P00993,4,12007.00,5.00,45626.60
OI000007604,O00003056,P00372,4,33181.00,10.00,119451.60
OI000007605,O00003057,P01137,2,755.00,15.00,1283.50
OI000007606,O00003057,P00186,5,37353.00,0.00,186765.00
OI000007607,O00003058,P00264,3,13430.00,0.00,40290.00
OI000007608,O00003059,P00811,2,2347.00,20.00,3755.20
OI000007609,O00003060,P00472,2,921.00,5.00,1749.90
OI000007610,O00003060,P00868,4,2968.00,0.00,11872.00
OI000007611,O00003060,P00458,5,221.00,0.00,1105.00
OI000007612,O00003061,P00590,5,2296.00,20.00,9184.00
OI000007613,O00003061,P00793,5,38772.00,0.00,193860.00
OI000007614,O00003062,P00016,1,146.00,15.00,124.10
OI000007615,O00003062,P00135,5,3100.00,5.00,14725.00
OI000007616,O00003062,P00993,1,12007.00,10.00,10806.30
OI000007617,O00003062,P00265,3,42167.00,0.00,126501.00
OI000007618,O00003063,P00120,2,2540.00,10.00,4572.00
OI000007619,O00003063,P00163,two,2795.00,20.00,11180.00
OI000007620,O00003063,P01058,3,2507.00,5.00,7144.95
OI000007621,O00003064,P00861,3,37259.00,20.00,89421.60
OI000007622,O00003065,P00284,3,34171.00,15.00,87136.05
OI000007623,O00003065,P00462,4,3955.00,5.00,15029.00
OI000007624,O00003065,P00285,5,37952.00,15.00,161296.00
OI000007625,O00003065,P00558,4,4915.00,10.00,17694.00
OI000007626,O00003066,P00442,1,36336.00,10.00,32702.40
OI000007627,O00003066,P01152,5,2064.00,0.00,10320.00
OI000007628,O00003066,P00563,3,2616.00,0.00,7848.00
OI000007629,O00003066,P00806,3,21138.00,0.00,63414.00
OI000007630,O00003067,P00089,5,67832.00,0.00,339160.00
OI000007631,O00003067,P00172,1,1040.00,15.00,884.00
OI000007632,O00003068,P00872,2,70620.00,0.00,141240.00
OI000007633,O00003068,P01114,2,14608.00,0.00,29216.00
OI000007634,O00003069,P00709,5,28406.00,0.00,142030.00
OI000007635,O00003069,P00782,1,11065.00,15.00,9405.25
OI000007636,O00003070,P00292,4,4960.00,0.00,19840.00
OI000007637,O00003070,P01111,1,1962.00,5.00,1863.90
OI000007638,O00003071,P01155,5,2432.00,0.00,12160.00
OI000007639,O00003072,P00262,4,4819.00,15.00,16384.60
OI000007640,O00003072,P00809,5,7725.00,0.00,38625.00
OI000007641,O00003073,P00243,4,36039.00,0.00,144156.00
OI000007642,O00003073,P00831,3,162.00,10.00,437.40
OI000007643,O00003073,P00575,1,19722.00,0.00,19722.00
OI000007644,O00003073,P01067,5,3770.00,20.00,15080.00
OI000007645,O00003074,P00077,5,10814.00,10.00,48663.00
OI000007646,O00003074,P00826,1,4992.00,0.00,4992.00
OI000007647,O00003074,P00105,5,42301.00,15.00,179779.25
OI000007648,O00003074,P00159,5,835.00,10.00,3757.50
OI000007649,O00003075,P00943,1,4787.00,20.00,3829.60
OI000007650,O00003076,P01006,5,4766.00,10.00,21447.00
OI000007651,O00003076,P00990,2,4113.00,0.00,8226.00
OI000007652,O00003076,P00406,4,78833.00,10.00,283798.80
OI000007653,O00003076,P00541,5,66855.00,5.00,317561.25
OI000007654,O00003077,P00484,5,240.00,20.00,960.00
OI000007655,O00003077,P00646,5,1531.00,0.00,7655.00
OI000007656,O00003077,P00663,5,7025.00,10.00,31612.50
OI000007657,O00003077,P00391,4,40208.00,20.00,128665.60
BADITEM7658,O00003078,P00874,4,16360.00,10.00,58896.00
OI000007659,O00003078,P00074,3,46716.00,10.00,126133.20
OI000007660,O00003079,P00218,5,60202.00,15.00,255858.50
OI000007661,O00003079,P00202,2,59064.00,15.00,100408.80
OI000007662,O00003079,P01145,1,4691.00,5.00,4456.45
OI000007663,O00003079,P00033,3,1558.00,10.00,4206.60
OI000007664,O00003080,P00743,5,1538.00,20.00,6152.00
OI000007665,O00003080,P00366,1,4323.00,10.00,3890.70
OI000007666,O00003080,P00044,1,4115.00,0.00,4115.00
OI000007667,O00003080,P00608,5,46789.00,10.00,210550.50
OI000007668,O00003081,P00221,5,3121.00,5.00,14824.75
OI000007669,O00003081,P01012,2,15291.00,15.00,25994.70
OI000007670,O00003081,P00271,2,28511.00,20.00,45617.60
OI000007671,O00003081,P01126,2,8062.00,0.00,16124.00
OI000007672,O00003082,P00193,1,39379.00,0.00,39379.00
OI000007673,O00003082,P00905,5,59446.00,0.00,297230.00
OI000007674,O00003082,P00955,2,52913.00,5.00,100534.70
OI000007675,O00003083,P00065,3,56193.00,10.00,151721.10
OI000007676,O00003083,P00196,2,3013.00,0.00,6026.00
OI000007677,O00003083,P00916,5,51086.00,0.00,255430.00
OI000007678,O00003084,P00705,3,69944.00,0.00,209832.00
OI000007679,O00003084,P00232,3,4811.00,0.00,14433.00
OI000007680,O00003084,P00698,2,33740.00,15.00,57358.00
OI000007681,O00003084,P00012,4,69172.00,0.00,276688.00
OI000007682,O00003085,P00785,5,741.00,15.00,3149.25
OI000007683,O00003086,P00200,5,4661.00,10.00,20974.50
OI000007684,O00003086,P00821,2,301.00,0.00,602.00
OI000007685,O00003086,P00878,3,67677.00,5.00,192879.45
OI000007686,O00003087,P00492,1,2872.00,0.00,2872.00
OI000007687,O00003087,P00774,3,651.00,0.00,1953.00
OI000007688,O00003087,P00364,4,2849.00,0.00,11396.00
OI000007689,O00003088,P00977,4,1402.00,0.00,5608.00
OI000007690,O00003088,P01090,1,1313.00,5.00,1247.35
OI000007691,O00003089,P00618,1,51207.00,5.00,48646.65
OI000007692,O00003089,P00228,2,23683.00,20.00,37892.80
OI000007693,O00003090,P00411,4,64070.00,0.00,256280.00
OI000007694,O00003091,P00701,1,2124.00,0.00,2124.00
OI000007695,O00003092,P00483,5,11594.00,0.00,57970.00
OI000007696,O00003092,P00421,5,2326.00,5.00,11048.50
OI000007697,O00003092,P00817,3,741.00,5.00,2111.85
OI000007698,O00003092,P00536,4,4415.00,10.00,15894.00
OI000007699,O00003093,P01035,1,4384.00,0.00,4384.00
OI000007700,O00003093,P00181,4,15947.00,0.00,63788.00
OI000007701,O00003093,P00675,3,62328.00,0.00,186984.00
OI000007702,O00003094,P00105,4,42301.00,5.00,160743.80
OI000007703,O00003094,P00336,1,16909.00,0.00,16909.00
OI000007704,O00003094,P00860,2,76.00,0.00,152.00
OI000007705,O00003094,P01091,5,37919.00,15.00,161155.75
OI000007706,O00003095,P01014,2,3292.00,0.00,6584.00
OI000007707,O00003095,P00514,5,39042.00,20.00,156168.00
OI000007708,O00003096,P00893,2,2079.00,0.00,4158.00
OI000007709,O00003096,P00956,3,21805.00,0.00,65415.00
OI000007710,O00003096,P00192,4,54630.00,15.00,185817.00
OI000007711,O00003097,P00657,4,58594.00,5.00,222657.20
OI000007712,O00003097,P00229,4,3724.00,10.00,13406.40
OI000007713,O00003098,P00795,3,4813.00,5.00,13717.05
OI000007714,O00003098,P00505,1,430.00,15.00,365.50
OI000007715,O00003098,P00323,5,75529.00,5.00,358762.75
OI000007716,O00003098,P00556,2,1896.00,0.00,3792.00
OI000007717,O00003099,P00777,1,67455.00,5.00,64082.25
OI000007718,O00003099,P00391,3,40208.00,15.00,102530.40
OI000007719,O00003100,P00043,3,13291.00,5.00,37879.35
OI000007720,O00003100,P00602,3,146.00,20.00,350.40
OI000007721,O00003100,P00237,4,70868.00,0.00,283472.00
OI000007722,O00003101,P01132,1,3989.00,10.00,3590.10
OI000007723,O00003101,P00397,2,4981.00,0.00,9962.00
OI000007724,O00003102,P00123,4,4624.00,0.00,18496.00
OI000007725,O00003102,P00229,5,3724.00,0.00,18620.00
OI000007726,O00003103,P00758,5,44717.00,20.00,178868.00
OI000007727,O00003103,P01002,2,549.00,10.00,988.20
OI000007728,O00003103,P01005,2,44294.00,0.00,88588.00
OI000007729,O00003104,P00414,5,2931.00,0.00,14655.00
OI000007730,O00003104,P00096,5,4331.00,0.00,21655.00
OI000007731,O00003105,P00574,2,3654.00,10.00,6577.20
OI000007732,O00003105,P00630,4,50167.00,0.00,200668.00
OI000007733,O00003105,P00591,4,4710.00,0.00,18840.00
OI000007734,O00003106,P00543,5,2064.00,0.00,10320.00
OI000007735,O00003106,P01084,3,27674.00,20.00,66417.60
OI000007736,O00003106,P00268,4,75644.00,15.00,257189.60
OI000007737,O00003106,P00953,5,1790.00,0.00,8950.00
OI000007738,O00003107,P01103,3,2215.00,0.00,6645.00
OI000007739,O00003108,P00205,1,35862.00,0.00,35862.00
OI000007740,O00003108,P00700,5,4459.00,0.00,22295.00
OI000007741,O00003108,P00757,1,67805.00,0.00,67805.00
OI000007742,O00003108,P00336,2,16909.00,0.00,33818.00
OI000007743,O00003109,P00689,1,1883.00,5.00,1788.85
OI000007744,O00003109,P00920,3,45668.00,0.00,137004.00
OI000007745,O00003109,P00259,4,49376.00,20.00,158003.20
OI000007746,O00003109,P00187,1,2799.00,20.00,2239.20
OI000007747,O00003110,P01178,5,2356.00,15.00,10013.00
OI000007748,O00003110,P00508,5,48334.00,10.00,217503.00
OI000007749,O00003111,P00716,5,124.00,10.00,558.00
OI000007750,O00003111,P00377,1,26250.00,0.00,26250.00
OI000007751,O00003112,P00203,2,65243.00,0.00,130486.00
OI000007752,O00003112,P01121,4,69762.00,5.00,265095.60
OI000007753,O00003113,P00610,5,24164.00,0.00,120820.00
OI000007754,O00003113,P01083,4,4377.00,5.00,16632.60
OI000007755,O00003113,P00836,5,1875.00,0.00,9375.00
OI000007756,O00003113,P00288,4,75063.00,10.00,270226.80
OI000007757,O00003114,P00525,3,4967.00,15.00,12665.85
OI000007758,O00003114,P00301,4,54478.00,150,207016.40
OI000007759,O00003114,P00358,2,2453.00,15.00,4170.10
OI000007760,O00003114,P00651,2,54007.00,20.00,86411.20
OI000007761,O00003115,P00366,4,4323.00,0.00,17292.00
